-8.303169e+09 + i 5.362188e+08 ; -1.926369e+07 + i -1.620948e+06 ; -1.926802e+07 + i -1.621408e+06 ; 2.630125e+09 + i -2.848924e+08 ; 1.414391e+08 + i -5.131551e+06 ; 1.414369e+08 + i -5.132617e+06 ; -1.236351e+09 + i 1.339703e+08 ; -7.503678e+07 + i 2.646110e+06 ; -1.363688e+07 + i -2.860394e+05 ; -2.837511e+08 + i -8.835561e+06 ; 6.623344e+08 + i -7.670111e+07 ; 3.694068e+07 + i -3.357310e+06 ; -1.236350e+09 + i 1.339710e+08 ; -1.363525e+07 + i -2.859157e+05 ; -7.503645e+07 + i 2.645992e+06 ; -2.837534e+08 + i -8.834999e+06 ; 3.695471e+07 + i -3.351288e+06 ; 6.623348e+08 + i -7.670087e+07 ; -2.304492e+08 + i 4.366418e+07 ; -3.886985e+07 + i 2.222133e+06 ; -3.886399e+07 + i 2.224103e+06 ; -1.278935e+08 + i 1.591122e+07 ; 1.790493e+08 + i -2.596159e+07 ; 1.790496e+08 + i -2.596133e+07 ; 2.123587e+08 + i -1.639589e+07 ; 1.109147e+06 + i -5.235994e+05 ; 1.110102e+06 + i -5.235162e+05 ; 1.005074e+08 + i -6.152474e+06 ; -8.562653e+05 + i -8.503743e+04 ; -8.563625e+05 + i -8.505094e+04 ; 7.899770e+07 + i -1.158702e+07 ; 2.904847e+07 + i -5.007091e+06 ; -4.235526e+05 + i -3.356469e+05 ; 5.101519e+07 + i -6.258427e+06 ; 6.769962e+06 + i -1.378605e+06 ; -1.002583e+06 + i -4.523789e+04 ; 7.899844e+07 + i -1.158654e+07 ; -4.225231e+05 + i -3.350126e+05 ; 2.904861e+07 + i -5.007051e+06 ; 5.101530e+07 + i -6.258289e+06 ; -1.002206e+06 + i -4.509400e+04 ; 6.769949e+06 + i -1.378613e+06 ; 2.937532e+07 + i -7.017152e+06 ; 1.957971e+07 + i -3.585688e+06 ; 1.957953e+07 + i -3.585770e+06 ; 2.667065e+07 + i -4.948640e+06 ; 5.297937e+06 + i -1.120620e+06 ; 5.297887e+06 + i -1.120617e+06 ; 
4.230040e+07 + i -2.124500e+06 ; 4.103057e+07 + i -1.982290e+06 ; -2.323986e+08 + i 4.373734e+07 ; 1.555446e+07 + i 1.599480e+05 ; 7.962428e+07 + i -2.095131e+06 ; -1.233918e+09 + i 1.338001e+08 ; 8.100686e+07 + i -2.201454e+06 ; 1.421321e+07 + i 3.996806e+05 ; -1.239528e+09 + i 1.339045e+08 ; 2.228126e+07 + i 1.603779e+06 ; 2.028915e+07 + i 1.870854e+06 ; -8.301219e+09 + i 5.359326e+08 ; -1.861083e+08 + i 2.587156e+07 ; -1.898046e+08 + i 2.594219e+07 ; -1.319213e+08 + i 1.629007e+07 ; -3.053491e+07 + i 3.146770e+06 ; -7.017301e+08 + i 7.467324e+07 ; -2.862882e+08 + i -8.493676e+06 ; -6.978516e+08 + i 7.469378e+07 ; -3.815923e+07 + i 3.466475e+06 ; -2.905289e+08 + i -8.527501e+06 ; -1.394891e+08 + i 3.683664e+06 ; -1.499061e+08 + i 4.019610e+06 ; 2.623507e+09 + i -2.847559e+08 ; -2.207780e+07 + i 9.653915e+05 ; 1.614927e+07 + i -5.699807e+05 ; -1.283919e+08 + i 1.692512e+07 ; -1.320451e+07 + i 1.206405e+05 ; 5.021526e+06 + i -3.389355e+05 ; -2.974620e+07 + i 5.101981e+06 ; -3.198885e+07 + i 9.547806e+05 ; 7.353322e+06 + i 9.906231e+04 ; -2.423764e+08 + i 2.641826e+07 ; -1.641717e+07 + i -2.067913e+05 ; 3.016743e+06 + i -1.115622e+05 ; -3.786866e+07 + i 6.393145e+06 ; 1.044708e+08 + i -1.281415e+07 ; -5.764848e+07 + i 7.182120e+06 ; -8.125494e+07 + i 8.254648e+06 ; 5.290561e+07 + i -5.241838e+06 ; -4.973445e+06 + i 1.181232e+06 ; -2.662289e+07 + i 4.182507e+06 ; 2.083186e+08 + i -2.324065e+07 ; -8.009711e+06 + i 4.229901e+05 ; -1.210135e+08 + i 7.667510e+06 ; 8.846065e+07 + i -6.991584e+06 ; 8.380359e+05 + i 1.237334e+05 ; -3.493340e+07 + i 5.060739e+06 ; 
-1.236589e+09 + i 1.339092e+08 ; -1.378615e+07 + i -3.089976e+05 ; 7.732924e+07 + i -2.647828e+06 ; -2.839454e+08 + i -8.907053e+06 ; 3.714391e+07 + i -3.402886e+06 ; -6.933720e+08 + i 7.531904e+07 ; -2.304940e+08 + i 4.366095e+07 ; -3.932676e+07 + i 2.173670e+06 ; 4.057356e+07 + i -2.063755e+06 ; -1.279611e+08 + i 1.590064e+07 ; 1.811911e+08 + i -2.595146e+07 ; -1.874046e+08 + i 2.585387e+07 ; -8.303248e+09 + i 5.361877e+08 ; -1.930075e+07 + i -1.641383e+06 ; 1.981916e+07 + i 1.704431e+06 ; 2.630084e+09 + i -2.849172e+08 ; 1.424790e+08 + i -5.006481e+06 ; -1.468660e+08 + i 4.726983e+06 ; -1.236442e+09 + i 1.339526e+08 ; -7.531874e+07 + i 2.594039e+06 ; 1.418546e+07 + i 3.783115e+05 ; -2.838867e+08 + i -8.853383e+06 ; 6.701862e+08 + i -7.642539e+07 ; -3.837721e+07 + i 3.332160e+06 ; 7.905667e+07 + i -1.157276e+07 ; -4.577352e+05 + i -3.458664e+05 ; -3.040765e+07 + i 5.024397e+06 ; 5.104167e+07 + i -6.251841e+06 ; -1.024139e+06 + i -4.905911e+04 ; -7.085158e+06 + i 1.393269e+06 ; 2.939749e+07 + i -7.012712e+06 ; 1.980106e+07 + i -3.595813e+06 ; -2.048493e+07 + i 3.611680e+06 ; 2.668457e+07 + i -4.945706e+06 ; 5.355987e+06 + i -1.125216e+06 ; -5.540310e+06 + i 1.135644e+06 ; 2.123611e+08 + i -1.639528e+07 ; 1.114407e+06 + i -5.255015e+05 ; -1.120778e+06 + i 5.510541e+05 ; 1.005060e+08 + i -6.152524e+06 ; -8.698836e+05 + i -8.678329e+04 ; 9.073105e+05 + i 9.864230e+04 ; 7.900140e+07 + i -1.158516e+07 ; 2.939338e+07 + i -5.011501e+06 ; 4.875408e+05 + i 3.677852e+05 ; 5.101348e+07 + i -6.258007e+06 ; 6.849568e+06 + i -1.381789e+06 ; 1.063577e+06 + i 5.917228e+04 ; 
-1.267721e+07 + i -3.685497e+05 ; -1.240846e+09 + i 1.339976e+08 ; 7.714664e+07 + i -2.623919e+06 ; -3.780789e+07 + i 2.063353e+06 ; -2.323563e+08 + i 4.374368e+07 ; 4.032742e+07 + i -2.054962e+06 ; 3.944792e+07 + i -3.431269e+06 ; -2.920310e+08 + i -8.545184e+06 ; -6.943196e+08 + i 7.540583e+07 ; 1.859379e+08 + i -2.609923e+07 ; -1.320008e+08 + i 1.627458e+07 ; -1.882282e+08 + i 2.592087e+07 ; -1.802659e+07 + i -1.691055e+06 ; -8.309122e+09 + i 5.361096e+08 ; 1.965498e+07 + i 1.722446e+06 ; -7.343142e+07 + i 2.492961e+06 ; -1.239366e+09 + i 1.339441e+08 ; 1.393656e+07 + i 3.853818e+05 ; 1.451194e+08 + i -5.005616e+06 ; 2.617484e+09 + i -2.848041e+08 ; -1.472612e+08 + i 4.762694e+06 ; 6.759112e+08 + i -7.653826e+07 ; -2.906664e+08 + i -8.544901e+06 ; -3.881019e+07 + i 3.360391e+06 ; -2.012289e+06 + i -3.693578e+05 ; -2.976290e+07 + i 5.097196e+06 ; 6.103472e+06 + i -3.209248e+05 ; 1.107117e+05 + i -3.685543e+05 ; -1.234738e+07 + i 2.100909e+06 ; 2.069500e+06 + i -1.546395e+05 ; 5.398815e+07 + i -5.230206e+06 ; -2.662924e+07 + i 4.182185e+06 ; -7.002134e+06 + i 1.254413e+06 ; 2.904505e+07 + i -2.224849e+06 ; -1.117450e+07 + i 1.858198e+06 ; -8.443077e+05 + i 2.599193e+05 ; 5.456808e+05 + i -5.507692e+05 ; -3.789240e+07 + i 6.385138e+06 ; 3.705038e+06 + i -1.040976e+05 ; 1.551363e+06 + i -4.256647e+05 ; -1.467909e+07 + i 2.375960e+06 ; 1.491716e+06 + i -8.943307e+04 ; 8.275471e+07 + i -6.764682e+06 ; -3.494214e+07 + i 5.059506e+06 ; 1.572984e+06 + i 2.564909e+04 ; 3.971586e+07 + i -2.352788e+06 ; -1.312326e+07 + i 2.083392e+06 ; 1.016876e+06 + i -3.872118e+04 ; 
-1.445669e+08 + i 5.376928e+06 ; -1.423065e+08 + i 5.416535e+06 ; 2.617670e+09 + i -2.847596e+08 ; -6.759941e+08 + i 7.655313e+07 ; -3.760063e+07 + i 3.398693e+06 ; -2.906845e+08 + i -8.591894e+06 ; -3.949417e+07 + i 3.391907e+06 ; -6.711840e+08 + i 7.653025e+07 ; -2.919737e+08 + i -8.530732e+06 ; -1.859108e+08 + i 2.610701e+07 ; -1.819614e+08 + i 2.602810e+07 ; -1.319889e+08 + i 1.627201e+07 ; 1.802460e+07 + i 1.647375e+06 ; 1.914109e+07 + i 1.616905e+06 ; -8.309115e+09 + i 5.361139e+08 ; 7.284155e+07 + i -2.890424e+06 ; 1.346111e+07 + i 2.918978e+05 ; -1.239276e+09 + i 1.339731e+08 ; 1.258955e+07 + i 3.413564e+05 ; 7.455474e+07 + i -2.964545e+06 ; -1.240623e+09 + i 1.340549e+08 ; 3.769086e+07 + i -2.105415e+06 ; 3.897397e+07 + i -2.203793e+06 ; -2.323032e+08 + i 4.375221e+07 ; -8.279509e+07 + i 6.746880e+06 ; 1.516482e+06 + i 1.193831e+04 ; -3.498037e+07 + i 5.044803e+06 ; -3.974040e+07 + i 2.341167e+06 ; 9.815200e+05 + i -4.405723e+04 ; -1.312714e+07 + i 2.082051e+06 ; -5.399377e+07 + i 5.224727e+06 ; -6.768455e+06 + i 1.245741e+06 ; -2.665349e+07 + i 4.173841e+06 ; -2.905250e+07 + i 2.219557e+06 ; -8.158583e+05 + i 2.548274e+05 ; -1.117870e+07 + i 1.856933e+06 ; -5.912773e+05 + i 5.154633e+05 ; 3.585354e+06 + i -1.188138e+05 ; -3.789530e+07 + i 6.383669e+06 ; -1.574265e+06 + i 4.079321e+05 ; 1.443161e+06 + i -9.386828e+04 ; -1.468121e+07 + i 2.375116e+06 ; 1.991898e+06 + i 3.525513e+05 ; 5.903195e+06 + i -3.415708e+05 ; -2.976473e+07 + i 5.095949e+06 ; -1.214028e+05 + i 3.587014e+05 ; 2.001902e+06 + i -1.598950e+05 ; -1.234970e+07 + i 2.100055e+06 ; 
-2.849338e+08 + i -9.055021e+06 ; -3.884645e+07 + i 3.486724e+06 ; 7.038528e+08 + i -7.484438e+07 ; -1.225844e+09 + i 1.330753e+08 ; 1.074424e+07 + i 3.688488e+05 ; -6.661604e+07 + i 3.062885e+06 ; -1.281497e+08 + i 1.589339e+07 ; -1.849378e+08 + i 2.611457e+07 ; 1.916166e+08 + i -2.591962e+07 ; -2.257135e+08 + i 4.296173e+07 ; 3.444854e+07 + i -1.904945e+06 ; -3.508716e+07 + i 1.836897e+06 ; 2.629990e+09 + i -2.849381e+08 ; -1.453705e+08 + i 4.916725e+06 ; 1.448263e+08 + i -5.317473e+06 ; -8.281563e+09 + i 5.352474e+08 ; 1.609656e+07 + i 1.711816e+06 ; -1.666591e+07 + i -1.865387e+06 ; -2.839838e+08 + i -8.857464e+06 ; -6.792158e+08 + i 7.632089e+07 ; 3.975582e+07 + i -3.413673e+06 ; -1.225997e+09 + i 1.330491e+08 ; 6.995369e+07 + i -2.251264e+06 ; -1.108500e+07 + i -4.466008e+05 ; 1.156035e+08 + i -2.025816e+07 ; 2.232493e+07 + i -1.551922e+06 ; -2.087845e+08 + i 2.277619e+07 ; 7.914269e+07 + i -1.155599e+07 ; 2.920035e+06 + i -6.761756e+05 ; -2.623217e+07 + i 4.862681e+06 ; 1.670630e+07 + i -7.208789e+06 ; 9.947612e+07 + i -1.295347e+07 ; -1.033434e+08 + i 1.275000e+07 ; 2.947284e+07 + i -6.999767e+06 ; 1.860290e+07 + i -3.504859e+06 ; -1.939670e+07 + i 3.497488e+06 ; 5.064088e+08 + i -5.389276e+07 ; 4.472160e+07 + i -1.855346e+06 ; -4.750264e+07 + i 1.406503e+06 ; 2.123422e+08 + i -1.639922e+07 ; 4.881223e+06 + i -9.979367e+05 ; -5.247997e+06 + i 9.757305e+05 ; 1.153059e+08 + i -2.031670e+07 ; 2.009455e+08 + i -2.331251e+07 ; -2.363496e+07 + i 1.374143e+06 ; 7.900587e+07 + i -1.158611e+07 ; 2.514753e+07 + i -4.870064e+06 ; -3.169450e+06 + i 6.598835e+05 ; 
4.234392e+07 + i -2.097557e+06 ; -2.323859e+08 + i 4.374190e+07 ; 4.103743e+07 + i -1.960088e+06 ; 1.554806e+07 + i 1.672960e+05 ; -1.233899e+09 + i 1.338095e+08 ; 7.858992e+07 + i -2.514180e+06 ; -1.866314e+08 + i 2.575646e+07 ; -1.319802e+08 + i 1.628050e+07 ; -1.897878e+08 + i 2.592930e+07 ; -3.064918e+07 + i 3.067033e+06 ; -2.864710e+08 + i -8.565890e+06 ; -7.014271e+08 + i 7.480693e+07 ; 7.994269e+07 + i -2.313202e+06 ; -1.239555e+09 + i 1.338995e+08 ; 1.420313e+07 + i 4.064710e+05 ; 2.204381e+07 + i 1.553842e+06 ; -8.301228e+09 + i 5.359259e+08 ; 2.006368e+07 + i 1.758729e+06 ; -6.980612e+08 + i 7.478877e+07 ; -2.906466e+08 + i -8.536761e+06 ; -3.822720e+07 + i 3.407041e+06 ; -1.380904e+08 + i 3.898022e+06 ; 2.623490e+09 + i -2.847717e+08 ; -1.488768e+08 + i 4.437235e+06 ; -2.219137e+07 + i 9.540569e+05 ; -1.283907e+08 + i 1.692452e+07 ; 1.613763e+07 + i -5.748164e+05 ; -1.326974e+07 + i 1.124396e+05 ; -2.974646e+07 + i 5.101834e+06 ; 5.023388e+06 + i -3.385475e+05 ; 1.045074e+08 + i -1.283184e+07 ; -8.125043e+07 + i 8.251339e+06 ; -5.765139e+07 + i 7.187619e+06 ; 5.292182e+07 + i -5.248619e+06 ; -2.661903e+07 + i 4.182924e+06 ; -4.974392e+06 + i 1.182078e+06 ; -3.222903e+07 + i 9.311864e+05 ; -2.423695e+08 + i 2.641918e+07 ; 7.349797e+06 + i 9.585126e+04 ; -1.652134e+07 + i -2.205007e+05 ; -3.786787e+07 + i 6.393194e+06 ; 3.018326e+06 + i -1.114575e+05 ; 2.085082e+08 + i -2.323031e+07 ; -1.209757e+08 + i 7.671954e+06 ; -8.009288e+06 + i 4.312470e+05 ; 8.852229e+07 + i -6.986589e+06 ; -3.492538e+07 + i 5.061918e+06 ; 8.369442e+05 + i 1.246194e+05 ; 
6.984678e+08 + i -7.469013e+07 ; -3.786864e+07 + i 3.321856e+06 ; -2.916557e+08 + i -8.744835e+06 ; 1.327055e+08 + i -4.938110e+06 ; -1.435767e+08 + i 5.194542e+06 ; 2.623366e+09 + i -2.848000e+08 ; 1.867166e+08 + i -2.576170e+07 ; -1.837468e+08 + i 2.599843e+07 ; -1.321469e+08 + i 1.626521e+07 ; 3.101320e+07 + i -2.961495e+06 ; -6.771076e+08 + i 7.619543e+07 ; -2.864983e+08 + i -8.564896e+06 ; -7.424910e+07 + i 3.440743e+06 ; 1.380470e+07 + i 3.247254e+05 ; -1.239183e+09 + i 1.339923e+08 ; -2.224207e+07 + i -1.591658e+06 ; 1.950394e+07 + i 1.635569e+06 ; -8.301125e+09 + i 5.359648e+08 ; -4.172688e+07 + i 2.182019e+06 ; 3.967279e+07 + i -2.107510e+06 ; -2.322626e+08 + i 4.375965e+07 ; -1.540064e+07 + i -1.268314e+05 ; 7.584944e+07 + i -2.897542e+06 ; -1.233668e+09 + i 1.338671e+08 ; -2.081908e+08 + i 2.328269e+07 ; -7.391037e+06 + i 5.313066e+05 ; -1.206863e+08 + i 7.726930e+06 ; -8.831401e+07 + i 7.024509e+06 ; 8.620281e+05 + i 1.235326e+05 ; -3.488714e+07 + i 5.067743e+06 ; -1.042722e+08 + i 1.286788e+07 ; -5.538793e+07 + i 7.324592e+06 ; -8.113792e+07 + i 8.269813e+06 ; -5.275679e+07 + i 5.276532e+06 ; -4.745830e+06 + i 1.178324e+06 ; -2.659492e+07 + i 4.186624e+06 ; 3.337128e+07 + i -7.043363e+05 ; 7.056499e+06 + i 3.806817e+04 ; -2.423998e+08 + i 2.641157e+07 ; 1.701608e+07 + i 3.332137e+05 ; 2.895783e+06 + i -1.298678e+05 ; -3.788090e+07 + i 6.388576e+06 ; 2.266878e+07 + i -8.685337e+05 ; 1.555245e+07 + i -6.569178e+05 ; -1.284003e+08 + i 1.692161e+07 ; 1.353905e+07 + i -5.987044e+04 ; 4.834773e+06 + i -3.597401e+05 ; -2.975966e+07 + i 5.097369e+06 ; 
-2.305251e+08 + i 4.365890e+07 ; 4.114790e+07 + i -1.951965e+06 ; 4.114893e+07 + i -1.951615e+06 ; -1.279502e+08 + i 1.589690e+07 ; -1.895802e+08 + i 2.576613e+07 ; -1.895791e+08 + i 2.576682e+07 ; -1.236595e+09 + i 1.339103e+08 ; 1.427646e+07 + i 4.034163e+05 ; 7.795836e+07 + i -2.527786e+06 ; -2.839099e+08 + i -8.898300e+06 ; -3.803550e+07 + i 3.353194e+06 ; -7.019068e+08 + i 7.481931e+07 ; -1.236595e+09 + i 1.339110e+08 ; 7.795753e+07 + i -2.528012e+06 ; 1.427328e+07 + i 4.026542e+05 ; -2.839131e+08 + i -8.898024e+06 ; -7.019067e+08 + i 7.481949e+07 ; -3.804550e+07 + i 3.348237e+06 ; -8.303325e+09 + i 5.361591e+08 ; 1.997175e+07 + i 1.750423e+06 ; 1.996517e+07 + i 1.749328e+06 ; 2.630044e+09 + i -2.849378e+08 ; -1.481008e+08 + i 4.556367e+06 ; -1.481037e+08 + i 4.554738e+06 ; 2.941572e+07 + i -7.010850e+06 ; -2.069610e+07 + i 3.616808e+06 ; -2.069600e+07 + i 3.616819e+06 ; 2.669822e+07 + i -4.943801e+06 ; -5.595143e+06 + i 1.138869e+06 ; -5.595113e+06 + i 1.138887e+06 ; 7.905951e+07 + i -1.157203e+07 ; 5.531172e+05 + i 3.781812e+05 ; -3.080307e+07 + i 5.017275e+06 ; 5.104228e+07 + i -6.251358e+06 ; 1.094449e+06 + i 6.329168e+04 ; -7.181514e+06 + i 1.393285e+06 ; 7.906022e+07 + i -1.157156e+07 ; -3.080346e+07 + i 5.017157e+06 ; 5.526283e+05 + i 3.776639e+05 ; 5.104235e+07 + i -6.251231e+06 ; -7.181485e+06 + i 1.393295e+06 ; 1.094210e+06 + i 6.317098e+04 ; 2.123676e+08 + i -1.639337e+07 ; -1.147648e+06 + i 5.498243e+05 ; -1.145781e+06 + i 5.501602e+05 ; 1.005067e+08 + i -6.151833e+06 ; 9.122344e+05 + i 9.947070e+04 ; 9.121941e+05 + i 9.946639e+04 ; 
-3.988017e+07 + i 3.388229e+06 ; -2.930109e+08 + i -8.685197e+06 ; 7.033218e+08 + i -7.473992e+07 ; -1.878504e+08 + i 2.607589e+07 ; -1.322159e+08 + i 1.625485e+07 ; 1.906863e+08 + i -2.580347e+07 ; 1.277587e+07 + i 3.840787e+05 ; -1.240560e+09 + i 1.340580e+08 ; -7.255184e+07 + i 3.246164e+06 ; 3.819743e+07 + i -2.014068e+06 ; -2.322698e+08 + i 4.375620e+07 ; -4.032247e+07 + i 2.029737e+06 ; -1.462289e+08 + i 5.155317e+06 ; 2.617323e+09 + i -2.848411e+08 ; 1.434746e+08 + i -5.289676e+06 ; -6.829304e+08 + i 7.627304e+07 ; -2.908377e+08 + i -8.608608e+06 ; 3.875108e+07 + i -3.350749e+06 ; 1.823789e+07 + i 1.702743e+06 ; -8.309070e+09 + i 5.361287e+08 ; -2.015724e+07 + i -1.908425e+06 ; 7.379075e+07 + i -2.740494e+06 ; -1.239263e+09 + i 1.339791e+08 ; -1.412391e+07 + i -4.251586e+05 ; -5.455252e+07 + i 5.193391e+06 ; -2.665710e+07 + i 4.175444e+06 ; 7.077075e+06 + i -1.258706e+06 ; -2.934964e+07 + i 2.197572e+06 ; -1.117864e+07 + i 1.857467e+06 ; 8.514443e+05 + i -2.621276e+05 ; 2.026027e+06 + i 3.673064e+05 ; -2.976209e+07 + i 5.097297e+06 ; -6.175318e+06 + i 3.107014e+05 ; -1.163384e+05 + i 3.661299e+05 ; -1.234852e+07 + i 2.100503e+06 ; -2.095362e+06 + i 1.515655e+05 ; -8.362252e+07 + i 6.691509e+06 ; -3.498794e+07 + i 5.044648e+06 ; -1.620789e+06 + i -3.617186e+04 ; -4.013313e+07 + i 2.306626e+06 ; -1.312814e+07 + i 2.082162e+06 ; -1.034785e+06 + i 3.619684e+04 ; -5.726394e+05 + i 5.296772e+05 ; -3.789461e+07 + i 6.384371e+06 ; -3.755012e+06 + i 9.519651e+04 ; -1.576777e+06 + i 4.151148e+05 ; -1.467965e+07 + i 2.375600e+06 ; -1.511368e+06 + i 8.676261e+04 ; 
-3.988805e+07 + i 3.387317e+06 ; 7.033223e+08 + i -7.473983e+07 ; -2.930086e+08 + i -8.685189e+06 ; -1.878498e+08 + i 2.607598e+07 ; 1.906871e+08 + i -2.580336e+07 ; -1.322101e+08 + i 1.625504e+07 ; -1.462346e+08 + i 5.153782e+06 ; 1.434759e+08 + i -5.288971e+06 ; 2.617347e+09 + i -2.848298e+08 ; -6.829300e+08 + i 7.627320e+07 ; 3.875168e+07 + i -3.350352e+06 ; -2.908201e+08 + i -8.603186e+06 ; 1.277160e+07 + i 3.838074e+05 ; -7.254909e+07 + i 3.247681e+06 ; -1.240516e+09 + i 1.340785e+08 ; 3.820321e+07 + i -2.012208e+06 ; -4.032065e+07 + i 2.030525e+06 ; -2.322562e+08 + i 4.375948e+07 ; 1.822096e+07 + i 1.698898e+06 ; -2.015723e+07 + i -1.908461e+06 ; -8.309070e+09 + i 5.361310e+08 ; 7.379198e+07 + i -2.740069e+06 ; -1.412344e+07 + i -4.251065e+05 ; -1.239240e+09 + i 1.339822e+08 ; -5.455039e+07 + i 5.193652e+06 ; 7.077026e+06 + i -1.258728e+06 ; -2.665614e+07 + i 4.175625e+06 ; -2.934907e+07 + i 2.197676e+06 ; 8.514187e+05 + i -2.621425e+05 ; -1.117824e+07 + i 1.857509e+06 ; -8.362289e+07 + i 6.691435e+06 ; -1.620669e+06 + i -3.609429e+04 ; -3.498602e+07 + i 5.045328e+06 ; -4.013327e+07 + i 2.306600e+06 ; -1.034712e+06 + i 3.623075e+04 ; -1.312756e+07 + i 2.082316e+06 ; 2.029444e+06 + i 3.679490e+05 ; -6.175217e+06 + i 3.107506e+05 ; -2.976069e+07 + i 5.097363e+06 ; -1.145768e+05 + i 3.665577e+05 ; -2.095358e+06 + i 1.515617e+05 ; -1.234853e+07 + i 2.100391e+06 ; -5.699822e+05 + i 5.300835e+05 ; -3.755013e+06 + i 9.521228e+04 ; -3.789290e+07 + i 6.384637e+06 ; -1.576121e+06 + i 4.152243e+05 ; -1.511302e+06 + i 8.678371e+04 ; -1.467968e+07 + i 2.375510e+06 ; 
-1.282983e+08 + i 1.588061e+07 ; 1.935521e+08 + i -2.587732e+07 ; 1.935506e+08 + i -2.587813e+07 ; -2.256583e+08 + i 4.297463e+07 ; -3.607822e+07 + i 1.627917e+06 ; -3.607939e+07 + i 1.627536e+06 ; -2.849215e+08 + i -9.046520e+06 ; 3.985094e+07 + i -3.352858e+06 ; 7.117322e+08 + i -7.440117e+07 ; -1.225821e+09 + i 1.330821e+08 ; -1.111414e+07 + i -4.431939e+05 ; -6.750140e+07 + i 2.895569e+06 ; -2.849288e+08 + i -9.047270e+06 ; 7.117326e+08 + i -7.440121e+07 ; 3.986303e+07 + i -3.347229e+06 ; -1.225812e+09 + i 1.330850e+08 ; -6.750057e+07 + i 2.895743e+06 ; -1.111013e+07 + i -4.421885e+05 ; 2.629653e+09 + i -2.850258e+08 ; 1.463353e+08 + i -5.101405e+06 ; 1.463390e+08 + i -5.099549e+06 ; -8.281528e+09 + i 5.352568e+08 ; -1.683564e+07 + i -1.909796e+06 ; -1.682812e+07 + i -1.908328e+06 ; 1.680395e+07 + i -7.196079e+06 ; -1.042001e+08 + i 1.276582e+07 ; -1.041993e+08 + i 1.276614e+07 ; 2.953245e+07 + i -6.990453e+06 ; -1.954698e+07 + i 3.512164e+06 ; -1.954663e+07 + i 3.512316e+06 ; 1.155828e+08 + i -2.026378e+07 ; -2.341378e+07 + i 1.441458e+06 ; -2.111256e+08 + i 2.265698e+07 ; 7.913241e+07 + i -1.155892e+07 ; -3.127537e+06 + i 6.731877e+05 ; -2.652938e+07 + i 4.870636e+06 ; 1.155897e+08 + i -2.026256e+07 ; -2.111260e+08 + i 2.265685e+07 ; -2.341645e+07 + i 1.439945e+06 ; 7.913556e+07 + i -1.155837e+07 ; -2.652920e+07 + i 4.870684e+06 ; -3.129215e+06 + i 6.725549e+05 ; 5.064212e+08 + i -5.389004e+07 ; -4.799169e+07 + i 1.356222e+06 ; -4.799175e+07 + i 1.355928e+06 ; 2.123431e+08 + i -1.639884e+07 ; -5.303251e+06 + i 9.795067e+05 ; -5.305312e+06 + i 9.790073e+05 ; 
1.885857e+08 + i -2.570397e+07 ; -1.323440e+08 + i 1.625274e+07 ; 1.923079e+08 + i -2.577214e+07 ; 3.104758e+07 + i -2.957316e+06 ; -2.874774e+08 + i -8.707844e+06 ; 7.095550e+08 + i -7.424828e+07 ; -4.281486e+07 + i 1.959809e+06 ; -2.322228e+08 + i 4.376738e+07 ; -4.155512e+07 + i 1.811794e+06 ; -1.568297e+07 + i -1.853933e+05 ; -1.233588e+09 + i 1.338755e+08 ; -7.416525e+07 + i 3.116269e+06 ; 7.056564e+08 + i -7.427058e+07 ; -2.917333e+08 + i -8.746892e+06 ; 3.873677e+07 + i -3.271829e+06 ; 1.343994e+08 + i -4.693225e+06 ; 2.623050e+09 + i -2.848732e+08 ; 1.448943e+08 + i -5.023054e+06 ; -7.553024e+07 + i 3.230841e+06 ; -1.239171e+09 + i 1.339989e+08 ; -1.436775e+07 + i -4.356797e+05 ; -2.244890e+07 + i -1.634254e+06 ; -8.301084e+09 + i 5.359772e+08 ; -2.049555e+07 + i -1.916902e+06 ; -1.054811e+08 + i 1.279652e+07 ; -8.119573e+07 + i 8.263329e+06 ; 5.826017e+07 + i -7.172201e+06 ; -5.336966e+07 + i 5.225381e+06 ; -2.659457e+07 + i 4.187845e+06 ; 5.022624e+06 + i -1.187876e+06 ; 2.274129e+07 + i -8.796691e+05 ; -1.284028e+08 + i 1.692069e+07 ; -1.623480e+07 + i 5.565333e+05 ; 1.360455e+07 + i -5.742484e+04 ; -2.975679e+07 + i 5.098397e+06 ; -5.078078e+06 + i 3.320996e+05 ; -2.103795e+08 + i 2.315903e+07 ; -1.206907e+08 + i 7.723168e+06 ; 7.979608e+06 + i -4.389996e+05 ; -8.924816e+07 + i 6.940469e+06 ; -3.488527e+07 + i 5.067777e+06 ; -8.576492e+05 + i -1.291126e+05 ; 3.356686e+07 + i -6.892171e+05 ; -2.423828e+08 + i 2.641508e+07 ; -7.418514e+06 + i -1.103022e+05 ; 1.712109e+07 + i 3.474982e+05 ; -3.787398e+07 + i 6.390196e+06 ; -3.052649e+06 + i 1.064623e+05 ; 
