-8.303169e+09 + i 5.362188e+08 ; -1.926369e+07 + i -1.620948e+06 ; -1.926802e+07 + i -1.621408e+06 ; 2.630125e+09 + i -2.848924e+08 ; 1.414391e+08 + i -5.131551e+06 ; 1.414369e+08 + i -5.132617e+06 ; -1.236351e+09 + i 1.339703e+08 ; -7.503678e+07 + i 2.646110e+06 ; -1.363688e+07 + i -2.860394e+05 ; -2.837511e+08 + i -8.835561e+06 ; 6.623344e+08 + i -7.670111e+07 ; 3.694068e+07 + i -3.357310e+06 ; -1.236350e+09 + i 1.339710e+08 ; -1.363525e+07 + i -2.859157e+05 ; -7.503645e+07 + i 2.645992e+06 ; -2.837534e+08 + i -8.834999e+06 ; 3.695471e+07 + i -3.351288e+06 ; 6.623348e+08 + i -7.670087e+07 ; -2.304492e+08 + i 4.366418e+07 ; -3.886985e+07 + i 2.222133e+06 ; -3.886399e+07 + i 2.224103e+06 ; -1.278935e+08 + i 1.591122e+07 ; 1.790493e+08 + i -2.596159e+07 ; 1.790496e+08 + i -2.596133e+07 ; 2.123587e+08 + i -1.639589e+07 ; 1.109147e+06 + i -5.235994e+05 ; 1.110102e+06 + i -5.235162e+05 ; 1.005074e+08 + i -6.152474e+06 ; -8.562653e+05 + i -8.503743e+04 ; -8.563625e+05 + i -8.505094e+04 ; 7.899770e+07 + i -1.158702e+07 ; 2.904847e+07 + i -5.007091e+06 ; -4.235526e+05 + i -3.356469e+05 ; 5.101519e+07 + i -6.258427e+06 ; 6.769962e+06 + i -1.378605e+06 ; -1.002583e+06 + i -4.523789e+04 ; 7.899844e+07 + i -1.158654e+07 ; -4.225231e+05 + i -3.350126e+05 ; 2.904861e+07 + i -5.007051e+06 ; 5.101530e+07 + i -6.258289e+06 ; -1.002206e+06 + i -4.509400e+04 ; 6.769949e+06 + i -1.378613e+06 ; 2.937532e+07 + i -7.017152e+06 ; 1.957971e+07 + i -3.585688e+06 ; 1.957953e+07 + i -3.585770e+06 ; 2.667065e+07 + i -4.948640e+06 ; 5.297937e+06 + i -1.120620e+06 ; 5.297887e+06 + i -1.120617e+06 ; 
-7.674365e+04 + i 3.933763e+05 ; 2.086305e+06 + i -1.541909e+05 ; -1.235110e+07 + i 2.099233e+06 ; 2.153005e+06 + i 4.096894e+05 ; 6.158208e+06 + i -3.165859e+05 ; -2.976883e+07 + i 5.096000e+06 ; -1.578415e+06 + i 4.423903e+05 ; 1.501230e+06 + i -8.959332e+04 ; -1.468658e+07 + i 2.372777e+06 ; -4.981950e+05 + i 5.821179e+05 ; 3.727679e+06 + i -1.028262e+05 ; -3.790558e+07 + i 6.382291e+06 ; -3.037456e+07 + i 2.107352e+06 ; -8.300803e+05 + i 2.659453e+05 ; -1.117157e+07 + i 1.858563e+06 ; -5.647196e+07 + i 5.060350e+06 ; -7.059255e+06 + i 1.254286e+06 ; -2.661579e+07 + i 4.184346e+06 ; -4.156153e+07 + i 2.149809e+06 ; 1.061783e+06 + i -3.020064e+04 ; -1.312083e+07 + i 2.083582e+06 ; -8.663480e+07 + i 6.423126e+06 ; 1.631326e+06 + i 3.165396e+04 ; -3.492728e+07 + i 5.062265e+06 ; 3.953538e+07 + i -1.887063e+06 ; 4.085453e+07 + i -1.982304e+06 ; -2.324003e+08 + i 4.373721e+07 ; 1.313751e+07 + i 4.493523e+05 ; 7.924439e+07 + i -2.037537e+06 ; -1.240878e+09 + i 1.339864e+08 ; 7.775857e+07 + i -1.948605e+06 ; 1.402680e+07 + i 4.002500e+05 ; -1.239535e+09 + i 1.339035e+08 ; 1.902622e+07 + i 1.937563e+06 ; 2.011968e+07 + i 1.902988e+06 ; -8.309177e+09 + i 5.360957e+08 ; -1.942143e+08 + i 2.598118e+07 ; -1.899123e+08 + i 2.594518e+07 ; -1.319214e+08 + i 1.629060e+07 ; -4.042528e+07 + i 3.450946e+06 ; -7.027690e+08 + i 7.473370e+07 ; -2.918196e+08 + i -8.465386e+06 ; -7.082502e+08 + i 7.467100e+07 ; -3.834030e+07 + i 3.472195e+06 ; -2.905411e+08 + i -8.527826e+06 ; -1.529702e+08 + i 3.948047e+06 ; -1.502829e+08 + i 4.031743e+06 ; 2.617503e+09 + i -2.847844e+08 ; 
7.896007e+07 + i -1.159749e+07 ; -2.868918e+06 + i 6.740159e+05 ; 2.576074e+07 + i -4.878858e+06 ; 1.153669e+08 + i -2.029642e+07 ; -2.207478e+07 + i 1.564559e+06 ; 2.059078e+08 + i -2.303561e+07 ; 2.936161e+07 + i -7.022265e+06 ; -1.841548e+07 + i 3.496183e+06 ; 1.906402e+07 + i -3.507341e+06 ; 1.658463e+07 + i -7.229536e+06 ; -9.850646e+07 + i 1.296613e+07 ; 1.019666e+08 + i -1.283704e+07 ; 2.123658e+08 + i -1.639239e+07 ; -4.790458e+06 + i 9.998930e+05 ; 4.984202e+06 + i -9.815743e+05 ; 5.065279e+08 + i -5.386269e+07 ; -4.414853e+07 + i 1.916899e+06 ; 4.568827e+07 + i -1.667451e+06 ; 7.900087e+07 + i -1.158846e+07 ; -2.488164e+07 + i 4.861467e+06 ; 2.992179e+06 + i -6.660094e+05 ; 1.153531e+08 + i -2.031329e+07 ; -1.989331e+08 + i 2.339179e+07 ; 2.286177e+07 + i -1.461011e+06 ; -1.226111e+09 + i 1.330134e+08 ; -1.067340e+07 + i -3.541246e+05 ; 7.231729e+07 + i -2.304282e+06 ; -2.840526e+08 + i -8.898972e+06 ; 3.843929e+07 + i -3.518218e+06 ; -6.963222e+08 + i 7.541075e+07 ; -2.257815e+08 + i 4.295255e+07 ; -3.410866e+07 + i 1.948131e+06 ; 3.530617e+07 + i -1.843772e+06 ; -1.280079e+08 + i 1.590711e+07 ; 1.831499e+08 + i -2.613361e+07 ; -1.895086e+08 + i 2.602214e+07 ; -8.281616e+09 + i 5.352278e+08 ; -1.609185e+07 + i -1.694354e+06 ; 1.654136e+07 + i 1.755923e+06 ; 2.630111e+09 + i -2.849139e+08 ; 1.446181e+08 + i -5.061187e+06 ; -1.496552e+08 + i 4.692111e+06 ; -1.226037e+09 + i 1.330475e+08 ; -6.994308e+07 + i 2.305218e+06 ; 1.098763e+07 + i 4.110402e+05 ; -2.840633e+08 + i -8.854555e+06 ; 6.727684e+08 + i -7.657397e+07 ; -3.983298e+07 + i 3.431325e+06 ; 
1.271045e+07 + i -2.029157e+05 ; -2.973731e+07 + i 5.105694e+06 ; 4.955638e+06 + i -3.469670e+05 ; 2.123949e+07 + i -1.078566e+06 ; -1.284111e+08 + i 1.692434e+07 ; 1.595158e+07 + i -5.978935e+05 ; -5.056227e+07 + i 5.402917e+06 ; -2.661910e+07 + i 4.183561e+06 ; -4.863405e+06 + i 1.182310e+06 ; -9.986771e+07 + i 1.301723e+07 ; -8.126509e+07 + i 8.251584e+06 ; -5.676194e+07 + i 7.262055e+06 ; 1.584903e+07 + i 9.581724e+04 ; -3.786039e+07 + i 6.397829e+06 ; 2.968298e+06 + i -1.193191e+05 ; 3.093743e+07 + i -1.125016e+06 ; -2.424395e+08 + i 2.640599e+07 ; 7.238317e+06 + i 7.512783e+04 ; -8.467903e+07 + i 7.301162e+06 ; -3.492919e+07 + i 5.061888e+06 ; 8.894897e+05 + i 1.218078e+05 ; -1.994227e+08 + i 2.367943e+07 ; -1.210276e+08 + i 7.663452e+06 ; -7.534562e+06 + i 4.939843e+05 ; -1.502700e+07 + i -8.709286e+04 ; -1.233895e+09 + i 1.338097e+08 ; 7.748337e+07 + i -2.672933e+06 ; -4.057154e+07 + i 2.283930e+06 ; -2.323619e+08 + i 4.374119e+07 ; 4.054440e+07 + i -2.046323e+06 ; 3.008186e+07 + i -3.032144e+06 ; -2.865000e+08 + i -8.570720e+06 ; -6.939370e+08 + i 7.529566e+07 ; 1.787159e+08 + i -2.591499e+07 ; -1.319838e+08 + i 1.627368e+07 ; -1.884141e+08 + i 2.589503e+07 ; -2.091777e+07 + i -1.339265e+06 ; -8.301167e+09 + i 5.359460e+08 ; 1.981769e+07 + i 1.692039e+06 ; -7.593244e+07 + i 2.730258e+06 ; -1.239304e+09 + i 1.339541e+08 ; 1.415420e+07 + i 3.913751e+05 ; 1.317641e+08 + i -4.608348e+06 ; 2.623467e+09 + i -2.847782e+08 ; -1.469009e+08 + i 4.732228e+06 ; 6.675569e+08 + i -7.641783e+07 ; -2.905511e+08 + i -8.538095e+06 ; -3.886214e+07 + i 3.330756e+06 ; 
8.464733e+07 + i -7.314884e+06 ; 8.659349e+05 + i 1.211934e+05 ; -3.488968e+07 + i 5.079953e+06 ; 1.993319e+08 + i -2.371382e+07 ; -7.278316e+06 + i 5.346887e+05 ; -1.209826e+08 + i 7.692503e+06 ; 5.056163e+07 + i -5.405890e+06 ; -4.694953e+06 + i 1.173637e+06 ; -2.659514e+07 + i 4.193882e+06 ; 9.981710e+07 + i -1.303833e+07 ; -5.483353e+07 + i 7.334349e+06 ; -8.125288e+07 + i 8.263166e+06 ; -1.585620e+07 + i -1.161692e+05 ; 2.868758e+06 + i -1.327794e+05 ; -3.788739e+07 + i 6.386746e+06 ; -3.100920e+07 + i 1.050214e+06 ; 6.998143e+06 + i 3.102354e+04 ; -2.424639e+08 + i 2.639293e+07 ; -1.271957e+07 + i 1.920602e+05 ; 4.789358e+06 + i -3.624844e+05 ; -2.976002e+07 + i 5.097099e+06 ; -2.130858e+07 + i 1.042701e+06 ; 1.541619e+07 + i -6.654691e+05 ; -1.284161e+08 + i 1.691855e+07 ; -1.316821e+08 + i 4.913922e+06 ; -1.420423e+08 + i 5.377559e+06 ; 2.623698e+09 + i -2.847263e+08 ; -6.679026e+08 + i 7.640423e+07 ; -3.755993e+07 + i 3.382117e+06 ; -2.904752e+08 + i -8.572368e+06 ; -2.998226e+07 + i 3.010269e+06 ; -6.705993e+08 + i 7.645243e+07 ; -2.864647e+08 + i -8.560369e+06 ; -1.786413e+08 + i 2.592909e+07 ; -1.819874e+08 + i 2.602511e+07 ; -1.319587e+08 + i 1.627160e+07 ; 2.117769e+07 + i 1.323739e+06 ; 1.930769e+07 + i 1.587888e+06 ; -8.301166e+09 + i 5.359486e+08 ; 7.583088e+07 + i -3.057249e+06 ; 1.366007e+07 + i 2.939569e+05 ; -1.239271e+09 + i 1.339735e+08 ; 1.489510e+07 + i 5.187508e+04 ; 7.493303e+07 + i -3.009085e+06 ; -1.233674e+09 + i 1.338667e+08 ; 4.037515e+07 + i -2.335135e+06 ; 3.917509e+07 + i -2.200135e+06 ; -2.323095e+08 + i 4.375081e+07 ; 
5.098687e+07 + i -6.264724e+06 ; 1.043228e+06 + i 5.099555e+04 ; 7.064326e+06 + i -1.411305e+06 ; 7.898341e+07 + i -1.158393e+07 ; 4.784384e+05 + i 3.510597e+05 ; 3.058861e+07 + i -5.044894e+06 ; 2.665233e+07 + i -4.952586e+06 ; -5.410770e+06 + i 1.127573e+06 ; 5.541356e+06 + i -1.144504e+06 ; 2.935319e+07 + i -7.018854e+06 ; -2.000755e+07 + i 3.600074e+06 ; 2.063497e+07 + i -3.618997e+06 ; 1.005058e+08 + i -6.151625e+06 ; 8.988334e+05 + i 9.153477e+04 ; -1.109955e+06 + i -1.439876e+05 ; 2.123895e+08 + i -1.638468e+07 ; -1.076830e+06 + i 5.377375e+05 ; 7.243323e+05 + i -6.383486e+05 ; 5.101286e+07 + i -6.259272e+06 ; -6.912288e+06 + i 1.386448e+06 ; -1.191264e+06 + i -8.246753e+04 ; 7.900595e+07 + i -1.158459e+07 ; -2.968275e+07 + i 5.020237e+06 ; -6.938003e+05 + i -4.052254e+05 ; -2.848503e+08 + i -9.047139e+06 ; -3.754969e+07 + i 3.379190e+06 ; 7.017652e+08 + i -7.466827e+07 ; -1.236327e+09 + i 1.339714e+08 ; 1.389582e+07 + i 3.264719e+05 ; -7.298413e+07 + i 3.252157e+06 ; -1.281241e+08 + i 1.589384e+07 ; -1.830590e+08 + i 2.593729e+07 ; 1.896571e+08 + i -2.575226e+07 ; -2.304266e+08 + i 4.367071e+07 ; 3.973472e+07 + i -2.132727e+06 ; -4.058694e+07 + i 2.031884e+06 ; 2.629989e+09 + i -2.849377e+08 ; -1.439237e+08 + i 4.809041e+06 ; 1.433089e+08 + i -5.220356e+06 ; -8.303195e+09 + i 5.362079e+08 ; 1.955423e+07 + i 1.696587e+06 ; -2.030388e+07 + i -1.886699e+06 ; -2.839478e+08 + i -8.857124e+06 ; -6.771921e+08 + i 7.613603e+07 ; 3.838492e+07 + i -3.316665e+06 ; -1.236468e+09 + i 1.339481e+08 ; 7.606351e+07 + i -2.482372e+06 ; -1.438471e+07 + i -4.322360e+05 ; 
-1.014183e+05 + i 3.903200e+05 ; -1.235049e+07 + i 2.099426e+06 ; 2.090275e+06 + i -1.530789e+05 ; 2.110897e+06 + i 4.048207e+05 ; -2.976671e+07 + i 5.096601e+06 ; 6.167940e+06 + i -3.135812e+05 ; -3.042442e+07 + i 2.100923e+06 ; -1.117597e+07 + i 1.858123e+06 ; -8.189164e+05 + i 2.687629e+05 ; -5.657182e+07 + i 5.046631e+06 ; -2.662426e+07 + i 4.183846e+06 ; -7.029392e+06 + i 1.261769e+06 ; -1.612249e+06 + i 4.382221e+05 ; -1.468577e+07 + i 2.372932e+06 ; 1.503052e+06 + i -8.911887e+04 ; -5.669957e+05 + i 5.744999e+05 ; -3.790373e+07 + i 6.382584e+06 ; 3.730407e+06 + i -1.018220e+05 ; -4.161748e+07 + i 2.145590e+06 ; -1.312575e+07 + i 2.083079e+06 ; 1.069200e+06 + i -2.884215e+04 ; -8.673903e+07 + i 6.418448e+06 ; -3.493695e+07 + i 5.061681e+06 ; 1.645311e+06 + i 3.415880e+04 ; 3.957865e+07 + i -1.860675e+06 ; -2.323868e+08 + i 4.374172e+07 ; 4.086159e+07 + i -1.960302e+06 ; 1.313652e+07 + i 4.579931e+05 ; -1.240858e+09 + i 1.339961e+08 ; 7.822826e+07 + i -2.455086e+06 ; -1.947127e+08 + i 2.587021e+07 ; -1.319825e+08 + i 1.628025e+07 ; -1.898945e+08 + i 2.593289e+07 ; -4.053204e+07 + i 3.374828e+06 ; -2.920007e+08 + i -8.537664e+06 ; -7.024654e+08 + i 7.486791e+07 ; 7.672425e+07 + i -2.056930e+06 ; -1.239561e+09 + i 1.338986e+08 ; 1.401744e+07 + i 4.070771e+05 ; 1.880299e+07 + i 1.890908e+06 ; -8.309186e+09 + i 5.360891e+08 ; 1.989835e+07 + i 1.791627e+06 ; -7.084660e+08 + i 7.476399e+07 ; -2.906562e+08 + i -8.536715e+06 ; -3.841157e+07 + i 3.412532e+06 ; -1.516320e+08 + i 4.155223e+06 ; 2.617487e+09 + i -2.848000e+08 ; -1.492719e+08 + i 4.447998e+06 ; 
4.172533e+07 + i -2.125100e+06 ; 9.986961e+05 + i -4.163297e+04 ; -1.317931e+07 + i 2.068239e+06 ; 8.693812e+07 + i -6.383764e+06 ; 1.538314e+06 + i 1.487680e+04 ; -3.506043e+07 + i 5.031047e+06 ; 3.051118e+07 + i -2.085982e+06 ; -8.225698e+05 + i 2.562837e+05 ; -1.121322e+07 + i 1.848892e+06 ; 5.670385e+07 + i -5.027785e+06 ; -6.841541e+06 + i 1.246588e+06 ; -2.670085e+07 + i 4.166798e+06 ; 1.803283e+06 + i -3.922699e+05 ; 1.460156e+06 + i -9.213039e+04 ; -1.468259e+07 + i 2.375596e+06 ; 9.578550e+05 + i -4.896270e+05 ; 3.626384e+06 + i -1.133904e+05 ; -3.788418e+07 + i 6.390047e+06 ; 2.337969e+05 + i -3.621488e+05 ; 2.022799e+06 + i -1.583346e+05 ; -1.234943e+07 + i 2.100823e+06 ; -1.879389e+06 + i -3.607735e+05 ; 5.965551e+06 + i -3.349810e+05 ; -2.975654e+07 + i 5.099742e+06 ; 7.087987e+08 + i -7.467772e+07 ; -3.804846e+07 + i 3.327559e+06 ; -2.916772e+08 + i -8.747701e+06 ; 1.463533e+08 + i -5.190262e+06 ; -1.439499e+08 + i 5.209397e+06 ; 2.617351e+09 + i -2.848300e+08 ; 1.947896e+08 + i -2.587675e+07 ; -1.838532e+08 + i 2.600042e+07 ; -1.321547e+08 + i 1.626373e+07 ; 4.088129e+07 + i -3.274816e+06 ; -6.780859e+08 + i 7.626217e+07 ; -2.920297e+08 + i -8.536540e+06 ; -7.118919e+07 + i 3.166021e+06 ; 1.362597e+07 + i 3.266534e+05 ; -1.239186e+09 + i 1.339917e+08 ; -1.900629e+07 + i -1.937445e+06 ; 1.934782e+07 + i 1.669119e+06 ; -8.309074e+09 + i 5.361300e+08 ; -3.902172e+07 + i 1.935869e+06 ; 3.950133e+07 + i -2.107052e+06 ; -2.322633e+08 + i 4.375953e+07 ; -1.304765e+07 + i -4.321608e+05 ; 7.550664e+07 + i -2.837335e+06 ; -1.240622e+09 + i 1.340547e+08 ; 
2.934016e+07 + i -7.026088e+06 ; 1.928050e+07 + i -3.513669e+06 ; 1.928003e+07 + i -3.513843e+06 ; 1.657669e+07 + i -7.225297e+06 ; 1.030960e+08 + i -1.280238e+07 ; 1.030957e+08 + i -1.280258e+07 ; 7.896291e+07 + i -1.159697e+07 ; 3.001770e+06 + i -6.728051e+05 ; 2.609296e+07 + i -4.885064e+06 ; 1.153556e+08 + i -2.029685e+07 ; 2.286759e+07 + i -1.480345e+06 ; 2.084615e+08 + i -2.289313e+07 ; 7.896388e+07 + i -1.159691e+07 ; 2.609266e+07 + i -4.885143e+06 ; 3.003263e+06 + i -6.722557e+05 ; 1.153566e+08 + i -2.029677e+07 ; 2.084617e+08 + i -2.289307e+07 ; 2.287029e+07 + i -1.478871e+06 ; 2.123674e+08 + i -1.639286e+07 ; 5.063576e+06 + i -9.832314e+05 ; 5.065485e+06 + i -9.828149e+05 ; 5.065261e+08 + i -5.385820e+07 ; 4.626398e+07 + i -1.604943e+06 ; 4.626379e+07 + i -1.604719e+06 ; -2.258155e+08 + i 4.294910e+07 ; 3.569406e+07 + i -1.760444e+06 ; 3.569517e+07 + i -1.760074e+06 ; -1.279835e+08 + i 1.590337e+07 ; -1.916596e+08 + i 2.593913e+07 ; -1.916583e+08 + i 2.593985e+07 ; -1.226123e+09 + i 1.330126e+08 ; 1.102290e+07 + i 4.268891e+05 ; 7.274694e+07 + i -2.213440e+06 ; -2.840014e+08 + i -8.888658e+06 ; -3.938541e+07 + i 3.470534e+06 ; -7.047467e+08 + i 7.493014e+07 ; -1.226120e+09 + i 1.330137e+08 ; 7.274600e+07 + i -2.213711e+06 ; 1.101946e+07 + i 4.261013e+05 ; -2.840037e+08 + i -8.888309e+06 ; -7.047467e+08 + i 7.493031e+07 ; -3.939543e+07 + i 3.465562e+06 ; -8.281697e+09 + i 5.351980e+08 ; 1.663117e+07 + i 1.789880e+06 ; 1.662403e+07 + i 1.788668e+06 ; 2.630035e+09 + i -2.849357e+08 ; -1.507601e+08 + i 4.543160e+06 ; -1.507635e+08 + i 4.541429e+06 ; 
5.105979e+07 + i -5.384854e+06 ; -2.658813e+07 + i 4.195893e+06 ; 4.931015e+06 + i -1.186657e+06 ; 1.008401e+08 + i -1.300715e+07 ; -8.130408e+07 + i 8.257414e+06 ; 5.748291e+07 + i -7.232489e+06 ; -1.282584e+07 + i 1.808181e+05 ; -2.975230e+07 + i 5.098785e+06 ; -5.025345e+06 + i 3.386080e+05 ; -2.145683e+07 + i 1.037846e+06 ; -1.283952e+08 + i 1.692293e+07 ; -1.613568e+07 + i 5.612567e+05 ; 8.550476e+07 + i -7.257139e+06 ; -3.488411e+07 + i 5.079992e+06 ; -8.833065e+05 + i -1.231083e+05 ; 2.013448e+08 + i -2.364320e+07 ; -1.209893e+08 + i 7.686880e+06 ; 7.637508e+06 + i -4.738956e+05 ; -1.599166e+07 + i -1.351346e+05 ; -3.787816e+07 + i 6.389073e+06 ; -3.006476e+06 + i 1.140237e+05 ; -3.125201e+07 + i 1.031224e+06 ; -2.424460e+08 + i 2.639765e+07 ; -7.331537e+06 + i -9.214298e+04 ; -3.040273e+07 + i 3.010503e+06 ; -2.874906e+08 + i -8.712738e+06 ; 7.028398e+08 + i -7.464457e+07 ; -1.805060e+08 + i 2.590920e+07 ; -1.321900e+08 + i 1.625377e+07 ; 1.907716e+08 + i -2.579363e+07 ; 1.514101e+07 + i 9.718234e+04 ; -1.233607e+09 + i 1.338707e+08 ; -7.293212e+07 + i 3.288242e+06 ; 4.097259e+07 + i -2.242974e+06 ; -2.322751e+08 + i 4.375491e+07 ; -4.054454e+07 + i 2.021174e+06 ; -1.332281e+08 + i 4.714249e+06 ; 2.623355e+09 + i -2.848071e+08 ; 1.432021e+08 + i -5.244591e+06 ; -6.746051e+08 + i 7.615027e+07 ; -2.906481e+08 + i -8.592325e+06 ; 3.878148e+07 + i -3.324530e+06 ; 2.141987e+07 + i 1.378553e+06 ; -8.301120e+09 + i 5.359636e+08 ; -2.033451e+07 + i -1.878766e+06 ; 7.681417e+07 + i -2.913896e+06 ; -1.239260e+09 + i 1.339789e+08 ; -1.434149e+07 + i -4.303993e+05 ; 
5.106262e+07 + i -5.384403e+06 ; 4.930965e+06 + i -1.186688e+06 ; -2.658767e+07 + i 4.195987e+06 ; 1.008407e+08 + i -1.300696e+07 ; 5.748274e+07 + i -7.232540e+06 ; -8.130524e+07 + i 8.257301e+06 ; 8.550513e+07 + i -7.257115e+06 ; -8.830884e+05 + i -1.230104e+05 ; -3.488329e+07 + i 5.080334e+06 ; 2.013448e+08 + i -2.364321e+07 ; 7.637937e+06 + i -4.736812e+05 ; -1.209852e+08 + i 7.688735e+06 ; -1.282446e+07 + i 1.809541e+05 ; -5.025314e+06 + i 3.386236e+05 ; -2.975533e+07 + i 5.097963e+06 ; -2.145777e+07 + i 1.037608e+06 ; -1.613538e+07 + i 5.614425e+05 ; -1.283975e+08 + i 1.692285e+07 ; -1.598605e+07 + i -1.338040e+05 ; -3.006431e+06 + i 1.140305e+05 ; -3.788387e+07 + i 6.387566e+06 ; -3.124993e+07 + i 1.031911e+06 ; -7.331641e+06 + i -9.216003e+04 ; -2.424541e+08 + i 2.639598e+07 ; -3.041101e+07 + i 3.009530e+06 ; 7.028403e+08 + i -7.464445e+07 ; -2.874890e+08 + i -8.712813e+06 ; -1.805060e+08 + i 2.590917e+07 ; 1.907725e+08 + i -2.579347e+07 ; -1.321811e+08 + i 1.625476e+07 ; -1.332338e+08 + i 4.712726e+06 ; 1.432033e+08 + i -5.243952e+06 ; 2.623375e+09 + i -2.847966e+08 ; -6.746048e+08 + i 7.615041e+07 ; 3.878201e+07 + i -3.324152e+06 ; -2.906305e+08 + i -8.586852e+06 ; 1.513618e+07 + i 9.680949e+04 ; -7.292978e+07 + i 3.289640e+06 ; -1.233570e+09 + i 1.338895e+08 ; 4.097700e+07 + i -2.241421e+06 ; -4.054275e+07 + i 2.021962e+06 ; -2.322626e+08 + i 4.375802e+07 ; 2.140279e+07 + i 1.374737e+06 ; -2.033468e+07 + i -1.878859e+06 ; -8.301120e+09 + i 5.359656e+08 ; 7.681507e+07 + i -2.913497e+06 ; -1.434082e+07 + i -4.302814e+05 ; -1.239236e+09 + i 1.339826e+08 ; 
2.663792e+07 + i -4.955208e+06 ; 5.609475e+06 + i -1.143570e+06 ; 5.609491e+06 + i -1.143591e+06 ; 2.933680e+07 + i -7.019087e+06 ; 2.086215e+07 + i -3.617486e+06 ; 2.086211e+07 + i -3.617599e+06 ; 5.099264e+07 + i -6.263543e+06 ; -1.191923e+06 + i -7.789487e+04 ; 7.156113e+06 + i -1.410587e+06 ; 7.898413e+07 + i -1.158289e+07 ; -6.964624e+05 + i -3.981564e+05 ; 3.095223e+07 + i -5.039633e+06 ; 5.099316e+07 + i -6.263405e+06 ; 7.155906e+06 + i -1.410641e+06 ; -1.192019e+06 + i -7.786023e+04 ; 7.898431e+07 + i -1.158259e+07 ; 3.095198e+07 + i -5.039671e+06 ; -6.960094e+05 + i -3.976485e+05 ; 1.005114e+08 + i -6.150534e+06 ; -1.104030e+06 + i -1.408310e+05 ; -1.104535e+06 + i -1.409658e+05 ; 2.123882e+08 + i -1.638305e+07 ; 7.637777e+05 + i -6.318583e+05 ; 7.621247e+05 + i -6.320651e+05 ; -1.282709e+08 + i 1.588026e+07 ; 1.915773e+08 + i -2.570885e+07 ; 1.915755e+08 + i -2.570972e+07 ; -2.303748e+08 + i 4.368205e+07 ; -4.163151e+07 + i 1.819184e+06 ; -4.163193e+07 + i 1.818975e+06 ; -2.848509e+08 + i -9.041791e+06 ; 3.847671e+07 + i -3.255482e+06 ; 7.096123e+08 + i -7.422689e+07 ; -1.236302e+09 + i 1.339787e+08 ; -1.444009e+07 + i -4.317186e+05 ; -7.394131e+07 + i 3.077655e+06 ; -2.848578e+08 + i -9.042359e+06 ; 7.096125e+08 + i -7.422696e+07 ; 3.848656e+07 + i -3.250394e+06 ; -1.236295e+09 + i 1.339814e+08 ; -7.394065e+07 + i 3.077796e+06 ; -1.443649e+07 + i -4.307299e+05 ; 2.629665e+09 + i -2.850243e+08 ; 1.448138e+08 + i -5.004264e+06 ; 1.448171e+08 + i -5.002519e+06 ; -8.303175e+09 + i 5.362147e+08 ; -2.050355e+07 + i -1.934594e+06 ; -2.049659e+07 + i -1.933193e+06 ; 
3.079267e+07 + i -2.062646e+06 ; -1.121112e+07 + i 1.850164e+06 ; 8.182094e+05 + i -2.722977e+05 ; 5.723849e+07 + i -4.991769e+06 ; -2.669810e+07 + i 4.169835e+06 ; 7.088135e+06 + i -1.268053e+06 ; 1.969990e+05 + i -3.769063e+05 ; -1.234633e+07 + i 2.101643e+06 ; -2.120545e+06 + i 1.495196e+05 ; -1.982061e+06 + i -3.902687e+05 ; -2.974713e+07 + i 5.102267e+06 ; -6.253408e+06 + i 3.017111e+05 ; 4.213768e+07 + i -2.078562e+06 ; -1.317983e+07 + i 2.068865e+06 ; -1.102964e+06 + i 2.123881e+04 ; 8.780063e+07 + i -6.306495e+06 ; -3.506343e+07 + i 5.032172e+06 ; -1.726319e+06 + i -5.413686e+04 ; 1.792624e+06 + i -4.011387e+05 ; -1.468020e+07 + i 2.376143e+06 ; -1.530689e+06 + i 8.481575e+04 ; 9.111939e+05 + i -5.072425e+05 ; -3.787890e+07 + i 6.391450e+06 ; -3.796093e+06 + i 9.049209e+04 ; 1.967242e+08 + i -2.580859e+07 ; -1.323509e+08 + i 1.625140e+07 ; 1.924170e+08 + i -2.577505e+07 ; 4.100607e+07 + i -3.257710e+06 ; -2.930104e+08 + i -8.679695e+06 ; 7.105915e+08 + i -7.430947e+07 ; -4.002854e+07 + i 1.724507e+06 ; -2.322241e+08 + i 4.376700e+07 ; -4.137714e+07 + i 1.812334e+06 ; -1.327842e+07 + i -4.835164e+05 ; -1.240542e+09 + i 1.340629e+08 ; -7.380177e+07 + i 3.056740e+06 ; 7.160296e+08 + i -7.425143e+07 ; -2.917520e+08 + i -8.749407e+06 ; 3.892169e+07 + i -3.277897e+06 ; 1.481303e+08 + i -4.934351e+06 ; 2.617039e+09 + i -2.849027e+08 ; 1.452875e+08 + i -5.034884e+06 ; -7.238419e+07 + i 2.967949e+06 ; -1.239174e+09 + i 1.339986e+08 ; -1.418096e+07 + i -4.362287e+05 ; -1.917030e+07 + i -1.975135e+06 ; -8.309034e+09 + i 5.361424e+08 ; -2.032885e+07 + i -1.949982e+06 ; 
