-9.566988e+09 + i 6.928942e+08 ; -1.849652e+07 + i -2.553130e+06 ; -1.850051e+07 + i -2.553871e+06 ; 3.176237e+09 + i -3.826405e+08 ; 1.573553e+08 + i -4.162284e+06 ; 1.573541e+08 + i -4.163294e+06 ; -1.493543e+09 + i 1.816432e+08 ; -8.340799e+07 + i 2.175585e+06 ; -1.413456e+07 + i -7.980508e+05 ; -2.908070e+08 + i -2.114741e+07 ; 8.062557e+08 + i -1.036502e+08 ; 4.363342e+07 + i -3.751770e+06 ; -1.493543e+09 + i 1.816437e+08 ; -1.413311e+07 + i -7.976050e+05 ; -8.340756e+07 + i 2.175575e+06 ; -2.908099e+08 + i -2.114723e+07 ; 4.364155e+07 + i -3.745615e+06 ; 8.062559e+08 + i -1.036500e+08 ; -3.025806e+08 + i 6.222581e+07 ; -4.425812e+07 + i 2.203504e+06 ; -4.425407e+07 + i 2.205491e+06 ; -1.564247e+08 + i 1.856127e+07 ; 2.247930e+08 + i -3.620123e+07 ; 2.247930e+08 + i -3.620098e+07 ; 2.478183e+08 + i -2.060927e+07 ; 1.848066e+06 + i -6.928716e+05 ; 1.848979e+06 + i -6.927401e+05 ; 1.152347e+08 + i -7.448730e+06 ; -7.980942e+05 + i -1.559202e+05 ; -7.981783e+05 + i -1.559431e+05 ; 9.923107e+07 + i -1.565186e+07 ; 3.751771e+07 + i -7.151910e+06 ; -1.906374e+04 + i -4.859341e+05 ; 6.245300e+07 + i -8.100043e+06 ; 9.033490e+06 + i -2.055366e+06 ; -1.004829e+06 + i -1.047563e+05 ; 9.923135e+07 + i -1.565144e+07 ; -1.869689e+04 + i -4.852794e+05 ; 3.751780e+07 + i -7.151866e+06 ; 6.245298e+07 + i -8.099945e+06 ; -1.004605e+06 + i -1.045819e+05 ; 9.033484e+06 + i -2.055371e+06 ; 4.049170e+07 + i -1.016171e+07 ; 2.557448e+07 + i -5.194028e+06 ; 2.557437e+07 + i -5.194100e+06 ; 3.485341e+07 + i -6.800544e+06 ; 7.126676e+06 + i -1.687210e+06 ; 7.126621e+06 + i -1.687210e+06 ; 
4.779502e+07 + i -2.016738e+06 ; 4.626437e+07 + i -1.862633e+06 ; -3.047419e+08 + i 6.225647e+07 ; 1.634312e+07 + i 6.494144e+05 ; 8.764180e+07 + i -1.459532e+06 ; -1.490733e+09 + i 1.814601e+08 ; 8.924655e+07 + i -1.561708e+06 ; 1.461008e+07 + i 9.428933e+05 ; -1.496851e+09 + i 1.814992e+08 ; 2.176426e+07 + i 2.512006e+06 ; 1.930349e+07 + i 2.827397e+06 ; -9.564555e+09 + i 6.925704e+08 ; -2.321721e+08 + i 3.584317e+07 ; -2.362026e+08 + i 3.586262e+07 ; -1.611908e+08 + i 1.896304e+07 ; -3.650465e+07 + i 3.514221e+06 ; -8.457548e+08 + i 1.003008e+08 ; -2.939370e+08 + i -2.075983e+07 ; -8.416426e+08 + i 1.003991e+08 ; -4.504315e+07 + i 3.802861e+06 ; -2.984172e+08 + i -2.088868e+07 ; -1.535104e+08 + i 2.456855e+06 ; -1.650505e+08 + i 2.720970e+06 ; 3.168999e+09 + i -3.825624e+08 ; -2.476500e+07 + i 8.563626e+05 ; 1.795209e+07 + i -4.722487e+05 ; -1.589670e+08 + i 2.328645e+07 ; -1.422162e+07 + i -1.398014e+05 ; 5.782415e+06 + i -3.531347e+05 ; -3.838326e+07 + i 7.274298e+06 ; -3.533389e+07 + i 6.834742e+05 ; 7.716306e+06 + i 2.822394e+05 ; -2.929630e+08 + i 3.569681e+07 ; -1.724896e+07 + i -5.965341e+05 ; 3.351491e+06 + i -6.866174e+04 ; -4.870687e+07 + i 9.017053e+06 ; 1.281247e+08 + i -1.755442e+07 ; -7.085572e+07 + i 9.901349e+06 ; -9.729111e+07 + i 1.040523e+07 ; 6.321810e+07 + i -6.785411e+06 ; -6.852951e+06 + i 1.759361e+06 ; -3.382543e+07 + i 5.755179e+06 ; 2.524439e+08 + i -3.131999e+07 ; -9.087759e+06 + i 4.441030e+05 ; -1.389826e+08 + i 8.865207e+06 ; 1.034098e+08 + i -8.707877e+06 ; 7.351102e+05 + i 1.909849e+05 ; -4.379636e+07 + i 6.789771e+06 ; 
-1.493728e+09 + i 1.815776e+08 ; -1.426583e+07 + i -8.277124e+05 ; 8.585067e+07 + i -2.116784e+06 ; -2.909278e+08 + i -2.123343e+07 ; 4.390206e+07 + i -3.792295e+06 ; -8.376119e+08 + i 1.012058e+08 ; -3.026233e+08 + i 6.221896e+07 ; -4.468533e+07 + i 2.134653e+06 ; 4.588101e+07 + i -1.978826e+06 ; -1.564823e+08 + i 1.854391e+07 ; 2.270595e+08 + i -3.612919e+07 ; -2.335457e+08 + i 3.582809e+07 ; -9.567039e+09 + i 6.928653e+08 ; -1.851315e+07 + i -2.573267e+06 ; 1.898912e+07 + i 2.658296e+06 ; 3.176222e+09 + i -3.826654e+08 ; 1.583122e+08 + i -3.993758e+06 ; -1.626487e+08 + i 3.567372e+06 ; -1.493619e+09 + i 1.816214e+08 ; -8.364794e+07 + i 2.114473e+06 ; 1.460926e+07 + i 9.123679e+05 ; -2.909293e+08 + i -2.117199e+07 ; 8.142770e+08 + i -1.031141e+08 ; -4.512642e+07 + i 3.671749e+06 ; 9.927787e+07 + i -1.563684e+07 ; -4.329727e+04 + i -4.980475e+05 ; -3.898391e+07 + i 7.131696e+06 ; 6.247401e+07 + i -8.093453e+06 ; -1.023092e+06 + i -1.098207e+05 ; -9.387020e+06 + i 2.064361e+06 ; 4.051018e+07 + i -1.015674e+07 ; 2.582219e+07 + i -5.199355e+06 ; -2.656874e+07 + i 5.197728e+06 ; 3.486493e+07 + i -6.797415e+06 ; 7.194158e+06 + i -1.691238e+06 ; -7.403202e+06 + i 1.698764e+06 ; 2.478201e+08 + i -2.060859e+07 ; 1.855779e+06 + i -6.944518e+05 ; -1.892130e+06 + i 7.204386e+05 ; 1.152333e+08 + i -7.448780e+06 ; -8.104077e+05 + i -1.584116e+05 ; 8.359061e+05 + i 1.728662e+05 ; 9.923287e+07 + i -1.564993e+07 ; 3.789002e+07 + i -7.147302e+06 ; 4.919763e+04 + i 5.222243e+05 ; 6.245074e+07 + i -8.099757e+06 ; 9.122227e+06 + i -2.057231e+06 ; 1.052734e+06 + i 1.225952e+05 ; 
-1.301127e+07 + i -8.756267e+05 ; -1.498371e+09 + i 1.815889e+08 ; 8.562570e+07 + i -2.088375e+06 ; -4.293003e+07 + i 2.028719e+06 ; -3.047052e+08 + i 6.226577e+07 ; 4.560731e+07 + i -1.971528e+06 ; 4.639290e+07 + i -3.778699e+06 ; -2.999993e+08 + i -2.093380e+07 ; -8.387315e+08 + i 1.013012e+08 ; 2.323066e+08 + i -3.622858e+07 ; -1.612558e+08 + i 1.894113e+07 ; -2.345081e+08 + i 3.589981e+07 ; -1.709455e+07 + i -2.605934e+06 ; -9.573210e+09 + i 6.926615e+08 ; 1.879148e+07 + i 2.678286e+06 ; -8.151139e+07 + i 2.027747e+06 ; -1.496723e+09 + i 1.815410e+08 ; 1.433485e+07 + i 9.170083e+05 ; 1.611269e+08 + i -3.940338e+06 ; 3.162631e+09 + i -3.827352e+08 ; -1.631135e+08 + i 3.601742e+06 ; 8.205261e+08 + i -1.031555e+08 ; -2.985425e+08 + i -2.091244e+07 ; -4.562246e+07 + i 3.696549e+06 ; -1.680142e+06 + i -5.298937e+05 ; -3.839549e+07 + i 7.268992e+06 ; 6.914792e+06 + i -3.104532e+05 ; 5.797181e+05 + i -4.749564e+05 ; -1.591418e+07 + i 3.024224e+06 ; 2.402039e+06 + i -1.659760e+05 ; 6.434655e+07 + i -6.715740e+06 ; -3.383164e+07 + i 5.754317e+06 ; -9.111522e+06 + i 1.824603e+06 ; 3.384060e+07 + i -2.678167e+06 ; -1.434204e+07 + i 2.641154e+06 ; -1.244768e+06 + i 4.077719e+05 ; 1.269483e+06 + i -7.024583e+05 ; -4.872315e+07 + i 9.008807e+06 ; 4.078390e+06 + i -5.148140e+04 ; 2.181741e+06 + i -5.061444e+05 ; -1.875914e+07 + i 3.394811e+06 ; 1.701688e+06 + i -8.351421e+04 ; 9.703352e+07 + i -8.502537e+06 ; -4.380425e+07 + i 6.788280e+06 ; 1.641420e+06 + i 7.788840e+04 ; 4.540709e+07 + i -2.731959e+06 ; -1.671219e+07 + i 2.934366e+06 ; 1.131690e+06 + i -2.633234e+04 ; 
-1.609807e+08 + i 4.364954e+06 ; -1.586181e+08 + i 4.456123e+06 ; 3.162780e+09 + i -3.826872e+08 ; -8.206287e+08 + i 1.031628e+08 ; -4.438717e+07 + i 3.786220e+06 ; -2.985051e+08 + i -2.096644e+07 ; -4.639799e+07 + i 3.740371e+06 ; -8.154683e+08 + i 1.032215e+08 ; -2.999545e+08 + i -2.091844e+07 ; -2.322850e+08 + i 3.623312e+07 ; -2.279748e+08 + i 3.620874e+07 ; -1.612386e+08 + i 1.893511e+07 ; 1.713957e+07 + i 2.568255e+06 ; 1.836611e+07 + i 2.556953e+06 ; -9.573208e+09 + i 6.926651e+08 ; 8.135407e+07 + i -2.476821e+06 ; 1.393833e+07 + i 8.058159e+05 ; -1.496661e+09 + i 1.815740e+08 ; 1.294941e+07 + i 8.457068e+05 ; 8.327137e+07 + i -2.532208e+06 ; -1.498199e+09 + i 1.816517e+08 ; 4.285772e+07 + i -2.083334e+06 ; 4.434682e+07 + i -2.178690e+06 ; -3.046604e+08 + i 6.227937e+07 ; -9.705516e+07 + i 8.481720e+06 ; 1.597597e+06 + i 6.134832e+04 ; -4.382801e+07 + i 6.772296e+06 ; -4.541950e+07 + i 2.718916e+06 ; 1.100567e+06 + i -3.348051e+04 ; -1.671464e+07 + i 2.932601e+06 ; -6.434534e+07 + i 6.708167e+06 ; -8.852626e+06 + i 1.821714e+06 ; -3.384761e+07 + i 5.744703e+06 ; -3.384188e+07 + i 2.671526e+06 ; -1.208242e+06 + i 4.025249e+05 ; -1.434494e+07 + i 2.639508e+06 ; -1.277455e+06 + i 6.655462e+05 ; 3.968891e+06 + i -7.165182e+04 ; -4.872453e+07 + i 9.007235e+06 ; -2.186003e+06 + i 4.881484e+05 ; 1.655572e+06 + i -9.031385e+04 ; -1.876038e+07 + i 3.393827e+06 ; 1.678274e+06 + i 5.112534e+05 ; 6.726846e+06 + i -3.400331e+05 ; -3.839605e+07 + i 7.267790e+06 ; -5.795578e+05 + i 4.643124e+05 ; 2.336722e+06 + i -1.744270e+05 ; -1.591562e+07 + i 3.023237e+06 ; 
-2.918076e+08 + i -2.141571e+07 ; -4.581735e+07 + i 3.854034e+06 ; 8.482325e+08 + i -1.004823e+08 ; -1.481203e+09 + i 1.806368e+08 ; 1.094921e+07 + i 8.367757e+05 ; -7.490078e+07 + i 2.740078e+06 ; -1.566724e+08 + i 1.852641e+07 ; -2.312546e+08 + i 3.625385e+07 ; 2.381233e+08 + i -3.584017e+07 ; -2.966338e+08 + i 6.135093e+07 ; 3.914341e+07 + i -1.872434e+06 ; -3.974601e+07 + i 1.788671e+06 ; 3.176146e+09 + i -3.826888e+08 ; -1.612905e+08 + i 3.840557e+06 ; 1.611810e+08 + i -4.283946e+06 ; -9.542706e+09 + i 6.919778e+08 ; 1.501290e+07 + i 2.585279e+06 ; -1.544485e+07 + i -2.750793e+06 ; -2.910260e+08 + i -2.118260e+07 ; -8.237750e+08 + i 1.027967e+08 ; 4.669931e+07 + i -3.750876e+06 ; -1.481336e+09 + i 1.806045e+08 ; 7.749890e+07 + i -1.778315e+06 ; -1.122265e+07 + i -9.242321e+05 ; 1.496715e+08 + i -2.873916e+07 ; 2.576598e+07 + i -1.626265e+06 ; -2.523690e+08 + i 3.073021e+07 ; 9.934959e+07 + i -1.561612e+07 ; 3.980344e+06 + i -8.848504e+05 ; -3.431888e+07 + i 6.977404e+06 ; 2.732021e+07 + i -1.118927e+07 ; 1.229579e+08 + i -1.778952e+07 ; -1.268286e+08 + i 1.745359e+07 ; 4.057483e+07 + i -1.014007e+07 ; 2.442744e+07 + i -5.093822e+06 ; -2.526197e+07 + i 5.060827e+06 ; 6.103645e+08 + i -7.249960e+07 ; 5.004618e+07 + i -1.624487e+06 ; -5.247647e+07 + i 1.063477e+06 ; 2.478048e+08 + i -2.061350e+07 ; 6.468957e+06 + i -1.249092e+06 ; -6.828470e+06 + i 1.205031e+06 ; 1.494237e+08 + i -2.881025e+07 ; 2.446630e+08 + i -3.153267e+07 ; -2.694649e+07 + i 1.389874e+06 ; 9.923866e+07 + i -1.565060e+07 ; 3.317671e+07 + i -7.022012e+06 ; -4.224156e+06 + i 8.548198e+05 ; 
4.781217e+07 + i -1.991860e+06 ; -3.047337e+08 + i 6.226155e+07 ; 4.625207e+07 + i -1.853370e+06 ; 1.632967e+07 + i 6.533839e+05 ; -1.490723e+09 + i 1.814697e+08 ; 8.703843e+07 + i -1.948722e+06 ; -2.326008e+08 + i 3.572110e+07 ; -1.612405e+08 + i 1.894739e+07 ; -2.361737e+08 + i 3.585753e+07 ; -3.653918e+07 + i 3.439978e+06 ; -2.940455e+08 + i -2.084490e+07 ; -8.455834e+08 + i 1.004386e+08 ; 8.824887e+07 + i -1.718780e+06 ; -1.496873e+09 + i 1.814929e+08 ; 1.459490e+07 + i 9.433043e+05 ; 2.156855e+07 + i 2.455633e+06 ; -9.564558e+09 + i 6.925649e+08 ; 1.918914e+07 + i 2.715294e+06 ; -8.419714e+08 + i 1.004827e+08 ; -2.985302e+08 + i -2.090453e+07 ; -4.505451e+07 + i 3.757516e+06 ; -1.522721e+08 + i 2.721440e+06 ; 3.168998e+09 + i -3.825771e+08 ; -1.644512e+08 + i 3.209211e+06 ; -2.487197e+07 + i 8.398906e+05 ; -1.589651e+08 + i 2.328607e+07 ; 1.794592e+07 + i -4.789883e+05 ; -1.428112e+07 + i -1.509061e+05 ; -3.838336e+07 + i 7.274137e+06 ; 5.784027e+06 + i -3.528898e+05 ; 1.281831e+08 + i -1.756958e+07 ; -9.728230e+07 + i 1.040150e+07 ; -7.086508e+07 + i 9.906649e+06 ; 6.324248e+07 + i -6.790620e+06 ; -3.382176e+07 + i 5.755597e+06 ; -6.854976e+06 + i 1.760264e+06 ; -3.556060e+07 + i 6.490997e+05 ; -2.929568e+08 + i 3.569805e+07 ; 7.716381e+06 + i 2.787052e+05 ; -1.734332e+07 + i -6.148050e+05 ; -4.870608e+07 + i 9.017125e+06 ; 3.353113e+06 + i -6.862699e+04 ; 2.526340e+08 + i -3.130498e+07 ; -1.389476e+08 + i 8.871212e+06 ; -9.097126e+06 + i 4.532357e+05 ; 1.034699e+08 + i -8.701501e+06 ; -4.378922e+07 + i 6.791258e+06 ; 7.328776e+05 + i 1.919675e+05 ; 
8.422922e+08 + i -1.003747e+08 ; -4.458147e+07 + i 3.694327e+06 ; -2.993616e+08 + i -2.115171e+07 ; 1.477698e+08 + i -3.997659e+06 ; -1.597019e+08 + i 4.167812e+06 ; 3.168898e+09 + i -3.826087e+08 ; 2.326942e+08 + i -3.571646e+07 ; -2.298386e+08 + i 3.612399e+07 ; -1.613968e+08 + i 1.891951e+07 ; 3.680631e+07 + i -3.325664e+06 ; -8.213624e+08 + i 1.026555e+08 ; -2.940743e+08 + i -2.084717e+07 ; -8.351680e+07 + i 3.088063e+06 ; 1.426640e+07 + i 8.471919e+05 ; -1.496585e+09 + i 1.815961e+08 ; -2.173633e+07 + i -2.498959e+06 ; 1.873359e+07 + i 2.577832e+06 ; -9.564490e+09 + i 6.926014e+08 ; -4.726035e+07 + i 2.111639e+06 ; 4.497932e+07 + i -2.061468e+06 ; -3.046258e+08 + i 6.228825e+07 ; -1.621905e+07 + i -6.091545e+05 ; 8.457279e+07 + i -2.435649e+06 ; -1.490544e+09 + i 1.815338e+08 ; -2.523597e+08 + i 3.137380e+07 ; -8.557224e+06 + i 5.784891e+05 ; -1.387049e+08 + i 8.939332e+06 ; -1.032938e+08 + i 8.749783e+06 ; 7.600459e+05 + i 1.932692e+05 ; -4.375576e+07 + i 6.799419e+06 ; -1.279770e+08 + i 1.761867e+07 ; -6.861869e+07 + i 1.011853e+07 ; -9.718493e+07 + i 1.042587e+07 ; -6.310066e+07 + i 6.827065e+06 ; -6.607783e+06 + i 1.763383e+06 ; -3.380068e+07 + i 5.760741e+06 ; 3.650930e+07 + i -3.740312e+05 ; 7.470933e+06 + i 2.115831e+05 ; -2.929804e+08 + i 3.568983e+07 ; 1.773952e+07 + i 7.442726e+05 ; 3.244734e+06 + i -9.233515e+04 ; -4.871485e+07 + i 9.012549e+06 ; 2.527781e+07 + i -7.315467e+05 ; 1.741972e+07 + i -5.831855e+05 ; -1.589722e+08 + i 2.328316e+07 ; 1.450541e+07 + i 2.154477e+05 ; 5.608951e+06 + i -3.822599e+05 ; -3.839242e+07 + i 7.269581e+06 ; 
-3.026529e+08 + i 6.221412e+07 ; 4.636278e+07 + i -1.848002e+06 ; 4.636348e+07 + i -1.847632e+06 ; -1.564652e+08 + i 1.853758e+07 ; -2.357587e+08 + i 3.567693e+07 ; -2.357582e+08 + i 3.567753e+07 ; -1.493735e+09 + i 1.815772e+08 ; 1.467714e+07 + i 9.403122e+05 ; 8.638069e+07 + i -1.974775e+06 ; -2.908996e+08 + i -2.122453e+07 ; -4.478904e+07 + i 3.707664e+06 ; -8.461037e+08 + i 1.004278e+08 ; -1.493735e+09 + i 1.815777e+08 ; 8.638007e+07 + i -1.975020e+06 ; 1.467473e+07 + i 9.392895e+05 ; -2.909031e+08 + i -2.122463e+07 ; -8.461038e+08 + i 1.004279e+08 ; -4.479413e+07 + i 3.702699e+06 ; -9.567089e+09 + i 6.928381e+08 ; 1.909922e+07 + i 2.707663e+06 ; 1.909356e+07 + i 2.706228e+06 ; 3.176203e+09 + i -3.826870e+08 ; -1.637613e+08 + i 3.348446e+06 ; -1.637627e+08 + i 3.347033e+06 ; 4.052723e+07 + i -1.015408e+07 ; -2.679950e+07 + i 5.197607e+06 ; -2.679941e+07 + i 5.197629e+06 ; 3.487720e+07 + i -6.795070e+06 ; -7.465534e+06 + i 1.701187e+06 ; -7.465521e+06 + i 1.701204e+06 ; 9.927998e+07 + i -1.563589e+07 ; 1.068289e+05 + i 5.350385e+05 ; -3.939619e+07 + i 7.113050e+06 ; 6.247408e+07 + i -8.092915e+06 ; 1.080671e+06 + i 1.280090e+05 ; -9.489747e+06 + i 2.062162e+06 ; 9.928024e+07 + i -1.563548e+07 ; -3.939647e+07 + i 7.112923e+06 ; 1.068923e+05 + i 5.345316e+05 ; 6.247404e+07 + i -8.092828e+06 ; -9.489726e+06 + i 2.062170e+06 ; 1.080563e+06 + i 1.278666e+05 ; 2.478248e+08 + i -2.060657e+07 ; -1.919020e+06 + i 7.178395e+05 ; -1.917426e+06 + i 7.182450e+05 ; 1.152333e+08 + i -7.448117e+06 ; 8.401285e+05 + i 1.739663e+05 ; 8.400936e+05 + i 1.739559e+05 ; 
-4.680437e+07 + i 3.725887e+06 ; -3.008785e+08 + i -2.110924e+07 ; 8.475340e+08 + i -1.003517e+08 ; -2.343128e+08 + i 3.614706e+07 ; -1.614584e+08 + i 1.890711e+07 ; 2.369842e+08 + i -3.570407e+07 ; 1.309797e+07 + i 8.950477e+05 ; -1.498136e+09 + i 1.816575e+08 ; -8.146961e+07 + i 2.887106e+06 ; 4.329056e+07 + i -1.974176e+06 ; -3.046294e+08 + i 6.228435e+07 ; -4.557451e+07 + i 1.949496e+06 ; -1.624847e+08 + i 4.073489e+06 ; 3.162504e+09 + i -3.827773e+08 ; 1.597045e+08 + i -4.273460e+06 ; -8.276749e+08 + i 1.026572e+08 ; -2.986471e+08 + i -2.099114e+07 ; 4.554900e+07 + i -3.690033e+06 ; 1.730285e+07 + i 2.629902e+06 ; -9.573176e+09 + i 6.926798e+08 ; -1.911674e+07 + i -2.870131e+06 ; 8.218699e+07 + i -2.288763e+06 ; -1.496653e+09 + i 1.815796e+08 ; -1.448644e+07 + i -9.660409e+05 ; -6.490219e+07 + i 6.657079e+06 ; -3.385312e+07 + i 5.745859e+06 ; 9.196170e+06 + i -1.826833e+06 ; -3.413163e+07 + i 2.638399e+06 ; -1.434548e+07 + i 2.640009e+06 ; 1.255043e+06 + i -4.101084e+05 ; 1.698038e+06 + i 5.261765e+05 ; -3.839467e+07 + i 7.268978e+06 ; -6.979150e+06 + i 2.973840e+05 ; -5.822680e+05 + i 4.709853e+05 ; -1.591488e+07 + i 3.023700e+06 ; -2.425851e+06 + i 1.617812e+05 ; -9.786938e+07 + i 8.396724e+06 ; -4.383571e+07 + i 6.771565e+06 ; -1.680188e+06 + i -8.985092e+04 ; -4.579626e+07 + i 2.669807e+06 ; -1.671581e+07 + i 2.932620e+06 ; -1.147700e+06 + i 2.299711e+04 ; -1.273419e+06 + i 6.791646e+05 ; -4.872453e+07 + i 9.007809e+06 ; -4.121108e+06 + i 4.063721e+04 ; -2.196377e+06 + i 4.941111e+05 ; -1.875927e+07 + i 3.394340e+06 ; -1.719377e+06 + i 7.995603e+04 ; 
-4.681159e+07 + i 3.724505e+06 ; 8.475344e+08 + i -1.003516e+08 ; -3.008761e+08 + i -2.110899e+07 ; -2.343123e+08 + i 3.614720e+07 ; 2.369849e+08 + i -3.570390e+07 ; -1.614525e+08 + i 1.890776e+07 ; -1.624890e+08 + i 4.071841e+06 ; 1.597052e+08 + i -4.272802e+06 ; 3.162516e+09 + i -3.827660e+08 ; -8.276746e+08 + i 1.026574e+08 ; 4.554921e+07 + i -3.689678e+06 ; -2.986348e+08 + i -2.098484e+07 ; 1.309384e+07 + i 8.944546e+05 ; -8.146831e+07 + i 2.888457e+06 ; -1.498112e+09 + i 1.816783e+08 ; 4.329464e+07 + i -1.972291e+06 ; -4.557345e+07 + i 1.950273e+06 ; -3.046192e+08 + i 6.228881e+07 ; 1.728926e+07 + i 2.625570e+06 ; -1.911669e+07 + i -2.870156e+06 ; -9.573178e+09 + i 6.926813e+08 ; 8.218784e+07 + i -2.288359e+06 ; -1.448601e+07 + i -9.659538e+05 ; -1.496633e+09 + i 1.815840e+08 ; -6.490026e+07 + i 6.657461e+06 ; 9.196140e+06 + i -1.826852e+06 ; -3.385234e+07 + i 5.746099e+06 ; -3.413116e+07 + i 2.638531e+06 ; 1.255031e+06 + i -4.101205e+05 ; -1.434512e+07 + i 2.640080e+06 ; -9.786968e+07 + i 8.396632e+06 ; -1.680145e+06 + i -8.978041e+04 ; -4.383447e+07 + i 6.772337e+06 ; -4.579638e+07 + i 2.669773e+06 ; -1.147661e+06 + i 2.303078e+04 ; -1.671539e+07 + i 2.932823e+06 ; 1.700925e+06 + i 5.269428e+05 ; -6.979097e+06 + i 2.974316e+05 ; -3.839329e+07 + i 7.269169e+06 ; -5.808772e+05 + i 4.714506e+05 ; -2.425844e+06 + i 1.617800e+05 ; -1.591476e+07 + i 3.023599e+06 ; -1.271087e+06 + i 6.797026e+05 ; -4.121124e+06 + i 4.064638e+04 ; -4.872303e+07 + i 9.008155e+06 ; -2.195812e+06 + i 4.942531e+05 ; -1.719330e+06 + i 7.997747e+04 ; -1.875921e+07 + i 3.394264e+06 ; 
-1.568126e+08 + i 1.850239e+07 ; 2.401314e+08 + i -3.573886e+07 ; 2.401307e+08 + i -3.573957e+07 ; -2.965896e+08 + i 6.136486e+07 ; -4.056120e+07 + i 1.550919e+06 ; -4.056201e+07 + i 1.550515e+06 ; -2.918028e+08 + i -2.140932e+07 ; 4.673188e+07 + i -3.689935e+06 ; 8.560978e+08 + i -9.979211e+07 ; -1.481187e+09 + i 1.806438e+08 ; -1.125490e+07 + i -9.265767e+05 ; -7.564752e+07 + i 2.540197e+06 ; -2.918097e+08 + i -2.141049e+07 ; 8.560982e+08 + i -9.979202e+07 ; 4.673846e+07 + i -3.684297e+06 ; -1.481180e+09 + i 1.806467e+08 ; -7.564686e+07 + i 2.540420e+06 ; -1.125186e+07 + i -9.253171e+05 ; 3.175886e+09 + i -3.827846e+08 ; 1.625313e+08 + i -4.007908e+06 ; 1.625332e+08 + i -4.006269e+06 ; -9.542679e+09 + i 6.919877e+08 ; -1.557474e+07 + i -2.799879e+06 ; -1.556847e+07 + i -2.798101e+06 ; 2.740812e+07 + i -1.117061e+07 ; -1.277564e+08 + i 1.744197e+07 ; -1.277560e+08 + i 1.744228e+07 ; 4.062690e+07 + i -1.012763e+07 ; -2.543949e+07 + i 5.073084e+06 ; -2.543929e+07 + i 5.073233e+06 ; 1.496558e+08 + i -2.874520e+07 ; -2.678693e+07 + i 1.460878e+06 ; -2.547201e+08 + i 3.053748e+07 ; 9.934190e+07 + i -1.561913e+07 ; -4.195187e+06 + i 8.699080e+05 ; -3.464441e+07 + i 6.977620e+06 ; 1.496618e+08 + i -2.874372e+07 ; -2.547204e+08 + i 3.053732e+07 ; -2.678808e+07 + i 1.459396e+06 ; 9.934461e+07 + i -1.561846e+07 ; -3.464426e+07 + i 6.977661e+06 ; -4.196234e+06 + i 8.692080e+05 ; 6.103745e+08 + i -7.249630e+07 ; -5.293726e+07 + i 9.942490e+05 ; -5.293704e+07 + i 9.940442e+05 ; 2.478052e+08 + i -2.061297e+07 ; -6.891052e+06 + i 1.205967e+06 ; -6.892672e+06 + i 1.205412e+06 ; 
2.346170e+08 + i -3.560786e+07 ; -1.615903e+08 + i 1.889756e+07 ; 2.386722e+08 + i -3.562391e+07 ; 3.684272e+07 + i -3.330826e+06 ; -2.949499e+08 + i -2.102450e+07 ; 8.535833e+08 + i -9.963147e+07 ; -4.816372e+07 + i 1.857928e+06 ; -3.045919e+08 + i 6.229625e+07 ; -4.663733e+07 + i 1.698137e+06 ; -1.645138e+07 + i -6.775790e+05 ; -1.490468e+09 + i 1.815450e+08 ; -8.303768e+07 + i 2.717632e+06 ; 8.494517e+08 + i -9.973221e+07 ; -2.994401e+08 + i -2.115911e+07 ; 4.544397e+07 + i -3.611654e+06 ; 1.492825e+08 + i -3.684976e+06 ; 3.168646e+09 + i -3.826899e+08 ; 1.608982e+08 + i -3.939969e+06 ; -8.463279e+07 + i 2.827809e+06 ; -1.496579e+09 + i 1.816019e+08 ; -1.473404e+07 + i -9.820754e+05 ; -2.190687e+07 + i -2.549048e+06 ; -9.564461e+09 + i 6.926142e+08 ; -1.946984e+07 + i -2.880376e+06 ; -1.291794e+08 + i 1.750859e+07 ; -9.723860e+07 + i 1.041688e+07 ; 7.149459e+07 + i -9.872864e+06 ; -6.369249e+07 + i 6.754879e+06 ; -3.380160e+07 + i 5.761766e+06 ; 6.913231e+06 + i -1.765412e+06 ; 2.536644e+07 + i -7.377924e+05 ; -1.589737e+08 + i 2.328209e+07 ; -1.802826e+07 + i 4.576348e+05 ; 1.457140e+07 + i 2.216555e+05 ; -3.839049e+07 + i 7.270578e+06 ; -5.834463e+06 + i 3.440974e+05 ; -2.545435e+08 + i 3.118095e+07 ; -1.387051e+08 + i 8.935361e+06 ; 9.074440e+06 + i -4.618302e+05 ; -1.041890e+08 + i 8.633563e+06 ; -4.375375e+07 + i 6.799386e+06 ; -7.496791e+05 + i -1.972030e+05 ; 3.669973e+07 + i -3.519722e+05 ; -2.929664e+08 + i 3.569388e+07 ; -7.772882e+06 + i -2.952861e+05 ; 1.783475e+07 + i 7.621598e+05 ; -4.870934e+07 + i 9.014349e+06 ; -3.383663e+06 + i 6.215035e+04 ; 
