-4.498257e+10 + i 1.684617e+10 ; 1.517834e+08 + i 1.512053e+07 ; 1.517705e+08 + i 1.512292e+07 ; 2.049168e+10 + i -1.241735e+10 ; 3.781326e+08 + i 7.816043e+08 ; 3.781439e+08 + i 7.815880e+08 ; -9.615574e+09 + i 6.910229e+09 ; -2.309406e+08 + i -4.113859e+08 ; 9.904522e+07 + i -2.766825e+07 ; 3.243335e+08 + i -3.859598e+09 ; 5.531684e+09 + i -3.360887e+09 ; 2.535409e+08 + i 3.077291e+08 ; -9.615584e+09 + i 6.910231e+09 ; 9.909894e+07 + i -2.765518e+07 ; -2.309395e+08 + i -4.113780e+08 ; 3.243121e+08 + i -3.859588e+09 ; 2.536367e+08 + i 3.078166e+08 ; 5.531681e+09 + i -3.360882e+09 ; -2.735668e+09 + i 3.439469e+09 ; -1.763145e+08 + i -2.479953e+08 ; -1.763227e+08 + i -2.479776e+08 ; -1.229456e+09 + i -1.254634e+09 ; 1.837978e+09 + i -1.544290e+09 ; 1.837972e+09 + i -1.544282e+09 ; 1.260891e+09 + i -1.811252e+08 ; 5.067707e+07 + i 3.122599e+07 ; 5.068175e+07 + i 3.122188e+07 ; 4.823051e+08 + i -1.065135e+07 ; 2.141558e+07 + i 1.115255e+06 ; 2.141556e+07 + i 1.114177e+06 ; 8.436398e+08 + i -3.571215e+08 ; 3.540531e+08 + i -3.595344e+08 ; 4.223073e+07 + i 1.657546e+07 ; 4.200812e+08 + i -6.622409e+07 ; 9.695945e+07 + i -1.421533e+08 ; 1.856353e+07 + i -1.829110e+06 ; 8.436348e+08 + i -3.571151e+08 ; 4.224851e+07 + i 1.658968e+07 ; 3.540531e+08 + i -3.595325e+08 ; 4.200802e+08 + i -6.622429e+07 ; 1.857263e+07 + i -1.825381e+06 ; 9.695970e+07 + i -1.421523e+08 ; 5.642257e+08 + i -3.914992e+08 ; 2.541730e+08 + i -2.897162e+08 ; 2.541735e+08 + i -2.897157e+08 ; 3.589479e+08 + i -1.028128e+08 ; 7.831826e+07 + i -1.249944e+08 ; 7.831784e+07 + i -1.249934e+08 ; 
1.775122e+08 + i 2.537252e+08 ; 1.733447e+08 + i 2.411931e+08 ; -2.728390e+09 + i 3.429450e+09 ; -7.887671e+07 + i 4.399707e+07 ; 2.304580e+08 + i 4.038420e+08 ; -9.595178e+09 + i 6.924874e+09 ; 2.314557e+08 + i 4.147313e+08 ; -9.734714e+07 + i 2.685399e+07 ; -9.606798e+09 + i 6.899732e+09 ; -1.286657e+08 + i 7.037317e+06 ; -1.492731e+08 + i -1.337118e+07 ; -4.495900e+10 + i 1.686378e+10 ; -1.793420e+09 + i 1.533048e+09 ; -1.794993e+09 + i 1.515305e+09 ; -1.244472e+09 + i -1.288621e+09 ; -2.205458e+08 + i -2.617097e+08 ; -5.400483e+09 + i 3.320079e+09 ; 3.063804e+08 + i -3.885887e+09 ; -5.403575e+09 + i 3.334307e+09 ; -2.473856e+08 + i -3.064068e+08 ; 3.117444e+08 + i -3.899783e+09 ; -3.443340e+08 + i -7.087915e+08 ; -3.750432e+08 + i -7.646181e+08 ; 2.047648e+10 + i -1.245153e+10 ; -6.909812e+07 + i -1.290510e+08 ; 5.254634e+07 + i 8.732689e+07 ; -1.150105e+09 + i 9.595262e+08 ; 1.748167e+07 + i -5.225493e+07 ; 2.698951e+07 + i 3.378571e+07 ; -3.360587e+08 + i 3.658497e+08 ; -7.740272e+07 + i -1.667931e+08 ; -1.835918e+07 + i 2.353022e+07 ; -1.876842e+09 + i 1.291966e+09 ; 2.760381e+07 + i -4.943145e+07 ; -4.317170e+06 + i 1.757558e+07 ; -4.174872e+08 + i 4.300798e+08 ; 9.222878e+08 + i -6.710375e+08 ; -5.133032e+08 + i 4.074486e+08 ; -6.310725e+08 + i -5.865547e+07 ; 3.913672e+08 + i -8.441310e+07 ; -7.928308e+07 + i 1.209800e+08 ; -3.453212e+08 + i 1.200667e+08 ; 1.675817e+09 + i -1.037509e+09 ; -4.807743e+07 + i -5.126886e+07 ; -6.215060e+08 + i -2.675018e+08 ; 5.211163e+08 + i -4.105522e+07 ; -1.775916e+07 + i -1.961731e+06 ; -3.945189e+08 + i 9.879978e+07 ; 
-9.616008e+09 + i 6.910144e+09 ; 9.878262e+07 + i -2.750715e+07 ; 2.179601e+08 + i 4.203370e+08 ; 3.223962e+08 + i -3.856536e+09 ; 2.509090e+08 + i 3.092913e+08 ; -5.421590e+09 + i 3.330917e+09 ; -2.735862e+09 + i 3.439538e+09 ; -1.759591e+08 + i -2.467599e+08 ; 1.736030e+08 + i 2.466110e+08 ; -1.229798e+09 + i -1.253124e+09 ; 1.826827e+09 + i -1.537297e+09 ; -1.798403e+09 + i 1.525978e+09 ; -4.498246e+10 + i 1.684601e+10 ; 1.513930e+08 + i 1.478889e+07 ; -1.516467e+08 + i -1.598293e+07 ; 2.049112e+10 + i -1.241784e+10 ; 3.776214e+08 + i 7.790547e+08 ; -3.645636e+08 + i -7.838542e+08 ; -9.615682e+09 + i 6.910124e+09 ; -2.310764e+08 + i -4.111352e+08 ; -9.841142e+07 + i 2.724969e+07 ; 3.240745e+08 + i -3.859397e+09 ; 5.500777e+09 + i -3.350088e+09 ; -2.479218e+08 + i -3.081564e+08 ; 8.437432e+08 + i -3.568028e+08 ; 4.194683e+07 + i 1.677233e+07 ; -3.460153e+08 + i 3.544948e+08 ; 4.200436e+08 + i -6.613568e+07 ; 1.845637e+07 + i -1.719135e+06 ; -9.453524e+07 + i 1.398719e+08 ; 5.643187e+08 + i -3.912636e+08 ; 2.525567e+08 + i -2.883220e+08 ; -2.481424e+08 + i 2.853483e+08 ; 3.589237e+08 + i -1.027264e+08 ; 7.779160e+07 + i -1.243621e+08 ; -7.626995e+07 + i 1.228975e+08 ; 1.260898e+09 + i -1.811188e+08 ; 5.056562e+07 + i 3.113254e+07 ; -4.959361e+07 + i -3.146231e+07 ; 4.823223e+08 + i -1.063093e+07 ; 2.136241e+07 + i 1.134986e+06 ; -2.094968e+07 + i -1.411934e+06 ; 8.436749e+08 + i -3.570792e+08 ; 3.519966e+08 + i -3.580385e+08 ; -4.119868e+07 + i -1.708081e+07 ; 4.201008e+08 + i -6.619598e+07 ; 9.637222e+07 + i -1.415099e+08 ; -1.811064e+07 + i 1.450277e+06 ; 
9.868702e+07 + i -2.109934e+07 ; -9.611294e+09 + i 6.891874e+09 ; 2.161438e+08 + i 4.185336e+08 ; -1.731557e+08 + i -2.362531e+08 ; -2.728126e+09 + i 3.429452e+09 ; 1.728224e+08 + i 2.453154e+08 ; 2.490336e+08 + i 3.187443e+08 ; 3.095485e+08 + i -3.904506e+09 ; -5.427627e+09 + i 3.323438e+09 ; 1.834232e+09 + i -1.513003e+09 ; -1.244791e+09 + i -1.287158e+09 ; -1.803039e+09 + i 1.519919e+09 ; 1.511004e+08 + i 2.133124e+07 ; -4.497620e+10 + i 1.682728e+10 ; -1.522054e+08 + i -1.773582e+07 ; -2.286635e+08 + i -3.998350e+08 ; -9.606583e+09 + i 6.899613e+09 ; -9.871663e+07 + i 2.586423e+07 ; 3.752978e+08 + i 7.886512e+08 ; 2.048259e+10 + i -1.247302e+10 ; -3.642516e+08 + i -7.872101e+08 ; 5.507766e+09 + i -3.323526e+09 ; 3.116570e+08 + i -3.899537e+09 ; -2.476252e+08 + i -3.112046e+08 ; 2.781744e+07 + i 1.160064e+07 ; -3.361063e+08 + i 3.657994e+08 ; 2.527778e+07 + i 3.732434e+07 ; 1.819149e+07 + i 2.126471e+07 ; -1.448648e+08 + i 1.580187e+08 ; 1.185127e+07 + i 1.481647e+07 ; 3.747678e+08 + i -8.314120e+07 ; -3.452976e+08 + i 1.201678e+08 ; -8.661899e+07 + i 1.094848e+08 ; 1.481517e+08 + i 1.654271e+07 ; -1.597227e+08 + i 1.006334e+08 ; -1.721981e+07 + i 3.758277e+07 ; 3.577154e+07 + i 2.853306e+07 ; -4.175343e+08 + i 4.300066e+08 ; -2.458196e+06 + i 1.967709e+07 ; 1.772037e+07 + i 2.756736e+07 ; -1.630816e+08 + i 1.705050e+08 ; 1.752978e+06 + i 1.101027e+07 ; 4.951430e+08 + i -7.344375e+07 ; -3.944932e+08 + i 9.882071e+07 ; -1.027300e+07 + i 5.050989e+06 ; 1.677394e+08 + i 2.809893e+07 ; -1.760739e+08 + i 1.014757e+08 ; -1.361973e+06 + i 6.601979e+06 ; 
-3.637303e+08 + i -8.039400e+08 ; -3.657572e+08 + i -7.977206e+08 ; 2.048288e+10 + i -1.247311e+10 ; -5.507192e+09 + i 3.324219e+09 ; -2.516396e+08 + i -3.130930e+08 ; 3.098402e+08 + i -3.896798e+09 ; -2.501411e+08 + i -3.195626e+08 ; -5.506273e+09 + i 3.343207e+09 ; 3.095360e+08 + i -3.904521e+09 ; -1.834338e+09 + i 1.514442e+09 ; -1.831585e+09 + i 1.532601e+09 ; -1.245245e+09 + i -1.285899e+09 ; -1.520541e+08 + i -2.232794e+07 ; -1.529083e+08 + i -1.754612e+07 ; -4.497624e+10 + i 1.682729e+10 ; 2.168316e+08 + i 4.146816e+08 ; -9.963498e+07 + i 2.590512e+07 ; -9.605892e+09 + i 6.900098e+09 ; -9.927325e+07 + i 2.086126e+07 ; 2.174144e+08 + i 4.241957e+08 ; -9.610612e+09 + i 6.892051e+09 ; 1.720305e+08 + i 2.397064e+08 ; 1.740528e+08 + i 2.489407e+08 ; -2.727384e+09 + i 3.429613e+09 ; -4.957517e+08 + i 7.382894e+07 ; -1.057048e+07 + i 5.268402e+06 ; -3.947859e+08 + i 9.894089e+07 ; -1.680549e+08 + i -2.798019e+07 ; -1.446635e+06 + i 6.747655e+06 ; -1.761370e+08 + i 1.015530e+08 ; -3.751674e+08 + i 8.357954e+07 ; -8.822438e+07 + i 1.106212e+08 ; -3.455382e+08 + i 1.202953e+08 ; -1.484351e+08 + i -1.640327e+07 ; -1.761451e+07 + i 3.803337e+07 ; -1.597861e+08 + i 1.007076e+08 ; -3.669060e+07 + i -2.811106e+07 ; -2.526894e+06 + i 1.992811e+07 ; -4.175873e+08 + i 4.299800e+08 ; -1.810056e+07 + i -2.746867e+07 ; 1.749854e+06 + i 1.115950e+07 ; -1.631104e+08 + i 1.704817e+08 ; -2.838746e+07 + i -1.115782e+07 ; 2.545075e+07 + i 3.788053e+07 ; -3.361338e+08 + i 3.657753e+08 ; -1.851103e+07 + i -2.113948e+07 ; 1.194633e+07 + i 1.504778e+07 ; -1.448932e+08 + i 1.579961e+08 ; 
3.230430e+08 + i -3.854643e+09 ; -2.517320e+08 + i -3.185891e+08 ; 5.412007e+09 + i -3.303724e+09 ; -9.535948e+09 + i 6.993115e+09 ; -9.524992e+07 + i 1.366001e+07 ; -2.008929e+08 + i -3.956022e+08 ; -1.229320e+09 + i -1.252350e+09 ; -1.830370e+09 + i 1.517110e+09 ; 1.802771e+09 + i -1.505798e+09 ; -2.666097e+09 + i 3.492904e+09 ; 1.576595e+08 + i 2.153697e+08 ; -1.563701e+08 + i -2.173774e+08 ; 2.049101e+10 + i -1.241785e+10 ; -3.780300e+08 + i -7.868546e+08 ; 3.671411e+08 + i 8.019013e+08 ; -4.489208e+10 + i 1.697469e+10 ; -1.464929e+08 + i -2.833242e+07 ; 1.451474e+08 + i 2.766638e+07 ; 3.240505e+08 + i -3.859083e+09 ; -5.487771e+09 + i 3.324303e+09 ; 2.497124e+08 + i 3.191939e+08 ; -9.536088e+09 + i 6.993228e+09 ; 2.118134e+08 + i 3.756614e+08 ; 9.470190e+07 + i -1.379654e+07 ; 1.368966e+09 + i -1.413329e+09 ; 1.114603e+08 + i 1.610718e+08 ; -1.647100e+09 + i 1.054369e+09 ; 8.437820e+08 + i -3.574505e+08 ; 7.055663e+07 + i 4.795743e+07 ; -3.275516e+08 + i 3.791967e+08 ; 4.781590e+08 + i -8.647115e+08 ; 9.134803e+08 + i -6.836165e+08 ; -9.010714e+08 + i 6.795024e+08 ; 5.643625e+08 + i -3.917941e+08 ; 2.390134e+08 + i -2.971392e+08 ; -2.355172e+08 + i 2.951094e+08 ; 3.881168e+09 + i -2.459457e+09 ; 1.386616e+08 + i 2.592002e+08 ; -1.399187e+08 + i -2.509053e+08 ; 1.260772e+09 + i -1.811392e+08 ; 8.503174e+07 + i 7.017727e+07 ; -8.455722e+07 + i -6.773549e+07 ; 1.368563e+09 + i -1.411947e+09 ; 1.669112e+09 + i -1.059912e+09 ; -1.115171e+08 + i -1.563798e+08 ; 8.436264e+08 + i -3.571415e+08 ; 3.322854e+08 + i -3.817379e+08 ; -7.009975e+07 + i -4.618561e+07 ; 
1.778136e+08 + i 2.540701e+08 ; -2.728221e+09 + i 3.429513e+09 ; 1.736069e+08 + i 2.455538e+08 ; -7.905125e+07 + i 4.403985e+07 ; -9.594959e+09 + i 6.925027e+09 ; 2.205110e+08 + i 4.208654e+08 ; -1.793503e+09 + i 1.531392e+09 ; -1.244710e+09 + i -1.287122e+09 ; -1.794277e+09 + i 1.514634e+09 ; -2.216832e+08 + i -2.629172e+08 ; 3.046132e+08 + i -3.882839e+09 ; -5.398147e+09 + i 3.320415e+09 ; 2.326480e+08 + i 4.178467e+08 ; -9.606821e+09 + i 6.899689e+09 ; -9.840110e+07 + i 2.678646e+07 ; -1.288613e+08 + i 7.129088e+06 ; -4.495893e+10 + i 1.686372e+10 ; -1.514819e+08 + i -1.499168e+07 ; -5.400378e+09 + i 3.332487e+09 ; 3.117142e+08 + i -3.899458e+09 ; -2.482774e+08 + i -3.113847e+08 ; -3.445413e+08 + i -7.112609e+08 ; 2.047614e+10 + i -1.245183e+10 ; -3.649745e+08 + i -7.816138e+08 ; -6.896618e+07 + i -1.287343e+08 ; -1.150105e+09 + i 9.595118e+08 ; 5.241359e+07 + i 8.795589e+07 ; 1.747497e+07 + i -5.211745e+07 ; -3.360587e+08 + i 3.658446e+08 ; 2.701245e+07 + i 3.388822e+07 ; 9.217752e+08 + i -6.707136e+08 ; -6.312192e+08 + i -5.836467e+07 ; -5.130697e+08 + i 4.074784e+08 ; 3.911904e+08 + i -8.431590e+07 ; -3.453207e+08 + i 1.201401e+08 ; -7.921297e+07 + i 1.209809e+08 ; -7.712658e+07 + i -1.660931e+08 ; -1.876820e+09 + i 1.291952e+09 ; -1.857450e+07 + i 2.344670e+07 ; 2.756777e+07 + i -4.923186e+07 ; -4.174844e+08 + i 4.300713e+08 ; -4.381205e+06 + i 1.757336e+07 ; 1.675156e+09 + i -1.036726e+09 ; -6.215464e+08 + i -2.675976e+08 ; -4.783479e+07 + i -5.174487e+07 ; 5.208711e+08 + i -4.090118e+07 ; -3.945247e+08 + i 9.878672e+07 ; -1.774709e+07 + i -2.028899e+06 ; 
5.400937e+09 + i -3.332321e+09 ; -2.518011e+08 + i -3.113857e+08 ; 3.103552e+08 + i -3.895054e+09 ; 3.356745e+08 + i 7.367362e+08 ; -3.664433e+08 + i -7.919030e+08 ; 2.047602e+10 + i -1.245187e+10 ; 1.793367e+09 + i -1.533312e+09 ; -1.822384e+09 + i 1.527913e+09 ; -1.244823e+09 + i -1.285299e+09 ; 2.233951e+08 + i 2.636237e+08 ; -5.475182e+09 + i 3.340280e+09 ; 3.043868e+08 + i -3.882775e+09 ; -2.230881e+08 + i -4.428693e+08 ; -9.909545e+07 + i 2.674316e+07 ; -9.605760e+09 + i 6.900067e+09 ; 1.289319e+08 + i -6.939922e+06 ; -1.521373e+08 + i -1.482959e+07 ; -4.495904e+10 + i 1.686388e+10 ; -1.776907e+08 + i -2.591526e+08 ; 1.748293e+08 + i 2.491071e+08 ; -2.727303e+09 + i 3.429560e+09 ; 7.960131e+07 + i -4.386105e+07 ; 2.218123e+08 + i 4.264955e+08 ; -9.594274e+09 + i 6.925254e+09 ; -1.674658e+09 + i 1.035038e+09 ; -4.759532e+07 + i -5.386152e+07 ; -6.210281e+08 + i -2.689867e+08 ; -5.202995e+08 + i 4.012521e+07 ; -1.784814e+07 + i -2.470970e+06 ; -3.944621e+08 + i 9.843754e+07 ; -9.213913e+08 + i 6.692378e+08 ; -5.201412e+08 + i 4.098428e+08 ; -6.311114e+08 + i -5.920416e+07 ; -3.907675e+08 + i 8.358198e+07 ; -8.045428e+07 + i 1.218833e+08 ; -3.453229e+08 + i 1.198813e+08 ; 7.910522e+07 + i 1.612736e+08 ; -1.892584e+07 + i 2.361856e+07 ; -1.876870e+09 + i 1.291943e+09 ; -2.649203e+07 + i 4.824007e+07 ; -4.533864e+06 + i 1.774136e+07 ; -4.174706e+08 + i 4.300372e+08 ; 6.973904e+07 + i 1.262564e+08 ; 5.271070e+07 + i 8.914031e+07 ; -1.150081e+09 + i 9.594971e+08 ; -1.682073e+07 + i 5.124903e+07 ; 2.719336e+07 + i 3.435626e+07 ; -3.360505e+08 + i 3.657999e+08 ; 
-2.736003e+09 + i 3.439579e+09 ; 1.742441e+08 + i 2.463056e+08 ; 1.742414e+08 + i 2.463123e+08 ; -1.230031e+09 + i -1.251839e+09 ; -1.790203e+09 + i 1.518857e+09 ; -1.790209e+09 + i 1.518864e+09 ; -9.616017e+09 + i 6.910077e+09 ; -9.789414e+07 + i 2.740397e+07 ; 2.190478e+08 + i 4.199321e+08 ; 3.222786e+08 + i -3.856569e+09 ; -2.489898e+08 + i -3.096109e+08 ; -5.394337e+09 + i 3.319202e+09 ; -9.616028e+09 + i 6.910079e+09 ; 2.190479e+08 + i 4.199278e+08 ; -9.794540e+07 + i 2.739074e+07 ; 3.222574e+08 + i -3.856559e+09 ; -5.394335e+09 + i 3.319194e+09 ; -2.490884e+08 + i -3.096837e+08 ; -4.498238e+10 + i 1.684584e+10 ; -1.509700e+08 + i -1.563493e+07 ; -1.509805e+08 + i -1.563691e+07 ; 2.049047e+10 + i -1.241824e+10 ; -3.644125e+08 + i -7.812829e+08 ; -3.644001e+08 + i -7.812947e+08 ; 5.644052e+08 + i -3.910598e+08 ; -2.469394e+08 + i 2.840115e+08 ; -2.469395e+08 + i 2.840120e+08 ; 3.589037e+08 + i -1.026537e+08 ; -7.589888e+07 + i 1.223112e+08 ; -7.589915e+07 + i 1.223119e+08 ; 8.437729e+08 + i -3.567883e+08 ; -4.114455e+07 + i -1.719586e+07 ; -3.442822e+08 + i 3.530259e+08 ; 4.200657e+08 + i -6.611373e+07 ; -1.808978e+07 + i 1.375274e+06 ; -9.406054e+07 + i 1.392637e+08 ; 8.437680e+08 + i -3.567818e+08 ; -3.442818e+08 + i 3.530239e+08 ; -4.116260e+07 + i -1.720747e+07 ; 4.200648e+08 + i -6.611393e+07 ; -9.406058e+07 + i 1.392628e+08 ; -1.809860e+07 + i 1.372487e+06 ; 1.260902e+09 + i -1.811060e+08 ; -4.950474e+07 + i -3.136035e+07 ; -4.950066e+07 + i -3.136226e+07 ; 4.823377e+08 + i -1.061038e+07 ; -2.091425e+07 + i -1.422770e+06 ; -2.091408e+07 + i -1.423432e+06 ; 
-2.485998e+08 + i -3.213755e+08 ; 3.102108e+08 + i -3.902524e+09 ; 5.402636e+09 + i -3.310213e+09 ; -1.825199e+09 + i 1.507618e+09 ; -1.244662e+09 + i -1.285175e+09 ; 1.795187e+09 + i -1.513459e+09 ; -9.860220e+07 + i 2.100385e+07 ; -9.610855e+09 + i 6.891751e+09 ; -2.188778e+08 + i -4.284673e+08 ; 1.726472e+08 + i 2.391988e+08 ; -2.727508e+09 + i 3.429491e+09 ; -1.734177e+08 + i -2.460154e+08 ; -3.640633e+08 + i -8.006108e+08 ; 2.048220e+10 + i -1.247314e+10 ; 3.659786e+08 + i 7.949523e+08 ; -5.480891e+09 + i 3.313236e+09 ; 3.097314e+08 + i -3.896459e+09 ; 2.483379e+08 + i 3.118874e+08 ; -1.513177e+08 + i -2.199927e+07 ; -4.497627e+10 + i 1.682739e+10 ; 1.493406e+08 + i 1.584215e+07 ; 2.178607e+08 + i 4.134116e+08 ; -9.605934e+09 + i 6.900171e+09 ; 9.751582e+07 + i -2.600650e+07 ; -3.734139e+08 + i 8.344444e+07 ; -3.454833e+08 + i 1.203421e+08 ; 8.614779e+07 + i -1.090540e+08 ; -1.477541e+08 + i -1.620579e+07 ; -1.597659e+08 + i 1.007191e+08 ; 1.710457e+07 + i -3.742894e+07 ; -2.816738e+07 + i -1.096289e+07 ; -3.361511e+08 + i 3.657876e+08 ; -2.526026e+07 + i -3.720267e+07 ; -1.841666e+07 + i -2.097757e+07 ; -1.448944e+08 + i 1.580047e+08 ; -1.183589e+07 + i -1.476185e+07 ; -4.934521e+08 + i 7.389324e+07 ; -3.948070e+08 + i 9.897071e+07 ; 1.018668e+07 + i -5.050935e+06 ; -1.673088e+08 + i -2.771086e+07 ; -1.761430e+08 + i 1.015621e+08 ; 1.339610e+06 + i -6.572525e+06 ; -3.642866e+07 + i -2.783984e+07 ; -4.175964e+08 + i 4.299899e+08 ; 2.363579e+06 + i -1.963449e+07 ; -1.800474e+07 + i -2.727921e+07 ; -1.631127e+08 + i 1.704885e+08 ; -1.777928e+06 + i -1.097372e+07 ; 
-2.486233e+08 + i -3.213665e+08 ; 5.402635e+09 + i -3.310212e+09 ; 3.102210e+08 + i -3.902526e+09 ; -1.825199e+09 + i 1.507621e+09 ; 1.795187e+09 + i -1.513458e+09 ; -1.244632e+09 + i -1.285188e+09 ; -3.640629e+08 + i -8.006191e+08 ; 3.659709e+08 + i 7.949612e+08 ; 2.048241e+10 + i -1.247299e+10 ; -5.480892e+09 + i 3.313236e+09 ; 2.483329e+08 + i 3.118951e+08 ; 3.098973e+08 + i -3.896381e+09 ; -9.861846e+07 + i 2.101093e+07 ; -2.188919e+08 + i -4.284537e+08 ; -9.610477e+09 + i 6.892040e+09 ; 1.726417e+08 + i 2.392106e+08 ; -1.734262e+08 + i -2.460033e+08 ; -2.727270e+09 + i 3.429552e+09 ; -1.513338e+08 + i -2.200708e+07 ; 1.493418e+08 + i 1.584304e+07 ; -4.497630e+10 + i 1.682740e+10 ; 2.178602e+08 + i 4.134118e+08 ; 9.751686e+07 + i -2.600462e+07 ; -9.605882e+09 + i 6.900163e+09 ; -3.734078e+08 + i 8.344163e+07 ; 8.614761e+07 + i -1.090540e+08 ; -3.454829e+08 + i 1.203466e+08 ; -1.477535e+08 + i -1.620532e+07 ; 1.710462e+07 + i -3.742885e+07 ; -1.597647e+08 + i 1.007201e+08 ; -4.934522e+08 + i 7.389281e+07 ; 1.018568e+07 + i -5.049506e+06 ; -3.947841e+08 + i 9.898250e+07 ; -1.673086e+08 + i -2.771092e+07 ; 1.339208e+06 + i -6.571734e+06 ; -1.761314e+08 + i 1.015654e+08 ; -2.816095e+07 + i -1.096548e+07 ; -2.526085e+07 + i -3.720166e+07 ; -3.361379e+08 + i 3.657823e+08 ; -1.841504e+07 + i -2.097710e+07 ; -1.183582e+07 + i -1.476155e+07 ; -1.448943e+08 + i 1.579994e+08 ; -3.642262e+07 + i -2.784152e+07 ; 2.363458e+06 + i -1.963472e+07 ; -4.175923e+08 + i 4.299885e+08 ; -1.800352e+07 + i -2.727904e+07 ; -1.777990e+06 + i -1.097374e+07 ; -1.631106e+08 + i 1.704859e+08 ; 
-1.229133e+09 + i -1.250563e+09 ; 1.795348e+09 + i -1.498415e+09 ; 1.795355e+09 + i -1.498421e+09 ; -2.666010e+09 + i 3.492850e+09 ; -1.577801e+08 + i -2.169846e+08 ; -1.577774e+08 + i -2.169906e+08 ; 3.228483e+08 + i -3.854625e+09 ; 2.515869e+08 + i 3.202002e+08 ; 5.386080e+09 + i -3.290183e+09 ; -9.535939e+09 + i 6.993137e+09 ; 9.396632e+07 + i -1.371853e+07 ; -2.027372e+08 + i -3.949707e+08 ; 3.228219e+08 + i -3.854605e+09 ; 5.386077e+09 + i -3.290175e+09 ; 2.516814e+08 + i 3.202771e+08 ; -9.535946e+09 + i 6.993155e+09 ; -2.027376e+08 + i -3.949666e+08 ; 9.401272e+07 + i -1.370461e+07 ; 2.048998e+10 + i -1.241813e+10 ; 3.675261e+08 + i 7.990053e+08 ; 3.675132e+08 + i 7.990163e+08 ; -4.489205e+10 + i 1.697473e+10 ; 1.442483e+08 + i 2.759650e+07 ; 1.442578e+08 + i 2.759924e+07 ; 4.781878e+08 + i -8.655871e+08 ; -8.965936e+08 + i 6.764304e+08 ; -8.965954e+08 + i 6.764328e+08 ; 5.644609e+08 + i -3.920848e+08 ; -2.342611e+08 + i 2.937669e+08 ; -2.342627e+08 + i 2.937692e+08 ; 1.368903e+09 + i -1.413339e+09 ; -1.106279e+08 + i -1.560152e+08 ; -1.639070e+09 + i 1.050194e+09 ; 8.438091e+08 + i -3.574693e+08 ; -6.965544e+07 + i -4.605116e+07 ; -3.258324e+08 + i 3.776256e+08 ; 1.368919e+09 + i -1.413348e+09 ; -1.639069e+09 + i 1.050191e+09 ; -1.106568e+08 + i -1.560390e+08 ; 8.438168e+08 + i -3.574739e+08 ; -3.258316e+08 + i 3.776233e+08 ; -6.967666e+07 + i -4.606126e+07 ; 3.881216e+09 + i -2.459434e+09 ; -1.388045e+08 + i -2.493950e+08 ; -1.388002e+08 + i -2.493980e+08 ; 1.260837e+09 + i -1.811346e+08 ; -8.401877e+07 + i -6.733929e+07 ; -8.401975e+07 + i -6.734128e+07 ; 
1.785975e+09 + i -1.525371e+09 ; -1.244173e+09 + i -1.284626e+09 ; 1.787489e+09 + i -1.507736e+09 ; 2.232134e+08 + i 2.672471e+08 ; 3.051564e+08 + i -3.880819e+09 ; 5.374407e+09 + i -3.305229e+09 ; -1.789562e+08 + i -2.584529e+08 ; -2.727449e+09 + i 3.429429e+09 ; -1.748593e+08 + i -2.460251e+08 ; 7.888625e+07 + i -4.375110e+07 ; -9.594521e+09 + i 6.924982e+09 ; -2.236878e+08 + i -4.304415e+08 ; 5.377546e+09 + i -3.319361e+09 ; 3.103782e+08 + i -3.894766e+09 ; 2.498326e+08 + i 3.117041e+08 ; 3.362174e+08 + i 7.336426e+08 ; 2.047535e+10 + i -1.245186e+10 ; 3.666567e+08 + i 7.891593e+08 ; -2.246213e+08 + i -4.412266e+08 ; -9.605806e+09 + i 6.900142e+09 ; 9.710721e+07 + i -2.673377e+07 ; 1.281812e+08 + i -6.828647e+06 ; -4.495906e+10 + i 1.686399e+10 ; 1.484920e+08 + i 1.341135e+07 ; -9.177268e+08 + i 6.670332e+08 ; -6.310454e+08 + i -5.906352e+07 ; 5.105129e+08 + i -4.057685e+08 ; -3.892790e+08 + i 8.334301e+07 ; -3.453022e+08 + i 1.199001e+08 ; 7.877022e+07 + i -1.204503e+08 ; 6.896316e+07 + i 1.255995e+08 ; -1.150119e+09 + i 9.594773e+08 ; -5.246771e+07 + i -8.788106e+07 ; -1.687788e+07 + i 5.094283e+07 ; -3.360560e+08 + i 3.658055e+08 ; -2.697293e+07 + i -3.376452e+07 ; -1.667638e+09 + i 1.030977e+09 ; -6.212097e+08 + i -2.690734e+08 ; 4.771471e+07 + i 5.172032e+07 ; -5.182408e+08 + i 3.999751e+07 ; -3.945207e+08 + i 9.842466e+07 ; 1.767275e+07 + i 2.029595e+06 ; 7.823627e+07 + i 1.604749e+08 ; -1.876842e+09 + i 1.291937e+09 ; 1.843068e+07 + i -2.341984e+07 ; -2.652936e+07 + i 4.793727e+07 ; -4.174649e+08 + i 4.300389e+08 ; 4.339885e+06 + i -1.751563e+07 ; 
