-7.708744e+09 + i 5.206664e+08 ; -1.943990e+07 + i -1.370260e+06 ; -1.944432e+07 + i -1.370624e+06 ; 2.379161e+09 + i -2.708547e+08 ; 1.332807e+08 + i -5.871448e+06 ; 1.332779e+08 + i -5.872620e+06 ; -1.118536e+09 + i 1.268213e+08 ; -7.075773e+07 + i 3.017400e+06 ; -1.326741e+07 + i -1.069088e+05 ; -2.775437e+08 + i -5.005710e+06 ; 5.964571e+08 + i -7.265681e+07 ; 3.368546e+07 + i -3.438602e+06 ; -1.118535e+09 + i 1.268221e+08 ; -1.326578e+07 + i -1.069472e+05 ; -7.075749e+07 + i 3.017214e+06 ; -2.775456e+08 + i -5.004913e+06 ; 3.370254e+07 + i -3.432184e+06 ; 5.964577e+08 + i -7.265654e+07 ; -1.985039e+08 + i 4.020312e+07 ; -3.617370e+07 + i 2.387683e+06 ; -3.616689e+07 + i 2.389802e+06 ; -1.142202e+08 + i 1.599818e+07 ; 1.584767e+08 + i -2.418196e+07 ; 1.584772e+08 + i -2.418169e+07 ; 1.956000e+08 + i -1.610819e+07 ; 7.782890e+05 + i -4.944387e+05 ; 7.792540e+05 + i -4.943681e+05 ; 9.345048e+07 + i -6.159052e+06 ; -8.685608e+05 + i -6.390629e+04 ; -8.686618e+05 + i -6.391592e+04 ; 6.979103e+07 + i -1.095443e+07 ; 2.529477e+07 + i -4.602165e+06 ; -5.908843e+05 + i -3.008006e+05 ; 4.570675e+07 + i -6.044210e+06 ; 5.789933e+06 + i -1.237963e+06 ; -9.873418e+05 + i -2.590663e+04 ; 6.979204e+07 + i -1.095388e+07 ; -5.895173e+05 + i -3.001326e+05 ; 2.529492e+07 + i -4.602124e+06 ; 4.570693e+07 + i -6.044039e+06 ; -9.868957e+05 + i -2.576772e+04 ; 5.789915e+06 + i -1.237973e+06 ; 2.452833e+07 + i -6.377491e+06 ; 1.694318e+07 + i -3.270544e+06 ; 1.694295e+07 + i -3.270637e+06 ; 2.299891e+07 + i -4.621518e+06 ; 4.510496e+06 + i -1.000965e+06 ; 4.510450e+06 + i -1.000961e+06 ; 
1.478375e+05 + i 3.792636e+05 ; 1.922366e+06 + i -1.608971e+05 ; -1.077656e+07 + i 1.920267e+06 ; 2.301739e+06 + i 3.739562e+05 ; 5.751106e+06 + i -3.441133e+05 ; -2.594083e+07 + i 4.685906e+06 ; -1.268671e+06 + i 4.438353e+05 ; 1.394408e+06 + i -9.813727e+04 ; -1.287778e+07 + i 2.179169e+06 ; -1.521365e+05 + i 5.647008e+05 ; 3.528856e+06 + i -1.307362e+05 ; -3.307794e+07 + i 5.904677e+06 ; -2.809661e+07 + i 2.121930e+06 ; -6.598110e+05 + i 2.328827e+05 ; -9.765358e+06 + i 1.709831e+06 ; -5.163163e+07 + i 4.934274e+06 ; -6.130333e+06 + i 1.142242e+06 ; -2.337111e+07 + i 3.911847e+06 ; -3.885269e+07 + i 2.205713e+06 ; 1.004891e+06 + i -3.730756e+04 ; -1.151961e+07 + i 1.926033e+06 ; -7.994249e+07 + i 6.331748e+06 ; 1.586307e+06 + i 1.268481e+04 ; -3.088530e+07 + i 4.796966e+06 ; 3.700448e+07 + i -2.067335e+06 ; 3.821989e+07 + i -2.171523e+06 ; -2.003380e+08 + i 4.029824e+07 ; 1.288083e+07 + i 2.733192e+05 ; 7.515767e+07 + i -2.435028e+06 ; -1.122884e+09 + i 1.268705e+08 ; 7.377841e+07 + i -2.335130e+06 ; 1.370840e+07 + i 2.165778e+05 ; -1.121638e+09 + i 1.267799e+08 ; 1.939705e+07 + i 1.706840e+06 ; 2.042932e+07 + i 1.662404e+06 ; -7.714598e+09 + i 5.205821e+08 ; -1.730513e+08 + i 2.435682e+07 ; -1.689303e+08 + i 2.429154e+07 ; -1.178831e+08 + i 1.639462e+07 ; -3.698029e+07 + i 3.583425e+06 ; -6.364813e+08 + i 7.106955e+07 ; -2.851003e+08 + i -4.584845e+06 ; -6.417940e+08 + i 7.104406e+07 ; -3.496155e+07 + i 3.587772e+06 ; -2.839055e+08 + i -4.656719e+06 ; -1.450610e+08 + i 4.763241e+06 ; -1.424265e+08 + i 4.826779e+06 ; 2.367071e+09 + i -2.706668e+08 ; 
6.974862e+07 + i -1.096552e+07 ; -2.391137e+06 + i 6.387108e+05 ; 2.219838e+07 + i -4.469598e+06 ; 1.002126e+08 + i -1.872836e+07 ; -2.037511e+07 + i 1.640207e+06 ; 1.858725e+08 + i -2.184801e+07 ; 2.451211e+07 + i -6.382778e+06 ; -1.587178e+07 + i 3.179781e+06 ; 1.648868e+07 + i -3.199139e+06 ; 1.216242e+07 + i -6.322332e+06 ; -8.788300e+07 + i 1.216714e+07 ; 9.128443e+07 + i -1.207534e+07 ; 1.956089e+08 + i -1.610403e+07 ; -4.056397e+06 + i 9.699680e+05 ; 4.252916e+06 + i -9.554083e+05 ; 4.587718e+08 + i -5.117801e+07 ; -4.142596e+07 + i 2.132540e+06 ; 4.305154e+07 + i -1.893763e+06 ; 6.979324e+07 + i -1.095595e+07 ; -2.136362e+07 + i 4.440084e+06 ; 2.513971e+06 + i -6.333805e+05 ; 1.001895e+08 + i -1.874581e+07 ; -1.789598e+08 + i 2.213421e+07 ; 2.119154e+07 + i -1.545179e+06 ; -1.109212e+09 + i 1.258420e+08 ; -1.045449e+07 + i -1.978744e+05 ; 6.832990e+07 + i -2.676802e+06 ; -2.778703e+08 + i -5.066476e+06 ; 3.503515e+07 + i -3.612468e+06 ; -6.298891e+08 + i 7.170001e+07 ; -1.944040e+08 + i 3.951082e+07 ; -3.174380e+07 + i 2.094119e+06 ; 3.295602e+07 + i -2.000113e+06 ; -1.143323e+08 + i 1.599666e+07 ; 1.623254e+08 + i -2.438294e+07 ; -1.685022e+08 + i 2.434655e+07 ; -7.688547e+09 + i 5.195825e+08 ; -1.643027e+07 + i -1.471511e+06 ; 1.689843e+07 + i 1.530323e+06 ; 2.379135e+09 + i -2.708781e+08 ; 1.363806e+08 + i -5.825691e+06 ; -1.414395e+08 + i 5.498595e+06 ; -1.109120e+09 + i 1.258804e+08 ; -6.604632e+07 + i 2.653082e+06 ; 1.079003e+07 + i 2.537849e+05 ; -2.778548e+08 + i -5.021235e+06 ; 6.065684e+08 + i -7.262283e+07 ; -3.642491e+07 + i 3.542830e+06 ; 
1.211366e+07 + i -3.103816e+05 ; -2.590475e+07 + i 4.696053e+06 ; 4.576504e+06 + i -3.649215e+05 ; 1.983977e+07 + i -1.182517e+06 ; -1.145501e+08 + i 1.588536e+07 ; 1.502236e+07 + i -6.752495e+05 ; -4.575336e+07 + i 5.207989e+06 ; -2.337476e+07 + i 3.910951e+06 ; -4.056290e+06 + i 1.060433e+06 ; -8.916832e+07 + i 1.221320e+07 ; -7.373693e+07 + i 8.066516e+06 ; -5.075831e+07 + i 6.810411e+06 ; 1.530408e+07 + i -4.193229e+04 ; -3.302519e+07 + i 5.921580e+06 ; 2.788103e+06 + i -1.430673e+05 ; 2.914967e+07 + i -1.293395e+06 ; -2.192481e+08 + i 2.503440e+07 ; 7.006780e+06 + i 1.050017e+04 ; -7.756325e+07 + i 7.170922e+06 ; -3.088738e+07 + i 4.796404e+06 ; 9.225244e+05 + i 1.032905e+05 ; -1.792719e+08 + i 2.240502e+07 ; -1.123320e+08 + i 7.799122e+06 ; -6.979387e+06 + i 5.137787e+05 ; -1.449577e+07 + i 8.673191e+04 ; -1.116261e+09 + i 1.266532e+08 ; 7.309589e+07 + i -3.066116e+06 ; -3.777702e+07 + i 2.459225e+06 ; -2.002989e+08 + i 4.030094e+07 ; 3.788569e+07 + i -2.227420e+06 ; 2.726309e+07 + i -3.088008e+06 ; -2.800421e+08 + i -4.734254e+06 ; -6.276565e+08 + i 7.157713e+07 ; 1.581804e+08 + i -2.414012e+07 ; -1.179526e+08 + i 1.637894e+07 ; -1.675201e+08 + i 2.421618e+07 ; -2.087585e+07 + i -1.096300e+06 ; -7.706970e+09 + i 5.203875e+08 ; 2.001426e+07 + i 1.438519e+06 ; -7.157407e+07 + i 3.098408e+06 ; -1.121386e+09 + i 1.268329e+08 ; 1.382632e+07 + i 2.099526e+05 ; 1.242621e+08 + i -5.298458e+06 ; 2.372813e+09 + i -2.707104e+08 ; -1.387655e+08 + i 5.518114e+06 ; 6.016390e+08 + i -7.243732e+07 ; -2.839211e+08 + i -4.666918e+06 ; -3.554766e+07 + i 3.436617e+06 ; 
7.752485e+07 + i -7.184070e+06 ; 8.994969e+05 + i 1.028591e+05 ; -3.083868e+07 + i 4.815581e+06 ; 1.791645e+08 + i -2.243938e+07 ; -6.709469e+06 + i 5.519891e+05 ; -1.122717e+08 + i 7.829345e+06 ; 4.575118e+07 + i -5.210128e+06 ; -3.899356e+06 + i 1.049764e+06 ; -2.334563e+07 + i 3.921664e+06 ; 8.910746e+07 + i -1.223383e+07 ; -4.886231e+07 + i 6.862480e+06 ; -7.371842e+07 + i 8.078427e+06 ; -1.532290e+07 + i 2.072310e+04 ; 2.684571e+06 + i -1.556116e+05 ; -3.305781e+07 + i 5.909380e+06 ; -2.926237e+07 + i 1.216559e+06 ; 6.749925e+06 + i -3.326232e+04 ; -2.192794e+08 + i 2.502004e+07 ; -1.212870e+07 + i 2.995536e+05 ; 4.407710e+06 + i -3.783526e+05 ; -2.593173e+07 + i 4.686805e+06 ; -1.992703e+07 + i 1.146662e+06 ; 1.446825e+07 + i -7.386918e+05 ; -1.145584e+08 + i 1.587885e+07 ; -1.240056e+08 + i 5.610528e+06 ; -1.337176e+08 + i 6.130305e+06 ; 2.373066e+09 + i -2.706564e+08 ; -6.019787e+08 + i 7.243084e+07 ; -3.426691e+07 + i 3.469100e+06 ; -2.838679e+08 + i -4.701977e+06 ; -2.718067e+07 + i 3.061538e+06 ; -6.045470e+08 + i 7.249830e+07 ; -2.800020e+08 + i -4.723171e+06 ; -1.581000e+08 + i 2.415574e+07 ; -1.612664e+08 + i 2.427372e+07 ; -1.179293e+08 + i 1.637801e+07 ; 2.111568e+07 + i 1.072160e+06 ; 1.946242e+07 + i 1.332891e+06 ; -7.706967e+09 + i 5.203907e+08 ; 7.128589e+07 + i -3.434428e+06 ; 1.329391e+07 + i 1.131078e+05 ; -1.121343e+09 + i 1.268526e+08 ; 1.434817e+07 + i -1.224641e+05 ; 7.044769e+07 + i -3.385584e+06 ; -1.116014e+09 + i 1.267124e+08 ; 3.755889e+07 + i -2.507249e+06 ; 3.647996e+07 + i -2.368260e+06 ; -2.002430e+08 + i 4.030886e+07 ; 
4.567581e+07 + i -6.050659e+06 ; 1.029716e+06 + i 3.101387e+04 ; 6.054104e+06 + i -1.273544e+06 ; 6.977928e+07 + i -1.095022e+07 ; 6.526687e+05 + i 3.161078e+05 ; 2.675350e+07 + i -4.657890e+06 ; 2.297898e+07 + i -4.625472e+06 ; -4.615050e+06 + i 1.008802e+06 ; 4.730915e+06 + i -1.026642e+06 ; 2.450613e+07 + i -6.378777e+06 ; -1.734623e+07 + i 3.289615e+06 ; 1.793860e+07 + i -3.315206e+06 ; 9.344951e+07 + i -6.157833e+06 ; 9.132430e+05 + i 6.982391e+04 ; -1.147212e+06 + i -1.237025e+05 ; 1.956363e+08 + i -1.609562e+07 ; -7.388300e+05 + i 5.092262e+05 ; 3.404428e+05 + i -6.134006e+05 ; 4.570400e+07 + i -6.045102e+06 ; -5.922309e+06 + i 1.247070e+06 ; -1.190500e+06 + i -6.218437e+04 ; 6.980043e+07 + i -1.095181e+07 ; -2.589693e+07 + i 4.622710e+06 ; -8.915629e+05 + i -3.707106e+05 ; -2.787242e+08 + i -5.214385e+06 ; -3.425722e+07 + i 3.473282e+06 ; 6.355512e+08 + i -7.100214e+07 ; -1.118512e+09 + i 1.268215e+08 ; 1.353987e+07 + i 1.447844e+05 ; -6.843008e+07 + i 3.625066e+06 ; -1.144513e+08 + i 1.598656e+07 ; -1.623457e+08 + i 2.420268e+07 ; 1.687964e+08 + i -2.408905e+07 ; -1.984782e+08 + i 4.020986e+07 ; 3.705680e+07 + i -2.308060e+06 ; -3.793588e+07 + i 2.208834e+06 ; 2.379004e+09 + i -2.709021e+08 ; -1.358573e+08 + i 5.567059e+06 ; 1.350258e+08 + i -5.989408e+06 ; -7.708775e+09 + i 5.206539e+08 ; 1.976393e+07 + i 1.447467e+06 ; -2.059748e+07 + i -1.645260e+06 ; -2.777451e+08 + i -5.023396e+06 ; -6.110695e+08 + i 7.224500e+07 ; 3.509694e+07 + i -3.416629e+06 ; -1.118662e+09 + i 1.267990e+08 ; 7.184085e+07 + i -2.857099e+06 ; -1.407242e+07 + i -2.524175e+05 ; 
1.223377e+05 + i 3.764469e+05 ; -1.077586e+07 + i 1.920455e+06 ; 1.926844e+06 + i -1.597553e+05 ; 2.258433e+06 + i 3.695353e+05 ; -2.593843e+07 + i 4.686492e+06 ; 5.762256e+06 + i -3.409873e+05 ; -2.814833e+07 + i 2.115541e+06 ; -9.769844e+06 + i 1.709451e+06 ; -6.474010e+05 + i 2.358636e+05 ; -5.173575e+07 + i 4.920470e+06 ; -2.337952e+07 + i 3.911559e+06 ; -6.097179e+06 + i 1.150118e+06 ; -1.303618e+06 + i 4.400090e+05 ; -1.287691e+07 + i 2.179314e+06 ; 1.396441e+06 + i -9.765750e+04 ; -2.226872e+05 + i 5.578372e+05 ; -3.307599e+07 + i 5.904940e+06 ; 3.532086e+06 + i -1.296458e+05 ; -3.890890e+07 + i 2.202319e+06 ; -1.152463e+07 + i 1.925586e+06 ; 1.012822e+06 + i -3.594798e+04 ; -8.004533e+07 + i 6.328739e+06 ; -3.089492e+07 + i 4.796551e+06 ; 1.601233e+06 + i 1.530512e+04 ; 3.706194e+07 + i -2.037813e+06 ; -2.003224e+08 + i 4.030283e+07 ; 3.824091e+07 + i -2.141898e+06 ; 1.288522e+07 + i 2.843165e+05 ; -1.122859e+09 + i 1.268809e+08 ; 7.393771e+07 + i -2.853561e+06 ; -1.735968e+08 + i 2.423902e+07 ; -1.179474e+08 + i 1.638616e+07 ; -1.689210e+08 + i 2.427443e+07 ; -3.712868e+07 + i 3.498679e+06 ; -2.853165e+08 + i -4.656916e+06 ; -6.361096e+08 + i 7.121250e+07 ; 7.272129e+07 + i -2.433399e+06 ; -1.121666e+09 + i 1.267754e+08 ; 1.370389e+07 + i 2.273141e+05 ; 1.915482e+07 + i 1.658901e+06 ; -7.714610e+09 + i 5.205743e+08 ; 2.015005e+07 + i 1.542379e+06 ; -6.419461e+08 + i 7.114904e+07 ; -2.840212e+08 + i -4.663377e+06 ; -3.506686e+07 + i 3.517098e+06 ; -1.436528e+08 + i 4.966751e+06 ; 2.367046e+09 + i -2.706841e+08 ; -1.412123e+08 + i 5.243645e+06 ; 
3.902454e+07 + i -2.182604e+06 ; 9.375328e+05 + i -4.855879e+04 ; -1.158495e+07 + i 1.909905e+06 ; 8.025684e+07 + i -6.296252e+06 ; 1.487118e+06 + i -3.282054e+03 ; -3.103174e+07 + i 4.764960e+06 ; 2.824040e+07 + i -2.101532e+06 ; -6.582286e+05 + i 2.227799e+05 ; -9.811110e+06 + i 1.699993e+06 ; 5.187346e+07 + i -4.903813e+06 ; -5.925441e+06 + i 1.132239e+06 ; -2.346317e+07 + i 3.894498e+06 ; 1.514435e+06 + i -3.927533e+05 ; 1.353508e+06 + i -9.987728e+04 ; -1.287222e+07 + i 2.182595e+06 ; 6.483476e+05 + i -4.726962e+05 ; 3.425400e+06 + i -1.399196e+05 ; -3.305271e+07 + i 5.913282e+06 ; 2.147739e+04 + i -3.483924e+05 ; 1.858972e+06 + i -1.640353e+05 ; -1.077398e+07 + i 1.922171e+06 ; -2.010152e+06 + i -3.267879e+05 ; 5.555292e+06 + i -3.602386e+05 ; -2.592678e+07 + i 4.689806e+06 ; 6.423173e+08 + i -7.105858e+07 ; -3.476896e+07 + i 3.415900e+06 ; -2.851266e+08 + i -4.874304e+06 ; 1.379731e+08 + i -5.983053e+06 ; -1.356497e+08 + i 5.979196e+06 ; 2.366898e+09 + i -2.707150e+08 ; 1.736662e+08 + i -2.425027e+07 ; -1.630748e+08 + i 2.426829e+07 ; -1.181221e+08 + i 1.637411e+07 ; 3.752376e+07 + i -3.394414e+06 ; -6.118578e+08 + i 7.237811e+07 ; -2.853436e+08 + i -4.654054e+06 ; -6.675105e+07 + i 3.527965e+06 ; 1.328011e+07 + i 1.471029e+05 ; -1.121251e+09 + i 1.268711e+08 ; -1.937790e+07 + i -1.707248e+06 ; 1.954817e+07 + i 1.415757e+06 ; -7.714478e+09 + i 5.206198e+08 ; -3.648360e+07 + i 2.104392e+06 ; 3.684820e+07 + i -2.273897e+06 ; -2.001935e+08 + i 4.031759e+07 ; -1.278443e+07 + i -2.574006e+05 ; 7.109732e+07 + i -3.222601e+06 ; -1.122597e+09 + i 1.269410e+08 ; 
2.448920e+07 + i -6.386689e+06 ; 1.669315e+07 + i -3.207928e+06 ; 1.669260e+07 + i -3.208116e+06 ; 1.215720e+07 + i -6.318099e+06 ; 9.239054e+07 + i -1.205203e+07 ; 9.239009e+07 + i -1.205226e+07 ; 6.975164e+07 + i -1.096510e+07 ; 2.519108e+06 + i -6.409958e+05 ; 2.251414e+07 + i -4.479973e+06 ; 1.002016e+08 + i -1.872865e+07 ; 2.118549e+07 + i -1.567131e+06 ; 1.884111e+08 + i -2.172768e+07 ; 6.975260e+07 + i -1.096505e+07 ; 2.251380e+07 + i -4.480062e+06 ; 2.520867e+06 + i -6.404433e+05 ; 1.002026e+08 + i -1.872856e+07 ; 1.884113e+08 + i -2.172763e+07 ; 2.118896e+07 + i -1.565536e+06 ; 1.956102e+08 + i -1.610492e+07 ; 4.328067e+06 + i -9.589384e+05 ; 4.330148e+06 + i -9.585204e+05 ; 4.587727e+08 + i -5.117294e+07 ; 4.364136e+07 + i -1.836122e+06 ; 4.364131e+07 + i -1.835833e+06 ; -1.944385e+08 + i 3.950853e+07 ; 3.337816e+07 + i -1.915453e+06 ; 3.337945e+07 + i -1.915065e+06 ; -1.143107e+08 + i 1.599356e+07 ; -1.706193e+08 + i 2.428194e+07 ; -1.706176e+08 + i 2.428277e+07 ; -1.109225e+09 + i 1.258420e+08 ; 1.083335e+07 + i 2.704299e+05 ; 6.879652e+07 + i -2.585036e+06 ; -2.778150e+08 + i -5.055731e+06 ; -3.597200e+07 + i 3.577359e+06 ; -6.382698e+08 + i 7.129277e+07 ; -1.109221e+09 + i 1.258432e+08 ; 6.879546e+07 + i -2.585324e+06 ; 1.082959e+07 + i 2.697136e+05 ; -2.778169e+08 + i -5.055193e+06 ; -6.382697e+08 + i 7.129303e+07 ; -3.598461e+07 + i 3.572005e+06 ; -7.688643e+09 + i 5.195495e+08 ; 1.700497e+07 + i 1.566288e+06 ; 1.699740e+07 + i 1.565155e+06 ; 2.379049e+09 + i -2.709003e+08 ; -1.425887e+08 + i 5.356389e+06 ; -1.425930e+08 + i 5.354405e+06 ; 
4.624219e+07 + i -5.194930e+06 ; -2.333770e+07 + i 3.923764e+06 ; 4.118750e+06 + i -1.065719e+06 ; 9.010920e+07 + i -1.221317e+07 ; -7.377098e+07 + i 8.073152e+06 ; 5.146874e+07 + i -6.787868e+06 ; -1.223733e+07 + i 2.897428e+05 ; -2.592331e+07 + i 4.688508e+06 ; -4.648369e+06 + i 3.573068e+05 ; -2.007213e+07 + i 1.144571e+06 ; -1.145357e+08 + i 1.588341e+07 ; -1.522099e+07 + i 6.380106e+05 ; 7.838270e+07 + i -7.134974e+06 ; -3.083331e+07 + i 4.815526e+06 ; -9.173943e+05 + i -1.050492e+05 ; 1.811409e+08 + i -2.238936e+07 ; -1.122815e+08 + i 7.823267e+06 ; 7.090232e+06 + i -4.932895e+05 ; -1.546419e+07 + i 2.698316e+03 ; -3.304755e+07 + i 5.911791e+06 ; -2.827888e+06 + i 1.381090e+05 ; -2.950669e+07 + i 1.200517e+06 ; -2.192594e+08 + i 2.502502e+07 ; -7.106387e+06 + i -2.724296e+04 ; -2.758472e+07 + i 3.066919e+06 ; -2.810778e+08 + i -4.872615e+06 ; 6.365986e+08 + i -7.098835e+07 ; -1.599047e+08 + i 2.415451e+07 ; -1.181619e+08 + i 1.636360e+07 ; 1.698461e+08 + i -2.413725e+07 ; 1.461117e+07 + i -7.800997e+04 ; -1.115948e+09 + i 1.267156e+08 ; -6.836046e+07 + i 3.655981e+06 ; 3.818725e+07 + i -2.417689e+06 ; -2.002076e+08 + i 4.031287e+07 ; -3.790098e+07 + i 2.199180e+06 ; -1.256082e+08 + i 5.423437e+06 ; 2.372688e+09 + i -2.707400e+08 ; 1.349096e+08 + i -6.010910e+06 ; -6.085705e+08 + i 7.224331e+07 ; -2.840457e+08 + i -4.719539e+06 ; 3.547398e+07 + i -3.428440e+06 ; 2.138087e+07 + i 1.127662e+06 ; -7.706914e+09 + i 5.204070e+08 ; -2.062233e+07 + i -1.636936e+06 ; 7.231493e+07 + i -3.297420e+06 ; -1.121329e+09 + i 1.268586e+08 ; -1.402918e+07 + i -2.475303e+05 ; 
4.624518e+07 + i -5.194503e+06 ; 4.118684e+06 + i -1.065756e+06 ; -2.333720e+07 + i 3.923858e+06 ; 9.010983e+07 + i -1.221296e+07 ; 5.146854e+07 + i -6.787925e+06 ; -7.377217e+07 + i 8.073045e+06 ; 7.838307e+07 + i -7.134972e+06 ; -9.171258e+05 + i -1.049426e+05 ; -3.083232e+07 + i 4.815849e+06 ; 1.811409e+08 + i -2.238937e+07 ; 7.090774e+06 + i -4.930514e+05 ; -1.122764e+08 + i 7.825183e+06 ; -1.223594e+07 + i 2.898477e+05 ; -4.648330e+06 + i 3.573218e+05 ; -2.592672e+07 + i 4.687660e+06 ; -2.007319e+07 + i 1.144320e+06 ; -1.522059e+07 + i 6.382211e+05 ; -1.145380e+08 + i 1.588334e+07 ; -1.545801e+07 + i 4.066610e+03 ; -2.827842e+06 + i 1.381153e+05 ; -3.305394e+07 + i 5.910220e+06 ; -2.950427e+07 + i 1.201261e+06 ; -7.106497e+06 + i -2.725701e+04 ; -2.192681e+08 + i 2.502333e+07 ; -2.759324e+07 + i 3.066099e+06 ; 6.365992e+08 + i -7.098823e+07 ; -2.810762e+08 + i -4.872791e+06 ; -1.599047e+08 + i 2.415446e+07 ; 1.698471e+08 + i -2.413711e+07 ; -1.181528e+08 + i 1.636443e+07 ; -1.256146e+08 + i 5.421844e+06 ; 1.349111e+08 + i -6.010201e+06 ; 2.372713e+09 + i -2.707286e+08 ; -6.085702e+08 + i 7.224347e+07 ; 3.547473e+07 + i -3.428014e+06 ; -2.840255e+08 + i -4.714104e+06 ; 1.460632e+07 + i -7.825345e+04 ; -6.835736e+07 + i 3.657574e+06 ; -1.115901e+09 + i 1.267358e+08 ; 3.819241e+07 + i -2.416005e+06 ; -3.789878e+07 + i 2.200030e+06 ; -2.001937e+08 + i 4.031565e+07 ; 2.136220e+07 + i 1.123776e+06 ; -2.062255e+07 + i -1.637042e+06 ; -7.706913e+09 + i 5.204096e+08 ; 7.231604e+07 + i -3.296962e+06 ; -1.402847e+07 + i -2.474183e+05 ; -1.121303e+09 + i 1.268620e+08 ; 
2.296358e+07 + i -4.628071e+06 ; 4.797045e+06 + i -1.026072e+06 ; 4.797048e+06 + i -1.026097e+06 ; 2.449030e+07 + i -6.378567e+06 ; 1.815802e+07 + i -3.315769e+06 ; 1.815791e+07 + i -3.315905e+06 ; 4.568204e+07 + i -6.049548e+06 ; -1.188340e+06 + i -5.668350e+04 ; 6.142844e+06 + i -1.273574e+06 ; 6.978061e+07 + i -1.094904e+07 ; -8.897972e+05 + i -3.621720e+05 ; 2.710625e+07 + i -4.656356e+06 ; 4.568262e+07 + i -6.049396e+06 ; 6.142612e+06 + i -1.273632e+06 ; -1.188414e+06 + i -5.665412e+04 ; 6.978096e+07 + i -1.094869e+07 ; 2.710599e+07 + i -4.656393e+06 ; -8.890584e+05 + i -3.616214e+05 ; 9.345551e+07 + i -6.156875e+06 ; -1.139602e+06 + i -1.201468e+05 ; -1.140168e+06 + i -1.202917e+05 ; 1.956361e+08 + i -1.609352e+07 ; 3.822084e+05 + i -6.069353e+05 ; 3.805003e+05 + i -6.071184e+05 ; -1.145999e+08 + i 1.597692e+07 ; 1.706681e+08 + i -2.406563e+07 ; 1.706659e+08 + i -2.406661e+07 ; -1.984218e+08 + i 4.022177e+07 ; -3.906576e+07 + i 1.992617e+06 ; -3.906629e+07 + i 1.992397e+06 ; -2.787215e+08 + i -5.207280e+06 ; 3.522166e+07 + i -3.350790e+06 ; 6.433546e+08 + i -7.062439e+07 ; -1.118484e+09 + i 1.268293e+08 ; -1.412495e+07 + i -2.483194e+05 ; -6.945284e+07 + i 3.452547e+06 ; -2.787284e+08 + i -5.207706e+06 ; 6.433548e+08 + i -7.062455e+07 ; 3.523417e+07 + i -3.345294e+06 ; -1.118475e+09 + i 1.268323e+08 ; -6.945213e+07 + i 3.452676e+06 ; -1.412091e+07 + i -2.473741e+05 ; 2.378640e+09 + i -2.709926e+08 ; 1.365990e+08 + i -5.781972e+06 ; 1.366032e+08 + i -5.779970e+06 ; -7.708752e+09 + i 5.206615e+08 ; -2.081773e+07 + i -1.694337e+06 ; -2.081020e+07 + i -1.692959e+06 ; 
2.852467e+07 + i -2.080317e+06 ; -9.808330e+06 + i 1.701396e+06 ; 6.446633e+05 + i -2.394412e+05 ; 5.240859e+07 + i -4.871847e+06 ; -2.345869e+07 + i 3.897901e+06 ; 6.149968e+06 + i -1.157386e+06 ; -2.273057e+04 + i -3.644442e+05 ; -1.077052e+07 + i 1.923030e+06 ; -1.958010e+06 + i 1.565115e+05 ; -2.126394e+06 + i -3.578213e+05 ; -2.591623e+07 + i 4.692483e+06 ; -5.851355e+06 + i 3.297236e+05 ; 3.944835e+07 + i -2.137633e+06 ; -1.158506e+07 + i 1.910679e+06 ; -1.049798e+06 + i 2.802501e+04 ; 8.113148e+07 + i -6.223823e+06 ; -3.103393e+07 + i 4.766422e+06 ; -1.690983e+06 + i -3.627516e+04 ; 1.498858e+06 + i -4.026128e+05 ; -1.286960e+07 + i 2.183139e+06 ; -1.425530e+06 + i 9.352334e+04 ; 5.930110e+05 + i -4.913096e+05 ; -3.304680e+07 + i 5.914733e+06 ; -3.601882e+06 + i 1.185363e+05 ; 1.755667e+08 + i -2.419770e+07 ; -1.183177e+08 + i 1.636495e+07 ; 1.714392e+08 + i -2.413522e+07 ; 3.765475e+07 + i -3.372766e+06 ; -2.863704e+08 + i -4.794211e+06 ; 6.442510e+08 + i -7.071004e+07 ; -3.757654e+07 + i 1.887836e+06 ; -2.001513e+08 + i 4.032568e+07 ; -3.882466e+07 + i 1.984494e+06 ; -1.303659e+07 + i -3.092187e+05 ; -1.122516e+09 + i 1.269487e+08 ; -6.933000e+07 + i 3.432458e+06 ; 6.495197e+08 + i -7.068848e+07 ; -2.851992e+08 + i -4.873690e+06 ; 3.563720e+07 + i -3.376144e+06 ; 1.398311e+08 + i -5.737372e+06 ; 2.366554e+09 + i -2.707901e+08 ; 1.370374e+08 + i -5.815970e+06 ; -6.801604e+07 + i 3.334742e+06 ; -1.121234e+09 + i 1.268789e+08 ; -1.387796e+07 + i -2.542301e+05 ; -1.955777e+07 + i -1.745377e+06 ; -7.714432e+09 + i 5.206331e+08 ; -2.065815e+07 + i -1.710052e+06 ; 
