-7.708744e+09 + i 5.206664e+08 ; -1.943990e+07 + i -1.370260e+06 ; -1.944432e+07 + i -1.370624e+06 ; 2.379161e+09 + i -2.708547e+08 ; 1.332807e+08 + i -5.871448e+06 ; 1.332779e+08 + i -5.872620e+06 ; -1.118536e+09 + i 1.268213e+08 ; -7.075773e+07 + i 3.017400e+06 ; -1.326741e+07 + i -1.069088e+05 ; -2.775437e+08 + i -5.005710e+06 ; 5.964571e+08 + i -7.265681e+07 ; 3.368546e+07 + i -3.438602e+06 ; -1.118535e+09 + i 1.268221e+08 ; -1.326578e+07 + i -1.069472e+05 ; -7.075749e+07 + i 3.017214e+06 ; -2.775456e+08 + i -5.004913e+06 ; 3.370254e+07 + i -3.432184e+06 ; 5.964577e+08 + i -7.265654e+07 ; -1.985039e+08 + i 4.020312e+07 ; -3.617370e+07 + i 2.387683e+06 ; -3.616689e+07 + i 2.389802e+06 ; -1.142202e+08 + i 1.599818e+07 ; 1.584767e+08 + i -2.418196e+07 ; 1.584772e+08 + i -2.418169e+07 ; 1.956000e+08 + i -1.610819e+07 ; 7.782890e+05 + i -4.944387e+05 ; 7.792540e+05 + i -4.943681e+05 ; 9.345048e+07 + i -6.159052e+06 ; -8.685608e+05 + i -6.390629e+04 ; -8.686618e+05 + i -6.391592e+04 ; 6.979103e+07 + i -1.095443e+07 ; 2.529477e+07 + i -4.602165e+06 ; -5.908843e+05 + i -3.008006e+05 ; 4.570675e+07 + i -6.044210e+06 ; 5.789933e+06 + i -1.237963e+06 ; -9.873418e+05 + i -2.590663e+04 ; 6.979204e+07 + i -1.095388e+07 ; -5.895173e+05 + i -3.001326e+05 ; 2.529492e+07 + i -4.602124e+06 ; 4.570693e+07 + i -6.044039e+06 ; -9.868957e+05 + i -2.576772e+04 ; 5.789915e+06 + i -1.237973e+06 ; 2.452833e+07 + i -6.377491e+06 ; 1.694318e+07 + i -3.270544e+06 ; 1.694295e+07 + i -3.270637e+06 ; 2.299891e+07 + i -4.621518e+06 ; 4.510496e+06 + i -1.000965e+06 ; 4.510450e+06 + i -1.000961e+06 ; 
3.953121e+07 + i -2.319792e+06 ; 3.838939e+07 + i -2.172655e+06 ; -2.003363e+08 + i 4.029835e+07 ; 1.504508e+07 + i -2.056989e+04 ; 7.549107e+07 + i -2.492737e+06 ; -1.116289e+09 + i 1.266433e+08 ; 7.676122e+07 + i -2.607907e+06 ; 1.388756e+07 + i 2.148351e+05 ; -1.121631e+09 + i 1.267810e+08 ; 2.234268e+07 + i 1.362361e+06 ; 2.057409e+07 + i 1.629366e+06 ; -7.707028e+09 + i 5.203733e+08 ; -1.653104e+08 + i 2.419203e+07 ; -1.688283e+08 + i 2.428755e+07 ; -1.178833e+08 + i 1.639408e+07 ; -2.762903e+07 + i 3.226295e+06 ; -6.355150e+08 + i 7.100503e+07 ; -2.797937e+08 + i -4.657566e+06 ; -6.317701e+08 + i 7.099668e+07 ; -3.479052e+07 + i 3.580687e+06 ; -2.838936e+08 + i -4.656512e+06 ; -1.322296e+08 + i 4.424126e+06 ; -1.420707e+08 + i 4.811991e+06 ; 2.372865e+09 + i -2.706856e+08 ; -2.071157e+07 + i 1.076108e+06 ; 1.522864e+07 + i -6.486635e+05 ; -1.145313e+08 + i 1.588562e+07 ; -1.263680e+07 + i 2.306198e+05 ; 4.644526e+06 + i -3.573822e+05 ; -2.591553e+07 + i 4.692008e+06 ; -3.026003e+07 + i 1.128547e+06 ; 7.131480e+06 + i 3.487576e+04 ; -2.191802e+08 + i 2.504667e+07 ; -1.591559e+07 + i -6.881043e+04 ; 2.839211e+06 + i -1.356470e+05 ; -3.303598e+07 + i 5.916167e+06 ; 9.371218e+07 + i -1.205522e+07 ; -5.165770e+07 + i 6.735535e+06 ; -7.372543e+07 + i 8.069289e+06 ; 4.810001e+07 + i -5.069009e+06 ; -4.162661e+06 + i 1.060924e+06 ; -2.337903e+07 + i 3.909878e+06 ; 1.880799e+08 + i -2.205503e+07 ; -7.477741e+06 + i 4.449280e+05 ; -1.123160e+08 + i 7.803714e+06 ; 8.137931e+07 + i -6.895076e+06 ; 8.743421e+05 + i 1.066834e+05 ; -3.089209e+07 + i 4.795276e+06 ; 
-1.118801e+09 + i 1.267569e+08 ; -1.342430e+07 + i -1.286379e+05 ; 7.296135e+07 + i -3.042014e+06 ; -2.777719e+08 + i -5.076055e+06 ; 3.385399e+07 + i -3.489392e+06 ; -6.270992e+08 + i 7.159653e+07 ; -1.985487e+08 + i 4.020145e+07 ; -3.664098e+07 + i 2.344207e+06 ; 3.790383e+07 + i -2.244915e+06 ; -1.142910e+08 + i 1.598980e+07 ; 1.605419e+08 + i -2.419498e+07 ; -1.665712e+08 + i 2.417053e+07 ; -7.708838e+09 + i 5.206316e+08 ; -1.948774e+07 + i -1.392406e+06 ; 2.002283e+07 + i 1.450934e+06 ; 2.379107e+09 + i -2.708811e+08 ; 1.343531e+08 + i -5.755079e+06 ; -1.387346e+08 + i 5.513700e+06 ; -1.118634e+09 + i 1.268042e+08 ; -7.105952e+07 + i 2.965055e+06 ; 1.384891e+07 + i 1.965849e+05 ; -2.776843e+08 + i -5.021867e+06 ; 6.041657e+08 + i -7.246381e+07 ; -3.508025e+07 + i 3.433857e+06 ; 6.985625e+07 + i -1.093934e+07 ; -6.297102e+05 + i -3.109401e+05 ; -2.659147e+07 + i 4.634990e+06 ; 4.573616e+07 + i -6.037039e+06 ; -1.010271e+06 + i -2.946750e+04 ; -6.084630e+06 + i 1.255601e+06 ; 2.455230e+07 + i -6.372979e+06 ; 1.715015e+07 + i -3.283132e+06 ; -1.779848e+07 + i 3.306661e+06 ; 2.301406e+07 + i -4.618448e+06 ; 4.563695e+06 + i -1.006036e+06 ; -4.734976e+06 + i 1.018142e+06 ; 1.956026e+08 + i -1.610757e+07 ; 7.822036e+05 + i -4.965985e+05 ; -7.732692e+05 + i 5.237316e+05 ; 9.344913e+07 + i -6.159112e+06 ; -8.826561e+05 + i -6.545233e+04 ; 9.255232e+05 + i 7.700593e+04 ; 6.979570e+07 + i -1.095247e+07 ; 2.562385e+07 + i -4.610295e+06 ; 6.712129e+05 + i 3.333851e+05 ; 4.570536e+07 + i -6.043699e+06 ; 5.864680e+06 + i -1.241818e+06 ; 1.054036e+06 + i 3.913265e+04 ; 
-1.239117e+07 + i -1.968144e+05 ; -1.122846e+09 + i 1.268819e+08 ; 7.279888e+07 + i -3.018226e+06 ; -3.524172e+07 + i 2.224619e+06 ; -2.002920e+08 + i 4.030369e+07 ; 3.767176e+07 + i -2.234921e+06 ; 3.605507e+07 + i -3.536154e+06 ; -2.853501e+08 + i -4.664464e+06 ; -6.279628e+08 + i 7.168606e+07 ; 1.650278e+08 + i -2.437204e+07 ; -1.179684e+08 + i 1.638018e+07 ; -1.673265e+08 + i 2.424039e+07 ; -1.828994e+07 + i -1.452187e+06 ; -7.714536e+09 + i 5.205968e+08 ; 1.987492e+07 + i 1.469351e+06 ; -6.930043e+07 + i 2.851327e+06 ; -1.121452e+09 + i 1.268232e+08 ; 1.361326e+07 + i 2.050716e+05 ; 1.368948e+08 + i -5.774643e+06 ; 2.367040e+09 + i -2.706890e+08 ; -1.390945e+08 + i 5.552305e+06 ; 6.096134e+08 + i -7.261253e+07 ; -2.840360e+08 + i -4.672459e+06 ; -3.548080e+07 + i 3.465294e+06 ; -2.142474e+06 + i -3.317823e+05 ; -2.593442e+07 + i 4.687118e+06 ; 5.696025e+06 + i -3.476389e+05 ; -1.002278e+05 + i -3.516807e+05 ; -1.077197e+07 + i 1.922140e+06 ; 1.905987e+06 + i -1.609677e+05 ; 4.914497e+07 + i -5.079231e+06 ; -2.338529e+07 + i 3.909776e+06 ; -6.075258e+06 + i 1.142194e+06 ; 2.675002e+07 + i -2.226894e+06 ; -9.768391e+06 + i 1.709466e+06 ; -6.770358e+05 + i 2.266249e+05 ; 2.166146e+05 + i -5.299820e+05 ; -3.306358e+07 + i 5.907636e+06 ; 3.506404e+06 + i -1.314743e+05 ; 1.252909e+06 + i -4.235173e+05 ; -1.286865e+07 + i 2.182814e+06 ; 1.385392e+06 + i -9.763641e+04 ; 7.601247e+07 + i -6.643002e+06 ; -3.090122e+07 + i 4.794047e+06 ; 1.526735e+06 + i 7.344428e+03 ; 3.695932e+07 + i -2.397062e+06 ; -1.152206e+07 + i 1.925841e+06 ; 9.566802e+05 + i -4.595408e+04 ; 
-1.361476e+08 + i 6.149473e+06 ; -1.339494e+08 + i 6.171650e+06 ; 2.367246e+09 + i -2.706423e+08 ; -6.096838e+08 + i 7.263196e+07 ; -3.429674e+07 + i 3.485326e+06 ; -2.840805e+08 + i -4.719677e+06 ; -3.612305e+07 + i 3.493417e+06 ; -6.050664e+08 + i 7.257558e+07 ; -2.852863e+08 + i -4.649230e+06 ; -1.649968e+08 + i 2.438188e+07 ; -1.612398e+08 + i 2.427604e+07 ; -1.179582e+08 + i 1.637903e+07 ; 1.826166e+07 + i 1.402409e+06 ; 1.931852e+07 + i 1.362250e+06 ; -7.714528e+09 + i 5.206018e+08 ; 6.850154e+07 + i -3.255117e+06 ; 1.310114e+07 + i 1.122596e+05 ; -1.121348e+09 + i 1.268522e+08 ; 1.229078e+07 + i 1.688599e+05 ; 7.010815e+07 + i -3.341693e+06 ; -1.122598e+09 + i 1.269414e+08 ; 3.510520e+07 + i -2.264203e+06 ; 3.628425e+07 + i -2.370467e+06 ; -2.002362e+08 + i 4.031029e+07 ; -7.606166e+07 + i 6.625300e+06 ; 1.464405e+06 + i -6.141099e+03 ; -3.094666e+07 + i 4.778781e+06 ; -3.698973e+07 + i 2.385265e+06 ; 9.195983e+05 + i -5.090943e+04 ; -1.152655e+07 + i 1.924597e+06 ; -4.915344e+07 + i 5.074363e+06 ; -5.855629e+06 + i 1.130757e+06 ; -2.341350e+07 + i 3.901376e+06 ; -2.676022e+07 + i 2.221896e+06 ; -6.526071e+05 + i 2.213000e+05 ; -9.773149e+06 + i 1.708276e+06 ; -2.813022e+05 + i 4.927468e+05 ; 3.382804e+06 + i -1.449591e+05 ; -3.306724e+07 + i 5.906114e+06 ; -1.285448e+06 + i 4.045500e+05 ; 1.336169e+06 + i -1.014030e+05 ; -1.287119e+07 + i 2.181986e+06 ; 2.113041e+06 + i 3.145892e+05 ; 5.491544e+06 + i -3.660764e+05 ; -2.593693e+07 + i 4.685752e+06 ; 8.415932e+04 + i 3.414900e+05 ; 1.837996e+06 + i -1.652803e+05 ; -1.077470e+07 + i 1.921293e+06 ; 
-2.788091e+08 + i -5.221488e+06 ; -3.544431e+07 + i 3.588075e+06 ; 6.374624e+08 + i -7.118443e+07 ; -1.108919e+09 + i 1.259061e+08 ; 1.053120e+07 + i 2.120797e+05 ; -6.240469e+07 + i 3.404799e+06 ; -1.144762e+08 + i 1.598645e+07 ; -1.640551e+08 + i 2.438452e+07 ; 1.705892e+08 + i -2.426177e+07 ; -1.943333e+08 + i 3.951864e+07 ; 3.209558e+07 + i -2.054325e+06 ; -3.275007e+07 + i 1.987098e+06 ; 2.379004e+09 + i -2.709026e+08 ; -1.371885e+08 + i 5.683892e+06 ; 1.364312e+08 + i -6.095982e+06 ; -7.688484e+09 + i 5.196042e+08 ; 1.644521e+07 + i 1.490212e+06 ; -1.708382e+07 + i -1.650849e+06 ; -2.777798e+08 + i -5.023209e+06 ; -6.129142e+08 + i 7.243542e+07 ; 3.636146e+07 + i -3.521456e+06 ; -1.109082e+09 + i 1.258806e+08 ; 6.608835e+07 + i -2.595610e+06 ; -1.090483e+07 + i -2.917116e+05 ; 1.004625e+08 + i -1.869128e+07 ; 2.062265e+07 + i -1.631520e+06 ; -1.887908e+08 + i 2.160601e+07 ; 6.994873e+07 + i -1.092294e+07 ; 2.438921e+06 + i -6.418953e+05 ; -2.266093e+07 + i 4.459161e+06 ; 1.229144e+07 + i -6.302586e+06 ; 8.882235e+07 + i -1.216623e+07 ; -9.265896e+07 + i 1.200087e+07 ; 2.463225e+07 + i -6.360639e+06 ; 1.604691e+07 + i -3.190727e+06 ; -1.681423e+07 + i 3.192927e+06 ; 4.586394e+08 + i -5.120931e+07 ; 4.201268e+07 + i -2.076150e+06 ; -4.494891e+07 + i 1.640154e+06 ; 1.955822e+08 + i -1.611133e+07 ; 4.144660e+06 + i -9.696149e+05 ; -4.509414e+06 + i 9.552173e+05 ; 1.001421e+08 + i -1.874898e+07 ; 1.809406e+08 + i -2.207571e+07 ; -2.198541e+07 + i 1.465120e+06 ; 6.979942e+07 + i -1.095359e+07 ; 2.161422e+07 + i -4.452025e+06 ; -2.687732e+06 + i 6.301274e+05 ; 
3.958925e+07 + i -2.289642e+06 ; -2.003214e+08 + i 4.030300e+07 ; 3.841034e+07 + i -2.142810e+06 ; 1.504350e+07 + i -1.084383e+04 ; -1.116265e+09 + i 1.266534e+08 ; 7.425273e+07 + i -2.912521e+06 ; -1.658820e+08 + i 2.407023e+07 ; -1.179451e+08 + i 1.638646e+07 ; -1.688204e+08 + i 2.426977e+07 ; -2.778680e+07 + i 3.137638e+06 ; -2.800114e+08 + i -4.729530e+06 ; -6.351442e+08 + i 7.114737e+07 ; 7.567342e+07 + i -2.709314e+06 ; -1.121659e+09 + i 1.267764e+08 ; 1.388233e+07 + i 2.255563e+05 ; 2.208484e+07 + i 1.311119e+06 ; -7.707041e+09 + i 5.203654e+08 ; 2.029039e+07 + i 1.508595e+06 ; -6.319150e+08 + i 7.110380e+07 ; -2.840120e+08 + i -4.663521e+06 ; -3.489252e+07 + i 3.510233e+06 ; -1.307591e+08 + i 4.634255e+06 ; 2.372838e+09 + i -2.707032e+08 ; -1.408381e+08 + i 5.229948e+06 ; -2.082730e+07 + i 1.066105e+06 ; -1.145305e+08 + i 1.588487e+07 ; 1.521474e+07 + i -6.530132e+05 ; -1.270428e+07 + i 2.230568e+05 ; -2.591587e+07 + i 4.691861e+06 ; 4.646566e+06 + i -3.569036e+05 ; 9.373681e+07 + i -1.207543e+07 ; -7.372300e+07 + i 8.065930e+06 ; -5.165723e+07 + i 6.741500e+06 ; 4.811151e+07 + i -5.077084e+06 ; -2.337507e+07 + i 3.910327e+06 ; -4.163076e+06 + i 1.061792e+06 ; -3.050453e+07 + i 1.107718e+06 ; -2.191731e+08 + i 2.504752e+07 ; 7.126205e+06 + i 3.161404e+04 ; -1.602372e+07 + i -8.159401e+04 ; -3.303519e+07 + i 5.916216e+06 ; 2.840805e+06 + i -1.354933e+05 ; 1.882683e+08 + i -2.204565e+07 ; -1.122770e+08 + i 7.807845e+06 ; -7.472534e+06 + i 4.533904e+05 ; 8.144155e+07 + i -6.890179e+06 ; -3.088369e+07 + i 4.796414e+06 ; 8.738051e+05 + i 1.075857e+05 ; 
6.323644e+08 + i -7.100125e+07 ; -3.459909e+07 + i 3.408983e+06 ; -2.851041e+08 + i -4.871372e+06 ; 1.249745e+08 + i -5.653385e+06 ; -1.352991e+08 + i 5.961432e+06 ; 2.372702e+09 + i -2.707324e+08 ; 1.659601e+08 + i -2.408024e+07 ; -1.629735e+08 + i 2.426553e+07 ; -1.181137e+08 + i 1.637565e+07 ; 2.819937e+07 + i -3.027673e+06 ; -6.109534e+08 + i 7.230791e+07 ; -2.800368e+08 + i -4.726826e+06 ; -6.954009e+07 + i 3.820448e+06 ; 1.345108e+07 + i 1.440008e+05 ; -1.121247e+09 + i 1.268717e+08 ; -2.229782e+07 + i -1.349662e+06 ; 1.967929e+07 + i 1.381518e+06 ; -7.706918e+09 + i 5.204089e+08 ; -3.894767e+07 + i 2.365189e+06 ; 3.701302e+07 + i -2.275474e+06 ; -2.001927e+08 + i 4.031770e+07 ; -1.487776e+07 + i 5.276350e+04 ; 7.139357e+07 + i -3.282353e+06 ; -1.116009e+09 + i 1.267126e+08 ; -1.879328e+08 + i 2.209481e+07 ; -6.819651e+06 + i 5.505459e+05 ; -1.119668e+08 + i 7.861373e+06 ; -8.121925e+07 + i 6.926384e+06 ; 8.971260e+05 + i 1.053481e+05 ; -3.084360e+07 + i 4.801659e+06 ; -9.348995e+07 + i 1.210849e+07 ; -4.940095e+07 + i 6.858864e+06 ; -7.360415e+07 + i 8.083284e+06 ; -4.793666e+07 + i 5.103370e+06 ; -3.945559e+06 + i 1.055038e+06 ; -2.334977e+07 + i 3.913684e+06 ; 3.173544e+07 + i -8.840035e+05 ; 6.810125e+06 + i -2.672934e+04 ; -2.192067e+08 + i 2.503955e+07 ; 1.656578e+07 + i 1.959446e+05 ; 2.712237e+06 + i -1.529877e+05 ; -3.305050e+07 + i 5.911205e+06 ; 2.133604e+07 + i -9.838984e+05 ; 1.460407e+07 + i -7.322388e+05 ; -1.145415e+08 + i 1.588172e+07 ; 1.299393e+07 + i -1.717004e+05 ; 4.452926e+06 + i -3.762283e+05 ; -2.593123e+07 + i 4.687092e+06 ; 
-1.985797e+08 + i 4.020068e+07 ; 3.852191e+07 + i -2.132610e+06 ; 3.852312e+07 + i -2.132243e+06 ; -1.142824e+08 + i 1.598696e+07 ; -1.687147e+08 + i 2.410124e+07 ; -1.687132e+08 + i 2.410203e+07 ; -1.118806e+09 + i 1.267591e+08 ; 1.395123e+07 + i 2.223340e+05 ; 7.363683e+07 + i -2.922070e+06 ; -2.777326e+08 + i -5.066592e+06 ; -3.473979e+07 + i 3.450495e+06 ; -6.355972e+08 + i 7.117030e+07 ; -1.118805e+09 + i 1.267599e+08 ; 7.363590e+07 + i -2.922307e+06 ; 1.394774e+07 + i 2.216461e+05 ; -2.777354e+08 + i -5.066107e+06 ; -6.355970e+08 + i 7.117057e+07 ; -3.475237e+07 + i 3.445162e+06 ; -7.708929e+09 + i 5.205998e+08 ; 2.019683e+07 + i 1.499030e+06 ; 2.018987e+07 + i 1.498017e+06 ; 2.379056e+09 + i -2.709028e+08 ; -1.400214e+08 + i 5.350189e+06 ; -1.400252e+08 + i 5.348314e+06 ; 2.457092e+07 + i -6.371388e+06 ; -1.799856e+07 + i 3.314183e+06 ; -1.799846e+07 + i 3.314189e+06 ; 2.302831e+07 + i -4.616611e+06 ; -4.785863e+06 + i 1.021870e+06 ; -4.785824e+06 + i 1.021889e+06 ; 6.985941e+07 + i -1.093868e+07 ; 7.403557e+05 + i 3.435776e+05 ; -2.697584e+07 + i 4.631863e+06 ; 4.573703e+07 + i -6.036554e+06 ; 1.086119e+06 + i 4.301924e+04 ; -6.177318e+06 + i 1.256445e+06 ; 6.986038e+07 + i -1.093814e+07 ; -2.697629e+07 + i 4.631740e+06 ; 7.395770e+05 + i 3.430184e+05 ; 4.573717e+07 + i -6.036395e+06 ; -6.177283e+06 + i 1.256457e+06 ; 1.085818e+06 + i 4.290099e+04 ; 1.956099e+08 + i -1.610556e+07 ; -7.997806e+05 + i 5.229974e+05 ; -7.977882e+05 + i 5.233295e+05 ; 9.345023e+07 + i -6.158358e+06 ; 9.307368e+05 + i 7.777219e+04 ; 9.306958e+05 + i 7.777104e+04 ; 
-3.649638e+07 + i 3.493687e+06 ; -2.863743e+08 + i -4.800774e+06 ; 6.370091e+08 + i -7.108283e+07 ; -1.668801e+08 + i 2.436968e+07 ; -1.181862e+08 + i 1.636529e+07 ; 1.697586e+08 + i -2.414584e+07 ; 1.249510e+07 + i 2.118938e+05 ; -1.122536e+09 + i 1.269437e+08 ; -6.801752e+07 + i 3.614842e+06 ; 3.564595e+07 + i -2.173332e+06 ; -2.002017e+08 + i 4.031421e+07 ; -3.768222e+07 + i 2.206428e+06 ; -1.378746e+08 + i 5.940706e+06 ; 2.366864e+09 + i -2.707267e+08 ; 1.351456e+08 + i -6.059407e+06 ; -6.165157e+08 + i 7.242034e+07 ; -2.842374e+08 + i -4.734036e+06 ; 3.542984e+07 + i -3.453795e+06 ; 1.849949e+07 + i 1.459239e+06 ; -7.714476e+09 + i 5.206179e+08 ; -2.046859e+07 + i -1.667322e+06 ; 6.950184e+07 + i -3.110102e+06 ; -1.121331e+09 + i 1.268589e+08 ; -1.381664e+07 + i -2.434990e+05 ; -4.970883e+07 + i 5.048608e+06 ; -2.341599e+07 + i 3.903305e+06 ; 6.144781e+06 + i -1.147600e+06 ; -2.705865e+07 + i 2.202784e+06 ; -9.772774e+06 + i 1.708859e+06 ; 6.826191e+05 + i -2.289130e+05 ; 2.154659e+06 + i 3.304044e+05 ; -2.593357e+07 + i 4.687291e+06 ; -5.771077e+06 + i 3.378408e+05 ; 9.350670e+04 + i 3.498241e+05 ; -1.077330e+07 + i 1.921765e+06 ; -1.932637e+06 + i 1.581360e+05 ; -7.688938e+07 + i 6.577712e+06 ; -3.095400e+07 + i 4.778880e+06 ; -1.578916e+06 + i -1.806649e+04 ; -3.738744e+07 + i 2.354053e+06 ; -1.152745e+07 + i 1.924755e+06 ; -9.753690e+05 + i 4.359302e+04 ; -2.548651e+05 + i 5.082915e+05 ; -3.306615e+07 + i 5.906934e+06 ; -3.559674e+06 + i 1.227332e+05 ; -1.283508e+06 + i 4.128216e+05 ; -1.286940e+07 + i 2.182490e+06 ; -1.405840e+06 + i 9.514658e+04 ; 
-3.650448e+07 + i 3.492923e+06 ; 6.370096e+08 + i -7.108275e+07 ; -2.863720e+08 + i -4.800884e+06 ; -1.668794e+08 + i 2.436975e+07 ; 1.697594e+08 + i -2.414575e+07 ; -1.181805e+08 + i 1.636529e+07 ; -1.378810e+08 + i 5.939103e+06 ; 1.351473e+08 + i -6.058627e+06 ; 2.366894e+09 + i -2.707144e+08 ; -6.165152e+08 + i 7.242051e+07 ; 3.543065e+07 + i -3.453347e+06 ; -2.842173e+08 + i -4.728672e+06 ; 1.249085e+07 + i 2.117538e+05 ; -6.801396e+07 + i 3.616562e+06 ; -1.122481e+09 + i 1.269657e+08 ; 3.565261e+07 + i -2.171335e+06 ; -3.767999e+07 + i 2.207277e+06 ; -2.001868e+08 + i 4.031716e+07 ; 1.848094e+07 + i 1.455311e+06 ; -2.046860e+07 + i -1.667365e+06 ; -7.714474e+09 + i 5.206208e+08 ; 6.950328e+07 + i -3.109629e+06 ; -1.381615e+07 + i -2.434595e+05 ; -1.121308e+09 + i 1.268616e+08 ; -4.970663e+07 + i 5.048834e+06 ; 6.144720e+06 + i -1.147627e+06 ; -2.341496e+07 + i 3.903468e+06 ; -2.705805e+07 + i 2.202881e+06 ; 6.825854e+05 + i -2.289305e+05 ; -9.772371e+06 + i 1.708890e+06 ; -7.688977e+07 + i 6.577642e+06 ; -1.578754e+06 + i -1.797990e+04 ; -3.095175e+07 + i 4.779565e+06 ; -3.738759e+07 + i 2.354031e+06 ; -9.752790e+05 + i 4.362937e+04 ; -1.152680e+07 + i 1.924897e+06 ; 2.158323e+06 + i 3.310432e+05 ; -5.770950e+06 + i 3.378940e+05 ; -2.593219e+07 + i 4.687302e+06 ; 9.545455e+04 + i 3.502702e+05 ; -1.932636e+06 + i 1.581305e+05 ; -1.077338e+07 + i 1.921641e+06 ; -2.520743e+05 + i 5.086683e+05 ; -3.559665e+06 + i 1.227537e+05 ; -3.306435e+07 + i 5.907184e+06 ; -1.282813e+06 + i 4.129240e+05 ; -1.405764e+06 + i 9.516913e+04 ; -1.286949e+07 + i 2.182389e+06 ; 
-1.146260e+08 + i 1.597779e+07 ; 1.724749e+08 + i -2.424003e+07 ; 1.724730e+08 + i -2.424095e+07 ; -1.942726e+08 + i 3.953222e+07 ; -3.382640e+07 + i 1.773743e+06 ; -3.382776e+07 + i 1.773344e+06 ; -2.787920e+08 + i -5.211134e+06 ; 3.648914e+07 + i -3.456188e+06 ; 6.452978e+08 + i -7.080536e+07 ; -1.108893e+09 + i 1.259134e+08 ; -1.093047e+07 + i -2.850544e+05 ; -6.335426e+07 + i 3.238724e+06 ; -2.787995e+08 + i -5.211761e+06 ; 6.452982e+08 + i -7.080548e+07 ; 3.650413e+07 + i -3.450128e+06 ; -1.108883e+09 + i 1.259166e+08 ; -6.335336e+07 + i 3.238883e+06 ; -1.092603e+07 + i -2.840993e+05 ; 2.378628e+09 + i -2.709939e+08 ; 1.380082e+08 + i -5.888736e+06 ; 1.380129e+08 + i -5.886616e+06 ; -7.688445e+09 + i 5.196142e+08 ; -1.727327e+07 + i -1.696780e+06 ; -1.726517e+07 + i -1.695347e+06 ; 1.239255e+07 + i -6.291506e+06 ; -9.347305e+07 + i 1.202886e+07 ; -9.347211e+07 + i 1.202921e+07 ; 2.469495e+07 + i -6.352000e+06 ; -1.695021e+07 + i 3.209416e+06 ; -1.694978e+07 + i 3.209581e+06 ; 1.004392e+08 + i -1.869716e+07 ; -2.173272e+07 + i 1.536265e+06 ; -1.911114e+08 + i 2.150681e+07 ; 6.993709e+07 + i -1.092608e+07 ; -2.639596e+06 + i 6.435566e+05 ; -2.294206e+07 + i 4.470657e+06 ; 1.004466e+08 + i -1.869596e+07 ; -1.911119e+08 + i 2.150668e+07 ; -2.173619e+07 + i 1.534621e+06 ; 6.994045e+07 + i -1.092553e+07 ; -2.294186e+07 + i 4.470713e+06 ; -2.641583e+06 + i 6.429101e+05 ; 4.586530e+08 + i -5.120665e+07 ; -4.544832e+07 + i 1.593624e+06 ; -4.544856e+07 + i 1.593259e+06 ; 1.955832e+08 + i -1.611101e+07 ; -4.560185e+06 + i 9.604233e+05 ; -4.562463e+06 + i 9.599109e+05 ; 
1.677916e+08 + i -2.403808e+07 ; -1.183102e+08 + i 1.636635e+07 ; 1.713359e+08 + i -2.413132e+07 ; 2.823584e+07 + i -3.018732e+06 ; -2.810621e+08 + i -4.866805e+06 ; 6.432875e+08 + i -7.064474e+07 ; -4.012498e+07 + i 2.138505e+06 ; -2.001499e+08 + i 4.032608e+07 ; -3.899634e+07 + i 1.985083e+06 ; -1.518372e+07 + i -5.968707e+03 ; -1.115927e+09 + i 1.267205e+08 ; -6.964650e+07 + i 3.491969e+06 ; 6.395223e+08 + i -7.063804e+07 ; -2.851797e+08 + i -4.871085e+06 ; 3.546269e+07 + i -3.368594e+06 ; 1.267462e+08 + i -5.418579e+06 ; 2.372356e+09 + i -2.708080e+08 ; 1.366658e+08 + i -5.801031e+06 ; -7.089479e+07 + i 3.616161e+06 ; -1.121232e+09 + i 1.268793e+08 ; -1.405749e+07 + i -2.525162e+05 ; -2.252173e+07 + i -1.392331e+06 ; -7.706872e+09 + i 5.204222e+08 ; -2.079967e+07 + i -1.675976e+06 ; -9.469409e+07 + i 1.204726e+07 ; -7.366349e+07 + i 8.077380e+06 ; 5.225156e+07 + i -6.732110e+06 ; -4.855584e+07 + i 5.056877e+06 ; -2.334869e+07 + i 3.915094e+06 ; 4.206088e+06 + i -1.068214e+06 ; 2.139890e+07 + i -9.979498e+05 ; -1.145445e+08 + i 1.588080e+07 ; -1.531895e+07 + i 6.345795e+05 ; 1.305818e+07 + i -1.707156e+05 ; -2.592785e+07 + i 4.688221e+06 ; -4.702892e+06 + i 3.509595e+05 ; -1.901097e+08 + i 2.198936e+07 ; -1.119731e+08 + i 7.857472e+06 ; 7.439407e+06 + i -4.613693e+05 ; -8.216657e+07 + i 6.849005e+06 ; -3.084177e+07 + i 4.801742e+06 ; -8.963590e+05 + i -1.121001e+05 ; 3.193223e+07 + i -8.703249e+05 ; -2.191883e+08 + i 2.504311e+07 ; -7.200799e+06 + i -4.630037e+04 ; 1.667511e+07 + i 2.099503e+05 ; -3.304288e+07 + i 5.912873e+06 ; -2.876717e+06 + i 1.307582e+05 ; 
