-4.067750e+10 + i 1.016715e+10 ; 5.450790e+07 + i 6.857648e+05 ; 5.450715e+07 + i 6.875591e+05 ; 1.839570e+10 + i -7.283597e+09 ; 2.536575e+08 + i 3.984838e+08 ; 2.536570e+08 + i 3.984816e+08 ; -8.868339e+09 + i 3.984447e+09 ; -1.449403e+08 + i -2.115349e+08 ; 3.006445e+07 + i -1.498702e+07 ; 6.763827e+08 + i -2.066288e+09 ; 4.900469e+09 + i -1.973965e+09 ; 1.356491e+08 + i 1.502740e+08 ; -8.868340e+09 + i 3.984448e+09 ; 3.007277e+07 + i -1.498922e+07 ; -1.449397e+08 + i -2.115345e+08 ; 6.763821e+08 + i -2.066285e+09 ; 1.356726e+08 + i 1.502770e+08 ; 4.900469e+09 + i -1.973964e+09 ; -2.747280e+09 + i 1.935747e+09 ; -1.005892e+08 + i -1.263355e+08 ; -1.005883e+08 + i -1.263336e+08 ; -6.224380e+08 + i -6.118363e+08 ; 1.668554e+09 + i -8.836258e+08 ; 1.668554e+09 + i -8.836247e+08 ; 1.061140e+09 + i -1.344376e+08 ; 2.248291e+07 + i 1.477362e+07 ; 2.248295e+07 + i 1.477280e+07 ; 4.202737e+08 + i -2.170817e+07 ; 7.786168e+06 + i 9.168484e+05 ; 7.786098e+06 + i 9.167797e+05 ; 6.807825e+08 + i -2.188056e+08 ; 3.272883e+08 + i -2.032759e+08 ; 1.730558e+07 + i 7.859872e+06 ; 3.410664e+08 + i -5.546942e+07 ; 9.744141e+07 + i -7.882832e+07 ; 6.371154e+06 + i -3.782076e+05 ; 6.807826e+08 + i -2.188046e+08 ; 1.730974e+07 + i 7.860320e+06 ; 3.272885e+08 + i -2.032758e+08 ; 3.410664e+08 + i -5.546930e+07 ; 6.372782e+06 + i -3.783889e+05 ; 9.744148e+07 + i -7.882827e+07 ; 4.462573e+08 + i -2.247808e+08 ; 2.399088e+08 + i -1.626556e+08 ; 2.399088e+08 + i -1.626557e+08 ; 2.759803e+08 + i -7.373398e+07 ; 8.073294e+07 + i -6.909418e+07 ; 8.073297e+07 + i -6.909406e+07 ; 
1.653231e+09 + i -8.729635e+08 ; 1.656420e+09 + i -8.640549e+08 ; -6.324565e+08 + i -6.269856e+08 ; 1.183746e+08 + i 1.296698e+08 ; 4.855276e+09 + i -1.932462e+09 ; 6.663517e+08 + i -2.077334e+09 ; 4.854247e+09 + i -1.939884e+09 ; 1.346269e+08 + i 1.523564e+08 ; 6.660727e+08 + i -2.084870e+09 ; 2.311215e+08 + i 3.738565e+08 ; 2.505024e+08 + i 4.026090e+08 ; 1.838512e+10 + i -7.300778e+09 ; -1.025740e+08 + i -1.316773e+08 ; -9.935935e+07 + i -1.260670e+08 ; -2.745988e+09 + i 1.931019e+09 ; 2.098550e+07 + i -2.263541e+07 ; -1.446759e+08 + i -2.178704e+08 ; -8.858454e+09 + i 3.992712e+09 ; -1.465373e+08 + i -2.227886e+08 ; 3.002546e+07 + i -1.446142e+07 ; -8.866577e+09 + i 3.979176e+09 ; 4.365917e+07 + i -9.286212e+06 ; 5.398095e+07 + i 6.628412e+05 ; -4.066636e+10 + i 1.017648e+10 ; -8.306548e+08 + i 3.849029e+08 ; 4.699440e+08 + i -2.329378e+08 ; -4.652937e+08 + i -1.007736e+07 ; -3.193621e+08 + i 5.774886e+07 ; 8.054952e+07 + i -6.701494e+07 ; -2.570728e+08 + i 7.284881e+07 ; -1.495667e+09 + i 6.033551e+08 ; 2.486167e+07 + i 2.662151e+07 ; -4.642257e+08 + i -1.240275e+08 ; -4.347117e+08 + i 3.840438e+07 ; 6.688951e+06 + i 1.261852e+06 ; -2.956863e+08 + i 6.423049e+07 ; 4.387193e+07 + i 6.473342e+07 ; -3.221114e+07 + i -4.554571e+07 ; -1.076730e+09 + i 5.534553e+08 ; 2.092200e+06 + i 2.686607e+07 ; -1.488469e+07 + i -1.734674e+07 ; -3.268871e+08 + i 2.102285e+08 ; 5.262447e+07 + i 8.440471e+07 ; 2.972854e+06 + i -1.224302e+07 ; -1.726063e+09 + i 7.512335e+08 ; -1.709066e+06 + i 2.692198e+07 ; -9.356369e+05 + i -8.109124e+06 ; -4.012159e+08 + i 2.470273e+08 ; 
1.061107e+09 + i -1.344196e+08 ; -4.053952e+07 + i -3.333324e+07 ; -4.053935e+07 + i -3.333360e+07 ; 3.518390e+09 + i -1.436830e+09 ; -8.931205e+07 + i -1.317372e+08 ; -8.931206e+07 + i -1.317366e+08 ; 6.807594e+08 + i -2.187734e+08 ; -3.172443e+08 + i 2.161053e+08 ; -3.207497e+07 + i -2.283629e+07 ; 1.288203e+09 + i -8.022894e+08 ; -1.496424e+09 + i 6.240654e+08 ; -6.422859e+07 + i -7.944041e+07 ; 6.807592e+08 + i -2.187747e+08 ; -3.207907e+07 + i -2.283588e+07 ; -3.172446e+08 + i 2.161049e+08 ; 1.288202e+09 + i -8.022912e+08 ; -6.423580e+07 + i -7.944126e+07 ; -1.496424e+09 + i 6.240650e+08 ; 4.462402e+08 + i -2.247439e+08 ; -2.342055e+08 + i 1.677038e+08 ; -2.342058e+08 + i 1.677031e+08 ; 5.022377e+08 + i -4.800919e+08 ; -8.292488e+08 + i 3.974742e+08 ; -8.292489e+08 + i 3.974737e+08 ; -4.062571e+10 + i 1.023305e+10 ; 5.520731e+07 + i 7.829408e+06 ; 5.520655e+07 + i 7.831405e+06 ; 1.839564e+10 + i -7.283629e+09 ; 2.549439e+08 + i 4.037225e+08 ; 2.549434e+08 + i 4.037203e+08 ; -8.827479e+09 + i 4.026035e+09 ; -1.322382e+08 + i -1.942286e+08 ; 3.108740e+07 + i -7.982080e+06 ; 6.766145e+08 + i -2.066553e+09 ; 4.907122e+09 + i -1.965551e+09 ; 1.375557e+08 + i 1.551889e+08 ; -8.827479e+09 + i 4.026035e+09 ; 3.109495e+07 + i -7.984291e+06 ; -1.322376e+08 + i -1.942282e+08 ; 6.766139e+08 + i -2.066551e+09 ; 1.375789e+08 + i 1.551920e+08 ; 4.907122e+09 + i -1.965550e+09 ; -2.714578e+09 + i 1.962102e+09 ; -8.937004e+07 + i -1.107792e+08 ; -8.936915e+07 + i -1.107773e+08 ; -6.222997e+08 + i -6.120518e+08 ; 1.675249e+09 + i -8.758663e+08 ; 1.675249e+09 + i -8.758651e+08 ; 
-1.735914e+06 + i 2.766801e+07 ; -4.012121e+08 + i 2.470394e+08 ; -9.749776e+05 + i -8.188697e+06 ; 5.345214e+07 + i 8.674811e+07 ; -1.726063e+09 + i 7.512543e+08 ; 2.948454e+06 + i -1.237711e+07 ; -4.392092e+08 + i 4.081210e+07 ; -2.956553e+08 + i 6.431153e+07 ; 6.779904e+06 + i 1.315537e+06 ; -1.509138e+09 + i 6.161931e+08 ; -4.641317e+08 + i -1.236660e+08 ; 2.524470e+07 + i 2.698568e+07 ; 2.181011e+06 + i 2.747701e+07 ; -3.268814e+08 + i 2.102369e+08 ; -1.508869e+07 + i -1.745168e+07 ; 4.464224e+07 + i 6.603612e+07 ; -1.076723e+09 + i 5.534677e+08 ; -3.265754e+07 + i -4.570894e+07 ; -3.225258e+08 + i 5.980377e+07 ; -2.570601e+08 + i 7.288586e+07 ; 8.118404e+07 + i -6.800686e+07 ; -8.379059e+08 + i 3.924088e+08 ; -4.652515e+08 + i -1.000021e+07 ; 4.741855e+08 + i -2.371731e+08 ; 4.378112e+07 + i -9.711149e+06 ; -4.066636e+10 + i 1.017647e+10 ; 5.453451e+07 + i 4.385635e+05 ; -1.493295e+08 + i -2.160661e+08 ; -8.866731e+09 + i 3.979160e+09 ; 3.020618e+07 + i -1.471044e+07 ; 2.354499e+08 + i 3.683616e+08 ; 1.838529e+10 + i -7.300849e+09 ; 2.539816e+08 + i 3.988222e+08 ; 4.898436e+09 + i -1.979461e+09 ; 6.658179e+08 + i -2.086089e+09 ; 1.356620e+08 + i 1.512057e+08 ; 2.092011e+07 + i -2.296561e+07 ; -8.858512e+09 + i 3.992741e+09 ; -1.461449e+08 + i -2.125311e+08 ; -1.036607e+08 + i -1.313284e+08 ; -2.746099e+09 + i 1.931053e+09 ; -1.002508e+08 + i -1.259730e+08 ; 1.196701e+08 + i 1.277544e+08 ; 6.662018e+08 + i -2.078604e+09 ; 4.900574e+09 + i -1.973180e+09 ; 1.667447e+09 + i -8.892188e+08 ; -6.327963e+08 + i -6.278130e+08 ; 1.670879e+09 + i -8.806072e+08 ; 
-1.735560e+06 + i 2.766703e+07 ; -9.749940e+05 + i -8.188697e+06 ; -4.012115e+08 + i 2.470391e+08 ; 5.345219e+07 + i 8.674826e+07 ; 2.948476e+06 + i -1.237712e+07 ; -1.726062e+09 + i 7.512519e+08 ; 2.181219e+06 + i 2.747635e+07 ; -1.508875e+07 + i -1.745178e+07 ; -3.268810e+08 + i 2.102376e+08 ; 4.464215e+07 + i 6.603624e+07 ; -3.265761e+07 + i -4.570932e+07 ; -1.076730e+09 + i 5.534675e+08 ; -4.392091e+08 + i 4.081218e+07 ; 6.779847e+06 + i 1.315326e+06 ; -2.956598e+08 + i 6.431215e+07 ; -1.509138e+09 + i 6.161932e+08 ; 2.524465e+07 + i 2.698526e+07 ; -4.641421e+08 + i -1.236662e+08 ; -3.225251e+08 + i 5.980331e+07 ; 8.118401e+07 + i -6.800685e+07 ; -2.570601e+08 + i 7.288586e+07 ; -8.379058e+08 + i 3.924091e+08 ; 4.741855e+08 + i -2.371731e+08 ; -4.652513e+08 + i -1.000121e+07 ; 4.378001e+07 + i -9.707413e+06 ; 5.453445e+07 + i 4.385574e+05 ; -4.066636e+10 + i 1.017647e+10 ; -1.493293e+08 + i -2.160658e+08 ; 3.020606e+07 + i -1.471046e+07 ; -8.866734e+09 + i 3.979167e+09 ; 2.091943e+07 + i -2.296282e+07 ; -1.461451e+08 + i -2.125334e+08 ; -8.858600e+09 + i 3.992729e+09 ; -1.036603e+08 + i -1.313270e+08 ; -1.002512e+08 + i -1.259745e+08 ; -2.746138e+09 + i 1.931062e+09 ; 2.354494e+08 + i 3.683614e+08 ; 2.539815e+08 + i 3.988208e+08 ; 1.838525e+10 + i -7.300851e+09 ; 4.898436e+09 + i -1.979461e+09 ; 1.356618e+08 + i 1.512045e+08 ; 6.657884e+08 + i -2.086085e+09 ; 1.196680e+08 + i 1.277565e+08 ; 4.900574e+09 + i -1.973180e+09 ; 6.662028e+08 + i -2.078603e+09 ; 1.667446e+09 + i -8.892189e+08 ; 1.670879e+09 + i -8.806072e+08 ; -6.327973e+08 + i -6.278053e+08 ; 
4.202677e+08 + i -2.170827e+07 ; -7.773182e+06 + i -9.225523e+05 ; -7.773209e+06 + i -9.224336e+05 ; 1.061141e+09 + i -1.344408e+08 ; -2.243658e+07 + i -1.476153e+07 ; -2.243663e+07 + i -1.476054e+07 ; 3.410592e+08 + i -5.547058e+07 ; -9.731042e+07 + i 7.862488e+07 ; -6.361463e+06 + i 3.715211e+05 ; 6.807723e+08 + i -2.188101e+08 ; -3.268086e+08 + i 2.027057e+08 ; -1.727173e+07 + i -7.856627e+06 ; 3.410594e+08 + i -5.547066e+07 ; -6.362987e+06 + i 3.717258e+05 ; -9.731047e+07 + i 7.862482e+07 ; 6.807726e+08 + i -2.188092e+08 ; -1.727587e+07 + i -7.857004e+06 ; -3.268086e+08 + i 2.027055e+08 ; 2.759724e+08 + i -7.373560e+07 ; -8.062664e+07 + i 6.891884e+07 ; -8.062674e+07 + i 6.891862e+07 ; 4.462425e+08 + i -2.247820e+08 ; -2.395652e+08 + i 1.622130e+08 ; -2.395652e+08 + i 1.622126e+08 ; 1.839573e+10 + i -7.283631e+09 ; -2.530447e+08 + i -3.978227e+08 ; -2.530444e+08 + i -3.978204e+08 ; -4.067750e+10 + i 1.016714e+10 ; -5.440623e+07 + i -6.997206e+05 ; -5.440543e+07 + i -7.011358e+05 ; 6.763498e+08 + i -2.066271e+09 ; -4.892597e+09 + i 1.967356e+09 ; -1.353245e+08 + i -1.500593e+08 ; -8.868317e+09 + i 3.984456e+09 ; 1.446399e+08 + i 2.111542e+08 ; -3.001626e+07 + i 1.495237e+07 ; 6.763493e+08 + i -2.066266e+09 ; -1.353475e+08 + i -1.500628e+08 ; -4.892597e+09 + i 1.967355e+09 ; -8.868316e+09 + i 3.984458e+09 ; -3.002466e+07 + i 1.495424e+07 ; 1.446394e+08 + i 2.111537e+08 ; -6.224595e+08 + i -6.118097e+08 ; -1.666004e+09 + i 8.809838e+08 ; -1.666004e+09 + i 8.809828e+08 ; -2.747256e+09 + i 1.935753e+09 ; 1.003395e+08 + i 1.261458e+08 ; 1.003393e+08 + i 1.261439e+08 ; 
-1.009959e+07 + i -1.208856e+07 ; -1.561668e+08 + i 9.837129e+07 ; -2.159002e+06 + i -5.027465e+06 ; -1.682658e+07 + i -1.296637e+07 ; -4.012276e+08 + i 2.470321e+08 ; -2.038882e+06 + i -9.487080e+06 ; -1.479938e+08 + i -8.996952e+06 ; -1.376049e+08 + i 5.727257e+07 ; -3.876816e+05 + i -2.961800e+06 ; -4.193047e+08 + i 5.497824e+07 ; -2.956660e+08 + i 6.431002e+07 ; 2.991218e+06 + i -2.394956e+06 ; -9.217505e+06 + i -8.697207e+06 ; -1.391664e+08 + i 9.107917e+07 ; -6.604378e+06 + i -7.549947e+06 ; -1.144520e+07 + i -4.547910e+06 ; -3.268949e+08 + i 2.102328e+08 ; -1.493175e+07 + i -1.924944e+07 ; -1.264825e+08 + i -2.441453e+06 ; -1.249180e+08 + i 5.606659e+07 ; 1.972248e+07 + i -2.079511e+07 ; -3.128598e+08 + i 5.690467e+07 ; -2.570683e+08 + i 7.288635e+07 ; 8.543238e+07 + i -6.187454e+07 ; 1.405458e+08 + i 2.048750e+08 ; -8.866737e+09 + i 3.979219e+09 ; 3.032764e+07 + i -1.426016e+07 ; -5.506484e+07 + i -4.113251e+06 ; -4.067833e+10 + i 1.015688e+10 ; 5.483869e+07 + i 1.479856e+06 ; -4.875504e+09 + i 1.934083e+09 ; 6.659435e+08 + i -2.086149e+09 ; 1.356648e+08 + i 1.514757e+08 ; -2.513093e+08 + i -4.013911e+08 ; 1.838430e+10 + i -7.312091e+09 ; 2.533269e+08 + i 3.993654e+08 ; 9.692173e+07 + i 1.205839e+08 ; -2.746095e+09 + i 1.931077e+09 ; -9.983271e+07 + i -1.254689e+08 ; -3.087984e+07 + i 1.164275e+07 ; -8.869641e+09 + i 3.974977e+09 ; -1.436154e+08 + i -2.103186e+08 ; -1.664653e+09 + i 8.607498e+08 ; -6.327656e+08 + i -6.278413e+08 ; 1.668627e+09 + i -8.779152e+08 ; -1.350719e+08 + i -1.544580e+08 ; 6.646554e+08 + i -2.089850e+09 ; 4.895931e+09 + i -1.963597e+09 ; 
-1.009946e+07 + i -1.208868e+07 ; -2.159009e+06 + i -5.027466e+06 ; -1.561669e+08 + i 9.837151e+07 ; -1.682670e+07 + i -1.296586e+07 ; -2.038872e+06 + i -9.487089e+06 ; -4.012283e+08 + i 2.470327e+08 ; -9.217395e+06 + i -8.697231e+06 ; -6.604403e+06 + i -7.549958e+06 ; -1.391660e+08 + i 9.107955e+07 ; -1.144530e+07 + i -4.547460e+06 ; -1.493181e+07 + i -1.924956e+07 ; -3.268964e+08 + i 2.102338e+08 ; -1.479938e+08 + i -8.996920e+06 ; -3.877131e+05 + i -2.961899e+06 ; -1.376068e+08 + i 5.727300e+07 ; -4.193048e+08 + i 5.497824e+07 ; 2.991181e+06 + i -2.395179e+06 ; -2.956704e+08 + i 6.431071e+07 ; -1.264824e+08 + i -2.441439e+06 ; 1.972247e+07 + i -2.079510e+07 ; -1.249182e+08 + i 5.606653e+07 ; -3.128599e+08 + i 5.690516e+07 ; 8.543238e+07 + i -6.187454e+07 ; -2.570684e+08 + i 7.288612e+07 ; 1.405459e+08 + i 2.048750e+08 ; 3.032752e+07 + i -1.426017e+07 ; -8.866739e+09 + i 3.979227e+09 ; -5.506421e+07 + i -4.115607e+06 ; 5.483862e+07 + i 1.479835e+06 ; -4.067833e+10 + i 1.015688e+10 ; 9.692155e+07 + i 1.205837e+08 ; -9.983312e+07 + i -1.254705e+08 ; -2.746134e+09 + i 1.931087e+09 ; -3.087951e+07 + i 1.164138e+07 ; -1.436157e+08 + i -2.103210e+08 ; -8.869731e+09 + i 3.974967e+09 ; -4.875504e+09 + i 1.934083e+09 ; 1.356646e+08 + i 1.514746e+08 ; 6.659145e+08 + i -2.086145e+09 ; -2.513091e+08 + i -4.013911e+08 ; 2.533268e+08 + i 3.993641e+08 ; 1.838425e+10 + i -7.312093e+09 ; -1.664653e+09 + i 8.607501e+08 ; 1.668627e+09 + i -8.779153e+08 ; -6.327643e+08 + i -6.278328e+08 ; -1.350710e+08 + i -1.544589e+08 ; 4.895931e+09 + i -1.963597e+09 ; 6.646558e+08 + i -2.089848e+09 ; 
6.807475e+08 + i -2.188354e+08 ; 3.155304e+08 + i -2.139192e+08 ; -3.199116e+07 + i -2.281281e+07 ; 1.288303e+09 + i -8.025580e+08 ; 1.487081e+09 + i -6.161942e+08 ; -6.403313e+07 + i -7.932215e+07 ; 1.061127e+09 + i -1.344271e+08 ; 4.032074e+07 + i 3.294137e+07 ; -4.043124e+07 + i -3.329208e+07 ; 3.518434e+09 + i -1.436824e+09 ; 8.876801e+07 + i 1.300085e+08 ; -8.902871e+07 + i -1.315244e+08 ; 4.462314e+08 + i -2.247895e+08 ; 2.329505e+08 + i -1.660366e+08 ; -2.338512e+08 + i 1.671927e+08 ; 5.022757e+08 + i -4.802484e+08 ; 8.242024e+08 + i -3.927390e+08 ; -8.278512e+08 + i 3.960626e+08 ; 6.807739e+08 + i -2.187810e+08 ; 3.188245e+07 + i 2.255801e+07 ; -3.167561e+08 + i 2.154354e+08 ; 1.288235e+09 + i -8.022897e+08 ; 6.375065e+07 + i 7.853402e+07 ; -1.493835e+09 + i 6.217059e+08 ; -8.827580e+09 + i 4.026036e+09 ; 1.285283e+08 + i 1.981485e+08 ; 3.102829e+07 + i -7.946105e+06 ; 6.762183e+08 + i -2.065670e+09 ; -4.875333e+09 + i 1.939362e+09 ; 1.371790e+08 + i 1.550109e+08 ; -4.062572e+10 + i 1.023303e+10 ; -5.527443e+07 + i -7.986611e+06 ; 5.509145e+07 + i 7.851636e+06 ; 1.839555e+10 + i -7.283635e+09 ; -2.498129e+08 + i -4.063893e+08 ; 2.541586e+08 + i 4.031143e+08 ; -2.714641e+09 + i 1.962112e+09 ; 8.827412e+07 + i 1.111080e+08 ; -8.912799e+07 + i -1.106448e+08 ; -6.223775e+08 + i -6.117213e+08 ; -1.664847e+09 + i 8.653871e+08 ; 1.672481e+09 + i -8.728565e+08 ; -8.827487e+09 + i 4.026030e+09 ; -3.110351e+07 + i 7.858818e+06 ; -1.318536e+08 + i -1.939601e+08 ; 6.765898e+08 + i -2.066550e+09 ; -1.360156e+08 + i -1.553114e+08 ; 4.898574e+09 + i -1.957964e+09 ; 
4.383285e+08 + i -4.027207e+07 ; -2.955891e+08 + i 6.424529e+07 ; -6.764891e+06 + i -1.316961e+06 ; 1.506636e+09 + i -6.137011e+08 ; -4.640023e+08 + i -1.239442e+08 ; -2.517221e+07 + i -2.694746e+07 ; 1.603251e+06 + i -2.738152e+07 ; -4.012253e+08 + i 2.470305e+08 ; 9.669802e+05 + i 8.173880e+06 ; -5.375143e+07 + i -8.566531e+07 ; -1.726109e+09 + i 7.512423e+08 ; -2.952281e+06 + i 1.235215e+07 ; 3.219102e+08 + i -5.934449e+07 ; -2.570152e+08 + i 7.283317e+07 ; -8.106826e+07 + i 6.780989e+07 ; 8.365557e+08 + i -3.909272e+08 ; -4.651908e+08 + i -1.015946e+07 ; -4.733931e+08 + i 2.363460e+08 ; -2.244439e+06 + i -2.724818e+07 ; -3.268932e+08 + i 2.102301e+08 ; 1.504543e+07 + i 1.742739e+07 ; -4.471161e+07 + i -6.547289e+07 ; -1.076754e+09 + i 5.534618e+08 ; 3.255796e+07 + i 4.564003e+07 ; -2.324704e+08 + i -3.728170e+08 ; 1.838528e+10 + i -7.300919e+09 ; -2.531637e+08 + i -3.981771e+08 ; -4.890353e+09 + i 1.972629e+09 ; 6.654290e+08 + i -2.085210e+09 ; -1.352803e+08 + i -1.509997e+08 ; -4.414864e+07 + i 9.510604e+06 ; -4.066637e+10 + i 1.017646e+10 ; -5.443427e+07 + i -4.728741e+05 ; 1.465962e+08 + i 2.207363e+08 ; -8.866600e+09 + i 3.979204e+09 ; -3.016080e+07 + i 1.466523e+07 ; -1.191764e+08 + i -1.285128e+08 ; 6.662508e+08 + i -2.078605e+09 ; -4.892042e+09 + i 1.965600e+09 ; -1.664782e+09 + i 8.864603e+08 ; -6.328633e+08 + i -6.274703e+08 ; -1.668131e+09 + i 8.775835e+08 ; -2.112018e+07 + i 2.289866e+07 ; -8.858511e+09 + i 3.992734e+09 ; 1.456893e+08 + i 2.121996e+08 ; 1.031908e+08 + i 1.320720e+08 ; -2.746072e+09 + i 1.931048e+09 ; 9.995278e+07 + i 1.257871e+08 ; 
2.165595e+06 + i 2.742958e+07 ; 1.493765e+07 + i 1.736231e+07 ; -3.268803e+08 + i 2.102374e+08 ; 4.453207e+07 + i 6.595899e+07 ; 3.231840e+07 + i 4.545392e+07 ; -1.076730e+09 + i 5.534700e+08 ; -1.749266e+06 + i 2.761981e+07 ; 9.487493e+05 + i 8.135911e+06 ; -4.012118e+08 + i 2.470393e+08 ; 5.330888e+07 + i 8.663645e+07 ; -2.942233e+06 + i 1.228536e+07 ; -1.726063e+09 + i 7.512503e+08 ; -3.219681e+08 + i 5.949056e+07 ; -8.078999e+07 + i 6.735925e+07 ; -2.570602e+08 + i 7.288545e+07 ; -8.366786e+08 + i 3.912036e+08 ; -4.713430e+08 + i 2.344427e+08 ; -4.652518e+08 + i -1.000215e+07 ; -4.384320e+08 + i 4.044122e+07 ; -6.785449e+06 + i -1.260181e+06 ; -2.956599e+08 + i 6.431170e+07 ; -1.506782e+09 + i 6.140277e+08 ; -2.512286e+07 + i -2.657463e+07 ; -4.641433e+08 + i -1.236676e+08 ; 2.094774e+07 + i -2.286105e+07 ; 1.445823e+08 + i 2.113425e+08 ; -8.858618e+09 + i 3.992771e+09 ; -1.032888e+08 + i -1.310897e+08 ; 9.921018e+07 + i 1.252853e+08 ; -2.746141e+09 + i 1.931084e+09 ; 4.372496e+07 + i -9.646112e+06 ; -5.416436e+07 + i -5.572783e+05 ; -4.066637e+10 + i 1.017646e+10 ; -1.488307e+08 + i -2.157224e+08 ; -3.007252e+07 + i 1.452488e+07 ; -8.866742e+09 + i 3.979174e+09 ; 1.187916e+08 + i 1.284216e+08 ; -4.869333e+09 + i 1.946850e+09 ; 6.662041e+08 + i -2.078603e+09 ; 1.664716e+09 + i -8.861771e+08 ; -1.660489e+09 + i 8.698116e+08 ; -6.327944e+08 + i -6.278038e+08 ; 2.347410e+08 + i 3.678057e+08 ; -2.512367e+08 + i -3.965381e+08 ; 1.838525e+10 + i -7.300851e+09 ; 4.890751e+09 + i -1.972479e+09 ; -1.338754e+08 + i -1.513058e+08 ; 6.657921e+08 + i -2.086079e+09 ; 
3.410651e+08 + i -5.544310e+07 ; 9.677703e+07 + i -7.770188e+07 ; -6.349079e+06 + i 3.650413e+05 ; 6.808070e+08 + i -2.187182e+08 ; 3.249081e+08 + i -2.001897e+08 ; -1.723053e+07 + i -7.856874e+06 ; 4.202686e+08 + i -2.170534e+07 ; 7.684227e+06 + i 1.064613e+06 ; -7.757096e+06 + i -9.262353e+05 ; 1.061130e+09 + i -1.344299e+08 ; 2.217131e+07 + i 1.505008e+07 ; -2.238023e+07 + i -1.474776e+07 ; 2.759770e+08 + i -7.371246e+07 ; 8.020009e+07 + i -6.812337e+07 ; -8.052436e+07 + i 6.871707e+07 ; 4.462620e+08 + i -2.247157e+08 ; 2.382202e+08 + i -1.602674e+08 ; -2.392262e+08 + i 1.616974e+08 ; 3.410596e+08 + i -5.546835e+07 ; 6.301147e+06 + i -2.418645e+05 ; -9.718303e+07 + i 7.839049e+07 ; 6.807631e+08 + i -2.187995e+08 ; 1.711651e+07 + i 8.087823e+06 ; -3.263305e+08 + i 2.020392e+08 ; 6.763364e+08 + i -2.065090e+09 ; 4.862017e+09 + i -1.940900e+09 ; -1.349249e+08 + i -1.498817e+08 ; -8.868346e+09 + i 3.984436e+09 ; -1.430015e+08 + i -2.167997e+08 ; -2.996960e+07 + i 1.489356e+07 ; 1.839557e+10 + i -7.283615e+09 ; 2.501477e+08 + i 4.023773e+08 ; -2.522140e+08 + i -3.972343e+08 ; -4.067750e+10 + i 1.016714e+10 ; 5.405422e+07 + i 8.157567e+05 ; -5.429685e+07 + i -7.448971e+05 ; -6.223753e+08 + i -6.113970e+08 ; 1.655980e+09 + i -8.703918e+08 ; -1.663444e+09 + i 8.778853e+08 ; -2.747311e+09 + i 1.935755e+09 ; -9.956553e+07 + i -1.266282e+08 ; 1.000326e+08 + i 1.259738e+08 ; 6.763271e+08 + i -2.066248e+09 ; 1.342530e+08 + i 1.504564e+08 ; -4.884572e+09 + i 1.959477e+09 ; -8.868316e+09 + i 3.984457e+09 ; 3.000069e+07 + i -1.482995e+07 ; 1.441750e+08 + i 2.108506e+08 ; 
1.477529e+08 + i 8.979005e+06 ; -1.376171e+08 + i 5.729912e+07 ; 3.843715e+05 + i 2.956252e+06 ; 4.186478e+08 + i -5.480518e+07 ; -2.956963e+08 + i 6.439732e+07 ; -2.987782e+06 + i 2.387462e+06 ; 1.010901e+07 + i 1.194291e+07 ; -1.561692e+08 + i 9.837364e+07 ; 2.150544e+06 + i 5.019585e+06 ; 1.685140e+07 + i 1.261023e+07 ; -4.012249e+08 + i 2.470373e+08 ; 2.026676e+06 + i 9.470836e+06 ; 1.262752e+08 + i 2.434664e+06 ; -1.249260e+08 + i 5.609058e+07 ; -1.970070e+07 + i 2.073799e+07 ; 3.123683e+08 + i -5.674876e+07 ; -2.570792e+08 + i 7.295355e+07 ; -8.531484e+07 + i 6.168274e+07 ; 9.218858e+06 + i 8.575401e+06 ; -1.391671e+08 + i 9.108118e+07 ; 6.585181e+06 + i 7.540438e+06 ; 1.145040e+07 + i 4.294379e+06 ; -3.268886e+08 + i 2.102352e+08 ; 1.488660e+07 + i 1.922371e+07 ; 4.868355e+09 + i -1.927077e+09 ; 6.659374e+08 + i -2.084970e+09 ; -1.352737e+08 + i -1.512855e+08 ; 2.504467e+08 + i 4.076366e+08 ; 1.838426e+10 + i -7.312093e+09 ; -2.525047e+08 + i -3.987868e+08 ; -1.400138e+08 + i -2.113785e+08 ; -8.866588e+09 + i 3.979191e+09 ; -3.028260e+07 + i 1.421600e+07 ; 5.499245e+07 + i 4.113908e+06 ; -4.067832e+10 + i 1.015689e+10 ; -5.473655e+07 + i -1.510162e+06 ; 1.662224e+09 + i -8.579569e+08 ; -6.326790e+08 + i -6.274219e+08 ; -1.666057e+09 + i 8.748233e+08 ; 1.349769e+08 + i 1.554285e+08 ; 6.646997e+08 + i -2.089844e+09 ; -4.887896e+09 + i 1.955725e+09 ; -9.691076e+07 + i -1.215800e+08 ; -2.746074e+09 + i 1.931059e+09 ; 9.953434e+07 + i 1.253036e+08 ; 3.098902e+07 + i -1.165828e+07 ; -8.869639e+09 + i 3.974974e+09 ; 1.431602e+08 + i 2.100212e+08 ; 
