-4.293732e+10 + i 1.302848e+10 ; 8.928396e+07 + i 9.799561e+06 ; 8.927996e+07 + i 9.802029e+06 ; 1.958335e+10 + i -9.476726e+09 ; 2.844258e+08 + i 5.609212e+08 ; 2.844279e+08 + i 5.609152e+08 ; -9.366142e+09 + i 5.239167e+09 ; -1.683008e+08 + i -2.976724e+08 ; 5.506552e+07 + i -1.707264e+07 ; 6.392029e+08 + i -2.835772e+09 ; 5.243906e+09 + i -2.563957e+09 ; 1.726962e+08 + i 2.188812e+08 ; -9.366145e+09 + i 5.239169e+09 ; 5.508606e+07 + i -1.707060e+07 ; -1.682999e+08 + i -2.976704e+08 ; 6.391971e+08 + i -2.835766e+09 ; 1.727414e+08 + i 2.189080e+08 ; 5.243905e+09 + i -2.563955e+09 ; -2.844171e+09 + i 2.587816e+09 ; -1.233501e+08 + i -1.797674e+08 ; -1.233509e+08 + i -1.797615e+08 ; -8.188682e+08 + i -8.982754e+08 ; 1.777733e+09 + i -1.165198e+09 ; 1.777732e+09 + i -1.165195e+09 ; 1.146288e+09 + i -1.525941e+08 ; 3.206222e+07 + i 2.262048e+07 ; 3.206339e+07 + i 2.261873e+07 ; 4.464444e+08 + i -1.780688e+07 ; 1.261389e+07 + i 1.741961e+06 ; 1.261381e+07 + i 1.741667e+06 ; 7.530982e+08 + i -2.748622e+08 ; 3.475514e+08 + i -2.699605e+08 ; 2.593215e+07 + i 1.250051e+07 ; 3.741171e+08 + i -6.065572e+07 ; 1.011659e+08 + i -1.060645e+08 ; 1.072871e+07 + i -2.488936e+05 ; 7.530972e+08 + i -2.748597e+08 ; 2.594028e+07 + i 1.250491e+07 ; 3.475516e+08 + i -2.699600e+08 ; 3.741168e+08 + i -6.065562e+07 ; 1.073239e+07 + i -2.479622e+05 ; 1.011660e+08 + i -1.060642e+08 ; 5.007314e+08 + i -2.922955e+08 ; 2.533835e+08 + i -2.169891e+08 ; 2.533837e+08 + i -2.169890e+08 ; 3.104719e+08 + i -8.625671e+07 ; 8.324356e+07 + i -9.318964e+07 ; 8.324349e+07 + i -9.318930e+07 ; 
1.246286e+08 + i 1.850481e+08 ; 1.212476e+08 + i 1.767393e+08 ; -2.840670e+09 + i 2.581384e+09 ; -4.239938e+07 + i 2.859409e+07 ; 1.674776e+08 + i 2.950835e+08 ; -9.352880e+09 + i 5.250812e+09 ; 1.688742e+08 + i 3.022537e+08 ; -5.458138e+07 + i 1.641792e+07 ; -9.361784e+09 + i 5.232206e+09 ; -7.456428e+07 + i 5.369365e+06 ; -8.828414e+07 + i -9.261142e+06 ; -4.292208e+10 + i 1.304188e+10 ; -1.753131e+09 + i 1.157205e+09 ; -1.755436e+09 + i 1.144804e+09 ; -8.303563e+08 + i -9.215599e+08 ; -1.502082e+08 + i -1.871732e+08 ; -5.171389e+09 + i 2.529428e+09 ; 6.266332e+08 + i -2.853930e+09 ; -5.172104e+09 + i 2.539450e+09 ; -1.695037e+08 + i -2.193463e+08 ; 6.286484e+08 + i -2.863874e+09 ; -2.585294e+08 + i -5.133432e+08 ; -2.810130e+08 + i -5.537743e+08 ; 1.957183e+10 + i -9.501043e+09 ; -5.083253e+07 + i -9.256718e+07 ; 3.794513e+07 + i 6.371995e+07 ; -1.133797e+09 + i 7.291731e+08 ; 5.761900e+06 + i -3.660888e+07 ; 1.867965e+07 + i 2.470751e+07 ; -3.411133e+08 + i 2.784432e+08 ; -5.871348e+07 + i -1.202528e+08 ; -8.918603e+06 + i 1.612634e+07 ; -1.823797e+09 + i 9.841419e+08 ; 1.193072e+07 + i -3.556148e+07 ; -1.225289e+06 + i 1.151956e+07 ; -4.200872e+08 + i 3.268950e+08 ; 8.862635e+08 + i -5.076084e+08 ; -4.989974e+08 + i 3.081019e+08 ; -5.277399e+08 + i -3.389472e+07 ; 3.502299e+08 + i -6.869993e+07 ; -8.347931e+07 + i 9.041477e+07 ; -2.934636e+08 + i 9.018948e+07 ; 1.597661e+09 + i -7.898010e+08 ; -3.228567e+07 + i -3.779247e+07 ; -5.190746e+08 + i -1.874134e+08 ; 4.710759e+08 + i -3.955929e+07 ; -1.063491e+07 + i -2.144994e+06 ; -3.358568e+08 + i 7.637188e+07 ; 
-9.366310e+09 + i 5.239176e+09 ; 5.499470e+07 + i -1.697983e+07 ; 1.615602e+08 + i 3.032534e+08 ; 6.383391e+08 + i -2.834159e+09 ; 1.713826e+08 + i 2.198995e+08 ; -5.183283e+09 + i 2.537190e+09 ; -2.844232e+09 + i 2.587856e+09 ; -1.230559e+08 + i -1.792512e+08 ; 1.216054e+08 + i 1.794696e+08 ; -8.190006e+08 + i -8.975547e+08 ; 1.771864e+09 + i -1.160700e+09 ; -1.756662e+09 + i 1.152174e+09 ; -4.293730e+10 + i 1.302843e+10 ; 8.910224e+07 + i 9.695230e+06 ; -8.935647e+07 + i -1.020928e+07 ; 1.958309e+10 + i -9.476880e+09 ; 2.838982e+08 + i 5.598395e+08 ; -2.765606e+08 + i -5.635647e+08 ; -9.366188e+09 + i 5.239153e+09 ; -1.683130e+08 + i -2.975353e+08 ; -5.490607e+07 + i 1.680397e+07 ; 6.391394e+08 + i -2.835665e+09 ; 5.227117e+09 + i -2.555364e+09 ; -1.695788e+08 + i -2.197765e+08 ; 7.531342e+08 + i -2.747263e+08 ; 2.581402e+07 + i 1.261687e+07 ; -3.433745e+08 + i 2.667214e+08 ; 3.741010e+08 + i -6.061501e+07 ; 1.069059e+07 + i -1.920044e+05 ; -9.993548e+07 + i 1.047421e+08 ; 5.007634e+08 + i -2.921932e+08 ; 2.525561e+08 + i -2.161637e+08 ; -2.502841e+08 + i 2.142946e+08 ; 3.104622e+08 + i -8.621818e+07 ; 8.297791e+07 + i -9.283915e+07 ; -8.221097e+07 + i 9.199545e+07 ; 1.146291e+09 + i -1.525926e+08 ; 3.201041e+07 + i 2.258936e+07 ; -3.154744e+07 + i -2.285129e+07 ; 4.464523e+08 + i -1.780074e+07 ; 1.259774e+07 + i 1.753446e+06 ; -1.242526e+07 + i -1.919108e+06 ; 7.531156e+08 + i -2.748491e+08 ; 3.464826e+08 + i -2.690368e+08 ; -2.547267e+07 + i -1.284162e+07 ; 3.741270e+08 + i -6.064642e+07 ; 1.008657e+08 + i -1.057017e+08 ; -1.055118e+07 + i 3.785001e+04 ; 
5.549877e+07 + i -1.254440e+07 ; -9.365176e+09 + i 5.226349e+09 ; 1.603349e+08 + i 3.019439e+08 ; -1.205265e+08 + i -1.719668e+08 ; -2.840575e+09 + i 2.581369e+09 ; 1.210329e+08 + i 1.785130e+08 ; 1.710858e+08 + i 2.265738e+08 ; 6.270144e+08 + i -2.867541e+09 ; -5.187452e+09 + i 2.531793e+09 ; 1.778220e+09 + i -1.143314e+09 ; -8.304851e+08 + i -9.208551e+08 ; -1.759891e+09 + i 1.147789e+09 ; 8.949922e+07 + i 1.426867e+07 ; -4.293525e+10 + i 1.301490e+10 ; -8.980433e+07 + i -1.134812e+07 ; -1.659465e+08 + i -2.896266e+08 ; -9.361718e+09 + i 5.232143e+09 ; -5.518741e+07 + i 1.584827e+07 ; 2.833428e+08 + i 5.666948e+08 ; 1.957375e+10 + i -9.516162e+09 ; -2.766301e+08 + i -5.657242e+08 ; 5.233407e+09 + i -2.536223e+09 ; 6.286532e+08 + i -2.863756e+09 ; -1.696414e+08 + i -2.217809e+08 ; 1.724791e+07 + i 7.957094e+06 ; -3.411365e+08 + i 2.784293e+08 ; 1.793296e+07 + i 2.717059e+07 ; 1.218357e+07 + i 1.380894e+07 ; -1.457850e+08 + i 1.204838e+08 ; 8.222905e+06 + i 1.077336e+07 ; 3.408520e+08 + i -6.831767e+07 ; -2.934533e+08 + i 9.023550e+07 ; -8.872244e+07 + i 8.207192e+07 ; 1.356396e+08 + i 7.811726e+06 ; -1.405956e+08 + i 7.347675e+07 ; -1.973934e+07 + i 2.798406e+07 ; 2.328454e+07 + i 1.996246e+07 ; -4.201131e+08 + i 3.268729e+08 ; 6.815152e+04 + i 1.325799e+07 ; 1.248141e+07 + i 1.838808e+07 ; -1.636659e+08 + i 1.300218e+08 ; 1.809372e+06 + i 7.289847e+06 ; 4.534230e+08 + i -6.336804e+07 ; -3.358448e+08 + i 7.638000e+07 ; -5.668055e+06 + i 2.974732e+06 ; 1.564485e+08 + i 1.642624e+07 ; -1.547367e+08 + i 7.451919e+07 ; -3.576015e+05 + i 4.222805e+06 ; 
-2.779681e+08 + i -5.749974e+08 ; -2.786009e+08 + i -5.703102e+08 ; 1.957385e+10 + i -9.516218e+09 ; -5.233105e+09 + i 2.536482e+09 ; -1.719110e+08 + i -2.221457e+08 ; 6.277897e+08 + i -2.862293e+09 ; -1.715884e+08 + i -2.268334e+08 ; -5.231009e+09 + i 2.550187e+09 ; 6.270110e+08 + i -2.867550e+09 ; -1.778274e+09 + i 1.143990e+09 ; -1.775165e+09 + i 1.156958e+09 ; -8.306915e+08 + i -9.202349e+08 ; -8.997480e+07 + i -1.461482e+07 ; -9.002768e+07 + i -1.118382e+07 ; -4.293526e+10 + i 1.301491e+10 ; 1.604205e+08 + i 2.977784e+08 ; -5.550354e+07 + i 1.596960e+07 ; -9.361413e+09 + i 5.232276e+09 ; -5.574285e+07 + i 1.248514e+07 ; 1.615589e+08 + i 3.043838e+08 ; -9.364908e+09 + i 5.226365e+09 ; 1.200035e+08 + i 1.736853e+08 ; 1.219631e+08 + i 1.800201e+08 ; -2.840292e+09 + i 2.581387e+09 ; -4.536902e+08 + i 6.360626e+07 ; -5.787707e+06 + i 3.103108e+06 ; -3.359758e+08 + i 7.646818e+07 ; -1.565931e+08 + i -1.633347e+07 ; -3.826338e+05 + i 4.294457e+06 ; -1.547630e+08 + i 7.456013e+07 ; -3.410252e+08 + i 6.855492e+07 ; -8.954808e+07 + i 8.277949e+07 ; -2.935550e+08 + i 9.031580e+07 ; -1.357654e+08 + i -7.716257e+06 ; -1.993277e+07 + i 2.823549e+07 ; -1.406208e+08 + i 7.351470e+07 ; -2.371757e+07 + i -1.966329e+07 ; 7.802470e+04 + i 1.337230e+07 ; -4.201358e+08 + i 3.268652e+08 ; -1.266642e+07 + i -1.829409e+07 ; 1.828122e+06 + i 7.352582e+06 ; -1.636789e+08 + i 1.300150e+08 ; -1.751004e+07 + i -7.692656e+06 ; 1.807074e+07 + i 2.740234e+07 ; -3.411491e+08 + i 2.784218e+08 ; -1.233261e+07 + i -1.371344e+07 ; 8.288619e+06 + i 1.086688e+07 ; -1.457975e+08 + i 1.204775e+08 ; 
6.388293e+08 + i -2.833339e+09 ; -1.725728e+08 + i -2.263893e+08 ; 5.179435e+09 + i -2.517868e+09 ; -9.312855e+09 + i 5.299351e+09 ; -5.412984e+07 + i 7.401877e+06 ; -1.495717e+08 + i -2.826402e+08 ; -8.187229e+08 + i -8.972498e+08 ; -1.775697e+09 + i 1.146381e+09 ; 1.760783e+09 + i -1.137954e+09 ; -2.799177e+09 + i 2.626833e+09 ; 1.097734e+08 + i 1.568350e+08 ; -1.089968e+08 + i -1.579162e+08 ; 1.958305e+10 + i -9.476867e+09 ; -2.846659e+08 + i -5.657123e+08 ; 2.794920e+08 + i 5.738771e+08 ; -4.287398e+10 + i 1.312191e+10 ; -8.749601e+07 + i -1.924116e+07 ; 8.693226e+07 + i 1.911398e+07 ; 6.391730e+08 + i -2.835529e+09 ; -5.221876e+09 + i 2.536246e+09 ; 1.713490e+08 + i 2.269344e+08 ; -9.312888e+09 + i 5.299422e+09 ; 1.540866e+08 + i 2.722487e+08 ; 5.392157e+07 + i -7.383525e+06 ; 1.359518e+09 + i -1.065321e+09 ; 7.804198e+07 + i 1.146046e+08 ; -1.579346e+09 + i 8.021195e+08 ; 7.531473e+08 + i -2.750372e+08 ; 4.487755e+07 + i 3.463689e+07 ; -3.306200e+08 + i 2.846794e+08 ; 5.167813e+08 + i -6.469911e+08 ; 8.801188e+08 + i -5.179899e+08 ; -8.731684e+08 + i 5.146193e+08 ; 5.007732e+08 + i -2.924455e+08 ; 2.440737e+08 + i -2.228726e+08 ; -2.421570e+08 + i 2.215056e+08 ; 3.733541e+09 + i -1.875081e+09 ; 1.019457e+08 + i 1.858106e+08 ; -1.019102e+08 + i -1.818727e+08 ; 1.146243e+09 + i -1.525926e+08 ; 5.514269e+07 + i 4.996553e+07 ; -5.480599e+07 + i -4.890813e+07 ; 1.359381e+09 + i -1.064636e+09 ; 1.591836e+09 + i -8.072671e+08 ; -7.773767e+07 + i -1.124621e+08 ; 7.530906e+08 + i -2.748705e+08 ; 3.332151e+08 + i -2.864281e+08 ; -4.459462e+07 + i -3.387849e+07 ; 
1.247823e+08 + i 1.851646e+08 ; -2.840602e+09 + i 2.581400e+09 ; 1.213434e+08 + i 1.787381e+08 ; -4.245283e+07 + i 2.862433e+07 ; -9.352783e+09 + i 5.250858e+09 ; 1.629136e+08 + i 3.040396e+08 ; -1.753099e+09 + i 1.156471e+09 ; -8.304531e+08 + i -9.208481e+08 ; -1.755196e+09 + i 1.144477e+09 ; -1.507751e+08 + i -1.875784e+08 ; 6.258278e+08 + i -2.852332e+09 ; -5.170314e+09 + i 2.529315e+09 ; 1.697173e+08 + i 3.035250e+08 ; -9.361796e+09 + i 5.232197e+09 ; -5.496753e+07 + i 1.643733e+07 ; -7.461959e+07 + i 5.442530e+06 ; -4.292206e+10 + i 1.304186e+10 ; -8.928830e+07 + i -9.762924e+06 ; -5.170428e+09 + i 2.538203e+09 ; 6.286832e+08 + i -2.863731e+09 ; -1.699044e+08 + i -2.215455e+08 ; -2.589368e+08 + i -5.144482e+08 ; 1.957167e+10 + i -9.501141e+09 ; -2.764020e+08 + i -5.627244e+08 ; -5.074174e+07 + i -9.243581e+07 ; -1.133799e+09 + i 7.291671e+08 ; 3.787924e+07 + i 6.402831e+07 ; 5.777742e+06 + i -3.654787e+07 ; -3.411139e+08 + i 2.784415e+08 ; 1.868657e+07 + i 2.475564e+07 ; 8.859874e+08 + i -5.073901e+08 ; -5.278127e+08 + i -3.374404e+07 ; -4.988893e+08 + i 3.080935e+08 ; 3.501344e+08 + i -6.863528e+07 ; -2.934657e+08 + i 9.022389e+07 ; -8.344932e+07 + i 9.041078e+07 ; -5.851958e+07 + i -1.199648e+08 ; -1.823791e+09 + i 9.841351e+08 ; -9.007366e+06 + i 1.610291e+07 ; 1.194489e+07 + i -3.547012e+07 ; -4.200870e+08 + i 3.268921e+08 ; -1.249553e+06 + i 1.151981e+07 ; 1.597291e+09 + i -7.893587e+08 ; -5.191020e+08 + i -1.874533e+08 ; -3.216032e+07 + i -3.804589e+07 ; 4.709503e+08 + i -3.946509e+07 ; -3.358607e+08 + i 7.636598e+07 ; -1.062482e+07 + i -2.181556e+06 ; 
5.170645e+09 + i -2.538214e+09 ; -1.717491e+08 + i -2.211166e+08 ; 6.282088e+08 + i -2.861532e+09 ; 2.559041e+08 + i 5.271279e+08 ; -2.783250e+08 + i -5.672558e+08 ; 1.957163e+10 + i -9.501132e+09 ; 1.753000e+09 + i -1.157339e+09 ; -1.770237e+09 + i 1.153874e+09 ; -8.304574e+08 + i -9.199977e+08 ; 1.514784e+08 + i 1.877342e+08 ; -5.213294e+09 + i 2.547525e+09 ; 6.257560e+08 + i -2.852294e+09 ; -1.663796e+08 + i -3.160999e+08 ; -5.521777e+07 + i 1.650557e+07 ; -9.361370e+09 + i 5.232248e+09 ; 7.467295e+07 + i -5.347532e+06 ; -8.950102e+07 + i -9.611108e+06 ; -4.292208e+10 + i 1.304192e+10 ; -1.248396e+08 + i -1.875331e+08 ; 1.222649e+08 + i 1.802281e+08 ; -2.840269e+09 + i 2.581361e+09 ; 4.267748e+07 + i -2.859103e+07 ; 1.641419e+08 + i 3.064774e+08 ; -9.352509e+09 + i 5.250887e+09 ; -1.597137e+09 + i 7.885292e+08 ; -3.218124e+07 + i -3.904484e+07 ; -5.189242e+08 + i -1.881450e+08 ; -4.707492e+08 + i 3.905779e+07 ; -1.067720e+07 + i -2.375576e+06 ; -3.358414e+08 + i 7.620030e+07 ; -8.858740e+08 + i 5.066743e+08 ; -5.028371e+08 + i 3.100132e+08 ; -5.277844e+08 + i -3.414280e+07 ; -3.499931e+08 + i 6.826400e+07 ; -8.411107e+07 + i 9.097570e+07 ; -2.934684e+08 + i 9.010278e+07 ; 5.921250e+07 + i 1.175291e+08 ; -9.108952e+06 + i 1.621865e+07 ; -1.823810e+09 + i 9.841366e+08 ; -1.153367e+07 + i 3.489223e+07 ; -1.281215e+06 + i 1.160596e+07 ; -4.200867e+08 + i 3.268802e+08 ; 5.099283e+07 + i 9.121570e+07 ; 3.814694e+07 + i 6.454249e+07 ; -1.133792e+09 + i 7.291622e+08 ; -5.544159e+06 + i 3.608505e+07 ; 1.881607e+07 + i 2.495326e+07 ; -3.411163e+08 + i 2.784269e+08 ; 
-2.844278e+09 + i 2.587882e+09 ; 1.217906e+08 + i 1.792533e+08 ; 1.217903e+08 + i 1.792554e+08 ; -8.191255e+08 + i -8.969343e+08 ; -1.752142e+09 + i 1.147918e+09 ; -1.752144e+09 + i 1.147921e+09 ; -9.366319e+09 + i 5.239158e+09 ; -5.470006e+07 + i 1.683275e+07 ; 1.618939e+08 + i 3.029797e+08 ; 6.382938e+08 + i -2.834169e+09 ; -1.701564e+08 + i -2.203302e+08 ; -5.168099e+09 + i 2.528611e+09 ; -9.366322e+09 + i 5.239160e+09 ; 1.618936e+08 + i 3.029785e+08 ; -5.472002e+07 + i 1.683036e+07 ; 6.382880e+08 + i -2.834164e+09 ; -5.168099e+09 + i 2.528609e+09 ; -1.702011e+08 + i -2.203527e+08 ; -4.293729e+10 + i 1.302836e+10 ; -8.907003e+07 + i -1.012393e+07 ; -8.907384e+07 + i -1.012294e+07 ; 1.958281e+10 + i -9.476997e+09 ; -2.761619e+08 + i -5.624416e+08 ; -2.761592e+08 + i -5.624465e+08 ; 5.007889e+08 + i -2.921024e+08 ; -2.496397e+08 + i 2.135329e+08 ; -2.496397e+08 + i 2.135330e+08 ; 3.104520e+08 + i -8.618538e+07 ; -8.201132e+07 + i 9.167739e+07 ; -8.201135e+07 + i 9.167759e+07 ; 7.531469e+08 + i -2.747227e+08 ; -2.546783e+07 + i -1.289419e+07 ; -3.424306e+08 + i 2.658372e+08 ; 3.741110e+08 + i -6.060857e+07 ; -1.055267e+07 + i 5.908340e+03 ; -9.967573e+07 + i 1.044017e+08 ; 7.531458e+08 + i -2.747202e+08 ; -3.424306e+08 + i 2.658366e+08 ; -2.547583e+07 + i -1.289784e+07 ; 3.741107e+08 + i -6.060848e+07 ; -9.967578e+07 + i 1.044015e+08 ; -1.055622e+07 + i 5.208786e+03 ; 1.146294e+09 + i -1.525888e+08 ; -3.150096e+07 + i -2.281113e+07 ; -3.149975e+07 + i -2.281221e+07 ; 4.464598e+08 + i -1.779431e+07 ; -1.241303e+07 + i -1.924181e+06 ; -1.241303e+07 + i -1.924381e+06 ; 
-1.707020e+08 + i -2.278870e+08 ; 6.275245e+08 + i -2.866686e+09 ; 5.173279e+09 + i -2.522783e+09 ; -1.773384e+09 + i 1.139774e+09 ; -8.303801e+08 + i -9.199453e+08 ; 1.755410e+09 + i -1.143834e+09 ; -5.548617e+07 + i 1.248743e+07 ; -9.365034e+09 + i 5.226253e+09 ; -1.626552e+08 + i -3.061977e+08 ; 1.201579e+08 + i 1.734083e+08 ; -2.840351e+09 + i 2.581344e+09 ; -1.213360e+08 + i -1.787532e+08 ; -2.776350e+08 + i -5.735018e+08 ; 1.957360e+10 + i -9.516168e+09 ; 2.782970e+08 + i 5.690849e+08 ; -5.218758e+09 + i 2.528351e+09 ; 6.277946e+08 + i -2.862140e+09 ; 1.699842e+08 + i 2.220158e+08 ; -8.967291e+07 + i -1.455129e+07 ; -4.293526e+10 + i 1.301494e+10 ; 8.852911e+07 + i 1.080065e+07 ; 1.606158e+08 + i 2.971330e+08 ; -9.361421e+09 + i 5.232302e+09 ; 5.473630e+07 + i -1.583388e+07 ; -3.400443e+08 + i 6.828320e+07 ; -2.935283e+08 + i 9.033299e+07 ; 8.846854e+07 + i -8.181266e+07 ; -1.353586e+08 + i -7.713023e+06 ; -1.406117e+08 + i 7.351862e+07 ; 1.968032e+07 + i -2.789779e+07 ; -1.740641e+07 + i -7.632439e+06 ; -3.411539e+08 + i 2.784267e+08 ; -1.790911e+07 + i -2.711448e+07 ; -1.227813e+07 + i -1.365731e+07 ; -1.457971e+08 + i 1.204803e+08 ; -8.209309e+06 + i -1.074906e+07 ; -4.523827e+08 + i 6.336105e+07 ; -3.359797e+08 + i 7.648115e+07 ; 5.636822e+06 + i -2.965658e+06 ; -1.561323e+08 + i -1.630488e+07 ; -1.547642e+08 + i 7.456375e+07 ; 3.532757e+05 + i -4.208518e+06 ; -2.358890e+07 + i -1.957398e+07 ; -4.201378e+08 + i 3.268692e+08 ; -9.673724e+04 + i -1.323211e+07 ; -1.260734e+07 + i -1.822610e+07 ; -1.636790e+08 + i 1.300172e+08 ; -1.813710e+06 + i -7.272631e+06 ; 
-1.707090e+08 + i -2.278812e+08 ; 5.173279e+09 + i -2.522782e+09 ; 6.275276e+08 + i -2.866688e+09 ; -1.773383e+09 + i 1.139775e+09 ; 1.755410e+09 + i -1.143834e+09 ; -8.303719e+08 + i -9.199529e+08 ; -2.776359e+08 + i -5.735041e+08 ; 2.782954e+08 + i 5.690884e+08 ; 1.957369e+10 + i -9.516120e+09 ; -5.218758e+09 + i 2.528351e+09 ; 1.699833e+08 + i 2.220186e+08 ; 6.278640e+08 + i -2.862120e+09 ; -5.549088e+07 + i 1.249165e+07 ; -1.626583e+08 + i -3.061921e+08 ; -9.364861e+09 + i 5.226342e+09 ; 1.201575e+08 + i 1.734122e+08 ; -1.213375e+08 + i -1.787488e+08 ; -2.840259e+09 + i 2.581355e+09 ; -8.967943e+07 + i -1.455110e+07 ; 8.852947e+07 + i 1.080076e+07 ; -4.293526e+10 + i 1.301495e+10 ; 1.606157e+08 + i 2.971331e+08 ; 5.473676e+07 + i -1.583352e+07 ; -9.361404e+09 + i 5.232293e+09 ; -3.400425e+08 + i 6.828158e+07 ; 8.846850e+07 + i -8.181265e+07 ; -2.935278e+08 + i 9.033419e+07 ; -1.353583e+08 + i -7.712986e+06 ; 1.968034e+07 + i -2.789777e+07 ; -1.406112e+08 + i 7.351875e+07 ; -4.523828e+08 + i 6.336095e+07 ; 5.636627e+06 + i -2.965126e+06 ; -3.359701e+08 + i 7.648433e+07 ; -1.561323e+08 + i -1.630491e+07 ; 3.532129e+05 + i -4.208244e+06 ; -1.547596e+08 + i 7.456440e+07 ; -1.740442e+07 + i -7.634053e+06 ; -1.790921e+07 + i -2.711413e+07 ; -3.411496e+08 + i 2.784242e+08 ; -1.227750e+07 + i -1.365741e+07 ; -8.209274e+06 + i -1.074898e+07 ; -1.457975e+08 + i 1.204785e+08 ; -2.358702e+07 + i -1.957529e+07 ; -9.679165e+04 + i -1.323215e+07 ; -4.201366e+08 + i 3.268682e+08 ; -1.260692e+07 + i -1.822622e+07 ; -1.813722e+06 + i -7.272625e+06 ; -1.636786e+08 + i 1.300162e+08 ; 
-8.186224e+08 + i -8.964240e+08 ; 1.756591e+09 + i -1.133588e+09 ; 1.756592e+09 + i -1.133590e+09 ; -2.799150e+09 + i 2.626807e+09 ; -1.094529e+08 + i -1.575979e+08 ; -1.094526e+08 + i -1.575999e+08 ; 6.387631e+08 + i -2.833323e+09 ; 1.721648e+08 + i 2.272438e+08 ; 5.164992e+09 + i -2.508533e+09 ; -9.312849e+09 + i 5.299356e+09 ; 5.366259e+07 + i -7.324978e+06 ; -1.501579e+08 + i -2.822304e+08 ; 6.387560e+08 + i -2.833314e+09 ; 5.164992e+09 + i -2.508531e+09 ; 1.722087e+08 + i 2.272677e+08 ; -9.312849e+09 + i 5.299362e+09 ; -1.501577e+08 + i -2.822293e+08 ; 5.368086e+07 + i -7.322280e+06 ; 1.958264e+10 + i -9.476895e+09 ; 2.792488e+08 + i 5.725810e+08 ; 2.792460e+08 + i 5.725857e+08 ; -4.287397e+10 + i 1.312192e+10 ; 8.658932e+07 + i 1.912923e+07 ; 8.659292e+07 + i 1.912859e+07 ; 5.167758e+08 + i -6.474003e+08 ; -8.707537e+08 + i 5.126531e+08 ; -8.707541e+08 + i 5.126540e+08 ; 5.008022e+08 + i -2.925874e+08 ; -2.414996e+08 + i 2.207258e+08 ; -2.414999e+08 + i 2.207267e+08 ; 1.359493e+09 + i -1.065321e+09 ; -7.736618e+07 + i -1.123778e+08 ; -1.574888e+09 + i 7.992315e+08 ; 7.531555e+08 + i -2.750432e+08 ; -4.441423e+07 + i -3.384720e+07 ; -3.297002e+08 + i 2.837388e+08 ; 1.359498e+09 + i -1.065326e+09 ; -1.574888e+09 + i 7.992304e+08 ; -7.737961e+07 + i -1.123853e+08 ; 7.531576e+08 + i -2.750454e+08 ; -3.297001e+08 + i 2.837381e+08 ; -4.442312e+07 + i -3.384992e+07 ; 3.733560e+09 + i -1.875077e+09 ; -1.013026e+08 + i -1.812750e+08 ; -1.013016e+08 + i -1.812764e+08 ; 1.146268e+09 + i -1.525926e+08 ; -5.455590e+07 + i -4.876715e+07 ; -5.455648e+07 + i -4.876753e+07 ; 
1.748896e+09 + i -1.152746e+09 ; -8.301265e+08 + i -9.197319e+08 ; 1.751168e+09 + i -1.140386e+09 ; 1.513310e+08 + i 1.894800e+08 ; 6.262995e+08 + i -2.851454e+09 ; 5.156870e+09 + i -2.519476e+09 ; -1.252048e+08 + i -1.870961e+08 ; -2.840335e+09 + i 2.581317e+09 ; -1.218619e+08 + i -1.788216e+08 ; 4.242780e+07 + i -2.849536e+07 ; -9.352634e+09 + i 5.250784e+09 ; -1.653552e+08 + i -3.081262e+08 ; 5.157612e+09 + i -2.529462e+09 ; 6.282552e+08 + i -2.861412e+09 ; 1.705144e+08 + i 2.215614e+08 ; 2.556888e+08 + i 5.257227e+08 ; 1.957138e+10 + i -9.501070e+09 ; 2.780338e+08 + i 5.660368e+08 ; -1.667158e+08 + i -3.152621e+08 ; -9.361379e+09 + i 5.232276e+09 ; 5.450263e+07 + i -1.635517e+07 ; 7.440960e+07 + i -5.260346e+06 ; -4.292207e+10 + i 1.304195e+10 ; 8.799985e+07 + i 9.321177e+06 ; -8.837922e+08 + i 5.052107e+08 ; -5.277410e+08 + i -3.408342e+07 ; 4.974954e+08 + i -3.069963e+08 ; -3.491398e+08 + i 6.798979e+07 ; -2.934581e+08 + i 9.010973e+07 ; 8.321944e+07 + i -9.011086e+07 ; 5.062346e+07 + i 9.098185e+07 ; -1.133808e+09 + i 7.291569e+08 ; -3.788714e+07 + i -6.398443e+07 ; -5.602179e+06 + i 3.596560e+07 ; -3.411174e+08 + i 2.784290e+08 ; -1.865470e+07 + i -2.470196e+07 ; -1.593201e+09 + i 7.858159e+08 ; -5.190016e+08 + i -1.881711e+08 ; 3.211293e+07 + i 3.804362e+07 ; -4.695478e+08 + i 3.876839e+07 ; -3.358648e+08 + i 7.619688e+07 ; 1.059758e+07 + i 2.186665e+06 ; 5.879141e+07 + i 1.172328e+08 ; -1.823802e+09 + i 9.841312e+08 ; 8.958470e+06 + i -1.607975e+07 ; -1.158348e+07 + i 3.477082e+07 ; -4.200843e+08 + i 3.268799e+08 ; 1.241944e+06 + i -1.149223e+07 ; 
